Chromosome Region	Start	End	loss
chr1	0	67821	0
chr1	67821	797566	0
chr1	797566	15058100	0
chr1	15058100	21596504	0
chr1	21596504	29162232	0
chr1	29162232	31542241	0
chr1	31542241	33111678	0
chr1	33111678	38286796	0
chr1	38286796	38606427	0
chr1	38606427	38654598	0
chr1	38654598	47498281	0
chr1	47498281	48060099	0
chr1	48060099	48160843	0
chr1	48160843	49086652	0
chr1	49086652	49507874	0
chr1	49507874	55772823	0
chr1	55772823	56702776	0
chr1	56702776	66469950	0
chr1	66469950	72765894	0
chr1	72765894	72811007	0
chr1	72811007	72811532	0
chr1	72811532	85227871	0
chr1	85227871	85368692	0
chr1	85368692	89232159	0
chr1	89232159	89383778	0
chr1	89383778	95760745	0
chr1	95760745	100423351	0
chr1	100423351	100817185	0
chr1	100817185	104157327	0
chr1	104157327	104288851	0
chr1	104288851	111620285	0
chr1	111620285	112693006	0
chr1	112693006	117321742	0
chr1	117321742	118424282	0
chr1	118424282	119652879	0
chr1	119652879	121185034	0
chr1	121185034	121291080	0
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	145390966	0
chr1	145390966	145745906	0
chr1	145745906	147826735	0
chr1	147826735	149707053	0
chr1	149707053	152510839	0
chr1	152510839	152586409	0
chr1	152586409	152698441	0
chr1	152698441	152775324	0
chr1	152775324	153575215	0
chr1	153575215	154422939	0
chr1	154422939	155038268	0
chr1	155038268	170086918	0
chr1	170086918	174796481	0
chr1	174796481	174801863	0
chr1	174801863	190910169	0
chr1	190910169	206524701	0
chr1	206524701	214528793	0
chr1	214528793	214566672	0
chr1	214566672	214664242	0
chr1	214664242	220350714	0
chr1	220350714	223556434	0
chr1	223556434	236083323	0
chr1	236083323	240407323	0
chr1	240407323	240531402	0
chr1	240531402	249250621	0
chr2	0	179414	0
chr2	179414	3765713	0
chr2	3765713	3817344	0
chr2	3817344	4204633	0
chr2	4204633	24548536	0
chr2	24548536	29099012	0
chr2	29099012	31026712	0
chr2	31026712	35972005	0
chr2	35972005	36953407	0
chr2	36953407	37495693	0
chr2	37495693	50894160	0
chr2	50894160	52747747	0
chr2	52747747	52753012	0
chr2	52753012	52789044	0
chr2	52789044	54067275	0
chr2	54067275	57341133	0
chr2	57341133	68530644	0
chr2	68530644	70498749	0
chr2	70498749	82215728	0
chr2	82215728	90301276	0
chr2	90301276	91704724	0
chr2	91704724	92193296	0
chr2	92193296	93300000	0
chr2	93300000	95358799	0
chr2	95358799	95439958	0
chr2	95439958	106356344	0
chr2	106356344	106886312	0
chr2	106886312	108608186	0
chr2	108608186	109267556	0
chr2	109267556	109314318	0
chr2	109314318	113380187	0
chr2	113380187	113382558	0
chr2	113382558	117820835	0
chr2	117820835	119342525	0
chr2	119342525	119398482	0
chr2	119398482	119436512	0
chr2	119436512	122856015	0
chr2	122856015	127019032	0
chr2	127019032	127500651	0
chr2	127500651	141969732	0
chr2	141969732	142071552	0
chr2	142071552	146879621	0
chr2	146879621	155599629	0
chr2	155599629	159058097	0
chr2	159058097	160875381	0
chr2	160875381	161228931	0
chr2	161228931	161749289	0
chr2	161749289	177364502	0
chr2	177364502	178387138	0
chr2	178387138	178455531	0
chr2	178455531	180790636	0
chr2	180790636	189076251	0
chr2	189076251	196179851	0
chr2	196179851	208122806	0
chr2	208122806	208334204	0
chr2	208334204	208399181	0
chr2	208399181	208431266	0
chr2	208431266	212968946	0
chr2	212968946	213072271	0
chr2	213072271	213293705	0
chr2	213293705	242782802	0
chr2	242782802	243035970	0
chr2	243035970	243199373	0
chr3	0	4272034	0
chr3	4272034	10757460	0
chr3	10757460	22365188	0
chr3	22365188	22594560	0
chr3	22594560	35737142	0
chr3	35737142	55156102	0
chr3	55156102	68746212	0
chr3	68746212	73198696	0
chr3	73198696	76075041	0
chr3	76075041	77401533	0
chr3	77401533	79643042	0
chr3	79643042	80625529	0
chr3	80625529	84799396	0
chr3	84799396	86112283	0
chr3	86112283	87200045	0
chr3	87200045	89811126	0
chr3	89811126	90022004	0
chr3	90022004	91000000	0
chr3	91000000	93543006	0
chr3	93543006	93605126	0
chr3	93605126	99385692	0
chr3	99385692	103525393	0
chr3	103525393	104299829	0
chr3	104299829	115843296	0
chr3	115843296	116287341	0
chr3	116287341	116383841	0
chr3	116383841	117052532	0
chr3	117052532	121059973	0
chr3	121059973	121345995	0
chr3	121345995	122476167	0
chr3	122476167	129698432	0
chr3	129698432	129730715	0
chr3	129730715	131528027	0
chr3	131528027	131688193	0
chr3	131688193	132012661	0
chr3	132012661	133806401	0
chr3	133806401	135580471	0
chr3	135580471	135946673	0
chr3	135946673	136142512	0
chr3	136142512	136374058	0
chr3	136374058	136540180	0
chr3	136540180	137016463	0
chr3	137016463	137120637	0
chr3	137120637	138443441	0
chr3	138443441	139156240	0
chr3	139156240	139573424	0
chr3	139573424	150174517	0
chr3	150174517	150370514	0
chr3	150370514	151577153	0
chr3	151577153	156547626	0
chr3	156547626	156567541	0
chr3	156567541	159279362	0
chr3	159279362	162495759	0
chr3	162495759	162508230	0
chr3	162508230	162626588	0
chr3	162626588	167297112	0
chr3	167297112	167628505	0
chr3	167628505	175582477	0
chr3	175582477	181120894	0
chr3	181120894	183199008	0
chr3	183199008	192296786	0
chr3	192296786	194144708	0
chr3	194144708	194393350	0
chr3	194393350	198022430	0
chr4	0	69209	0
chr4	69209	545382	0
chr4	545382	10258800	0
chr4	10258800	16012165	0
chr4	16012165	17308186	0
chr4	17308186	19751457	0
chr4	19751457	23084268	0
chr4	23084268	23767431	0
chr4	23767431	25412536	0
chr4	25412536	27886433	0
chr4	27886433	29821730	0
chr4	29821730	35913824	0
chr4	35913824	37434436	0
chr4	37434436	44628697	0
chr4	44628697	44688123	0
chr4	44688123	49309867	0
chr4	49309867	50400000	0
chr4	50400000	52706713	0
chr4	52706713	52762136	0
chr4	52762136	69497225	0
chr4	69497225	79686278	0
chr4	79686278	79799648	0
chr4	79799648	88925951	0
chr4	88925951	92562965	0
chr4	92562965	97428253	0
chr4	97428253	98959797	0
chr4	98959797	99037187	0
chr4	99037187	99297237	0
chr4	99297237	125369969	0
chr4	125369969	147284942	0
chr4	147284942	153930925	0
chr4	153930925	161884972	0
chr4	161884972	171423012	0
chr4	171423012	171521347	0
chr4	171521347	174656977	0
chr4	174656977	178890277	0
chr4	178890277	184057870	0
chr4	184057870	191154276	0
