Chromosome Region	Start	End	gain
chr1	0	850352	0
chr1	850352	3549709	0
chr1	3549709	21596504	0
chr1	21596504	23675595	0
chr1	23675595	27006664	0
chr1	27006664	29162232	0
chr1	29162232	32010418	0
chr1	32010418	35912440	0
chr1	35912440	37932773	0
chr1	37932773	41238949	0
chr1	41238949	41461766	0
chr1	41461766	47272352	0
chr1	47272352	47498281	0
chr1	47498281	48060099	4
chr1	48060099	49191814	0
chr1	49191814	64523891	0
chr1	64523891	64703369	30
chr1	64703369	68930409	0
chr1	68930409	79374415	0
chr1	79374415	94248559	0
chr1	94248559	110597837	0
chr1	110597837	117321742	0
chr1	117321742	117490223	0
chr1	117490223	119866850	0
chr1	119866850	121291080	12
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	155197211	18
chr1	155197211	160253898	14
chr1	160253898	165585394	11
chr1	165585394	196482328	10
chr1	196482328	197027250	0
chr1	197027250	202312639	0
chr1	202312639	214528793	0
chr1	214528793	220793581	0
chr1	220793581	223877121	0
chr1	223877121	224197457	0
chr1	224197457	237077589	0
chr1	237077589	240072448	0
chr1	240072448	240407323	0
chr1	240407323	249250621	2
chr2	0	179414	30
chr2	179414	2722278	46
chr2	2722278	3765713	47
chr2	3765713	3817344	30
chr2	3817344	31026712	47
chr2	31026712	33842221	30
chr2	33842221	34095811	0
chr2	34095811	41304474	0
chr2	41304474	46980721	0
chr2	46980721	50894160	0
chr2	50894160	54067275	0
chr2	54067275	61253438	0
chr2	61253438	69227221	0
chr2	69227221	71688308	0
chr2	71688308	93300000	0
chr2	93300000	101083571	0
chr2	101083571	114890311	0
chr2	114890311	128165932	0
chr2	128165932	137713074	0
chr2	137713074	142791681	0
chr2	142791681	159944224	0
chr2	159944224	160682629	0
chr2	160682629	160875381	0
chr2	160875381	161228931	0
chr2	161228931	161749289	0
chr2	161749289	170194821	0
chr2	170194821	170983995	16
chr2	170983995	172963229	19
chr2	172963229	184571318	18
chr2	184571318	203174642	60
chr2	203174642	208334204	58
chr2	208334204	208431266	42
chr2	208431266	211964308	58
chr2	211964308	212968946	56
chr2	212968946	213072271	40
chr2	213072271	213293705	56
chr2	213293705	219897043	40
chr2	219897043	220088631	37
chr2	220088631	224751603	40
chr2	224751603	237398682	38
chr2	237398682	241456646	31
chr2	241456646	242782802	36
chr2	242782802	243035970	20
chr2	243035970	243199373	36
chr3	0	12254141	0
chr3	12254141	22365188	0
chr3	22365188	22594560	0
chr3	22594560	29029578	0
chr3	29029578	40989072	0
chr3	40989072	50028288	0
chr3	50028288	53149508	0
chr3	53149508	53417798	0
