Chromosome Region	Start	End	loss
chr1	0	666285	0
chr1	666285	6853355	0
chr1	6853355	7272421	0
chr1	7272421	8066167	0
chr1	8066167	11009611	0
chr1	11009611	15028144	4
chr1	15028144	15114070	0
chr1	15114070	16588894	4
chr1	16588894	16697192	0
chr1	16697192	16848768	4
chr1	16848768	16870321	26
chr1	16870321	17016876	42
chr1	17016876	17082652	21
chr1	17082652	17691321	4
chr1	17691321	17842092	0
chr1	17842092	22238957	4
chr1	22238957	25507254	10
chr1	25507254	26132903	0
chr1	26132903	26253274	0
chr1	26253274	26576396	0
chr1	26576396	27481096	10
chr1	27481096	28596133	0
chr1	28596133	28771659	10
chr1	28771659	31262421	8
chr1	31262421	33151411	2
chr1	33151411	35051963	1
chr1	35051963	35109386	0
chr1	35109386	35133004	0
chr1	35133004	37098711	1
chr1	37098711	37197385	0
chr1	37197385	37324799	0
chr1	37324799	37955370	0
chr1	37955370	38180037	0
chr1	38180037	39224753	0
chr1	39224753	42175095	0
chr1	42175095	42674616	0
chr1	42674616	44687475	0
chr1	44687475	44820347	0
chr1	44820347	45061581	0
chr1	45061581	48160843	0
chr1	48160843	48988196	0
chr1	48988196	49308196	0
chr1	49308196	51000609	0
chr1	51000609	51536218	0
chr1	51536218	60931543	0
chr1	60931543	61011195	0
chr1	61011195	62851904	0
chr1	62851904	63016018	0
chr1	63016018	65299195	0
chr1	65299195	65315050	0
chr1	65315050	65358736	0
chr1	65358736	65369223	0
chr1	65369223	65933145	0
chr1	65933145	72188611	0
chr1	72188611	72753227	0
chr1	72753227	72765894	0
chr1	72765894	72768926	0
chr1	72768926	72811532	3
chr1	72811532	72816882	0
chr1	72816882	73057534	0
chr1	73057534	74536605	0
chr1	74536605	74540304	0
chr1	74540304	77593002	0
chr1	77593002	83828881	0
chr1	83828881	83961652	0
chr1	83961652	84538032	0
chr1	84538032	85508991	0
chr1	85508991	87211485	0
chr1	87211485	88020633	0
chr1	88020633	91954925	0
chr1	91954925	92380027	0
chr1	92380027	92598321	0
chr1	92598321	93275319	0
chr1	93275319	95494745	0
chr1	95494745	95775615	0
chr1	95775615	98713037	0
chr1	98713037	98750900	0
chr1	98750900	112693006	0
chr1	112693006	112706196	0
chr1	112706196	113290397	0
chr1	113290397	113501522	0
chr1	113501522	113678932	0
chr1	113678932	113868367	0
chr1	113868367	114746862	0
chr1	114746862	114801514	0
chr1	114801514	114930771	0
chr1	114930771	114959714	0
chr1	114959714	116526920	0
chr1	116526920	117570388	0
chr1	117570388	118186483	0
chr1	118186483	120621451	0
chr1	120621451	120685338	0
chr1	120685338	121185034	0
chr1	121185034	121230790	0
chr1	121230790	121291080	0
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	144527676	0
chr1	144527676	145386254	0
chr1	145386254	148648869	0
chr1	148648869	149255799	0
chr1	149255799	149425912	0
chr1	149425912	149834798	0
chr1	149834798	152856193	0
chr1	152856193	152979258	0
chr1	152979258	153191794	0
chr1	153191794	153250731	0
chr1	153250731	155194365	0
chr1	155194365	155247949	0
chr1	155247949	155567329	0
chr1	155567329	155665165	0
chr1	155665165	158207057	0
chr1	158207057	158313222	0
chr1	158313222	160013512	0
chr1	160013512	162881278	0
chr1	162881278	162933215	0
chr1	162933215	163809199	0
chr1	163809199	166568705	0
chr1	166568705	171491621	0
chr1	171491621	173597243	0
chr1	173597243	174506579	0
chr1	174506579	174987046	0
chr1	174987046	176051538	0
chr1	176051538	176161380	0
chr1	176161380	177744013	0
chr1	177744013	177806752	0
chr1	177806752	177933068	0
chr1	177933068	179800493	0
chr1	179800493	180514472	0
chr1	180514472	182935212	0
chr1	182935212	187520715	0
chr1	187520715	188994230	0
chr1	188994230	189157358	0
chr1	189157358	189508302	0
chr1	189508302	192384886	0
chr1	192384886	196698279	0
chr1	196698279	196705860	0
chr1	196705860	196711121	0
chr1	196711121	196816261	0
chr1	196816261	196828843	0
chr1	196828843	200789160	0
chr1	200789160	203761823	0
chr1	203761823	203918036	0
chr1	203918036	206508400	0
chr1	206508400	207327196	0
chr1	207327196	209745006	0
chr1	209745006	209839590	0
chr1	209839590	211939113	0
chr1	211939113	216453044	0
chr1	216453044	218587072	0
chr1	218587072	218686904	0
chr1	218686904	222224159	0
chr1	222224159	222229268	0
chr1	222229268	224256093	0
chr1	224256093	224588601	0
chr1	224588601	227936992	0
chr1	227936992	230516522	0
chr1	230516522	232594411	0
chr1	232594411	232677503	0
chr1	232677503	236454946	0
chr1	236454946	236536247	0
chr1	236536247	237375389	0
chr1	237375389	246966703	0
chr1	246966703	247787459	0
chr1	247787459	247864435	0
chr1	247864435	249250621	0
chr2	0	5494267	0
chr2	5494267	6420338	0
chr2	6420338	13503461	0
chr2	13503461	19089623	0
chr2	19089623	19705236	0
chr2	19705236	19813813	0
chr2	19813813	21851627	0
chr2	21851627	22174099	0
chr2	22174099	23178444	0
chr2	23178444	23738366	0
chr2	23738366	26060892	0
chr2	26060892	26916131	0
chr2	26916131	30859740	0
chr2	30859740	32163804	0
chr2	32163804	32584312	0
chr2	32584312	38040545	0
chr2	38040545	38181431	0
chr2	38181431	41809180	0
chr2	41809180	42633249	0
chr2	42633249	42828325	0
chr2	42828325	45820839	0
chr2	45820839	45907574	0
chr2	45907574	47538695	0
chr2	47538695	47697978	0
chr2	47697978	47889331	0
chr2	47889331	48110791	0
chr2	48110791	49616470	0
chr2	49616470	49698261	0
chr2	49698261	60270985	0
chr2	60270985	61666549	0
chr2	61666549	62006204	0
chr2	62006204	62042449	0
chr2	62042449	63031292	0
chr2	63031292	63141799	0
chr2	63141799	65351817	0
chr2	65351817	65465459	0
chr2	65465459	70266797	0
chr2	70266797	70492634	0
chr2	70492634	71429869	0
chr2	71429869	74682237	0
chr2	74682237	77480934	0
chr2	77480934	77973549	0
chr2	77973549	78055193	0
chr2	78055193	80780924	0
chr2	80780924	80831029	0
chr2	80831029	85580057	0
chr2	85580057	85701660	0
chr2	85701660	86683261	0
chr2	86683261	87413976	0
chr2	87413976	87555780	0
chr2	87555780	87850026	0
chr2	87850026	90301276	0
chr2	90301276	91627978	0
chr2	91627978	91704724	0
chr2	91704724	91794849	0
chr2	91794849	92089051	0
chr2	92089051	92193296	0
chr2	92193296	92275027	0
chr2	92275027	92285930	0
chr2	92285930	93300000	0
chr2	93300000	95421697	0
chr2	95421697	96656411	0
chr2	96656411	97624834	0
chr2	97624834	97832353	0
chr2	97832353	98197009	0
chr2	98197009	98524556	0
chr2	98524556	98675483	0
chr2	98675483	98879626	0
chr2	98879626	99742491	0
chr2	99742491	104028502	0
chr2	104028502	104262587	0
chr2	104262587	104385099	0
chr2	104385099	104521125	0
chr2	104521125	109073022	0
chr2	109073022	109202757	0
chr2	109202757	109357887	0
chr2	109357887	109604227	0
chr2	109604227	110012398	0
chr2	110012398	111403986	0
chr2	111403986	111613220	0
chr2	111613220	111660454	0
chr2	111660454	111885594	0
chr2	111885594	112372597	0
chr2	112372597	112415706	0
chr2	112415706	112423341	0
chr2	112423341	112615695	0
chr2	112615695	112882741	0
chr2	112882741	113319062	0
chr2	113319062	113444584	0
chr2	113444584	113461268	0
chr2	113461268	113488995	0
chr2	113488995	113546791	0
chr2	113546791	113636636	0
chr2	113636636	113871943	0
chr2	113871943	114429392	0
chr2	114429392	115119952	0
chr2	115119952	118391790	0
chr2	118391790	120383500	0
chr2	120383500	123489857	0
chr2	123489857	128707938	0
chr2	128707938	128867389	0
chr2	128867389	136560113	0
chr2	136560113	137850135	0
chr2	137850135	139266523	0
chr2	139266523	140122834	0
chr2	140122834	140339283	0
chr2	140339283	141420218	0
chr2	141420218	141706582	0
chr2	141706582	142068980	0
chr2	142068980	142692934	0
chr2	142692934	143110356	0
chr2	143110356	143320951	0
chr2	143320951	147128923	0
chr2	147128923	152397296	0
chr2	152397296	153782144	0
chr2	153782144	153972474	0
chr2	153972474	154276875	0
chr2	154276875	157533540	0
chr2	157533540	157534519	0
chr2	157534519	159315782	0
chr2	159315782	164501666	0
chr2	164501666	164711142	0
chr2	164711142	167543853	0
chr2	167543853	168773435	0
chr2	168773435	168826452	0
chr2	168826452	170384577	0
chr2	170384577	170472426	0
chr2	170472426	173806966	0
chr2	173806966	177189497	0
chr2	177189497	178032138	0
chr2	178032138	181738827	0
chr2	181738827	184673379	0
chr2	184673379	186217716	0
chr2	186217716	186458661	0
chr2	186458661	186883562	0
chr2	186883562	187629616	0
chr2	187629616	189806307	0
chr2	189806307	189965565	0
chr2	189965565	190309384	0
chr2	190309384	191016476	0
chr2	191016476	191360716	0
chr2	191360716	191564964	0
chr2	191564964	194236536	0
chr2	194236536	194679904	0
chr2	194679904	194943310	0
chr2	194943310	194989723	0
chr2	194989723	196637169	0
chr2	196637169	199858614	0
chr2	199858614	203069398	0
chr2	203069398	204202731	0
chr2	204202731	207291059	0
chr2	207291059	208999100	0
chr2	208999100	209063487	0
chr2	209063487	215624948	0
chr2	215624948	218852039	0
chr2	218852039	219079263	0
chr2	219079263	224693971	0
chr2	224693971	229948848	0
chr2	229948848	230065224	0
chr2	230065224	236317554	0
chr2	236317554	236943609	0
chr2	236943609	237490615	0
chr2	237490615	238206902	0
chr2	238206902	238577884	0
chr2	238577884	239278666	0
chr2	239278666	239500651	0
chr2	239500651	243023968	0
chr2	243023968	243199373	0
chr3	0	5588375	0
chr3	5588375	6648836	0
chr3	6648836	6660012	9
chr3	6660012	10243615	0
chr3	10243615	11639931	4
chr3	11639931	11651839	20
chr3	11651839	12356103	4
chr3	12356103	18854978	0
chr3	18854978	18919212	0
chr3	18919212	19234215	0
chr3	19234215	19440301	0
chr3	19440301	19762174	0
chr3	19762174	19846712	0
chr3	19846712	20031256	4
chr3	20031256	23904874	0
chr3	23904874	24624899	0
chr3	24624899	24982753	0
chr3	24982753	26148988	0
chr3	26148988	26304146	0
chr3	26304146	26612137	0
chr3	26612137	26616020	0
chr3	26616020	27467906	0
chr3	27467906	31958533	0
chr3	31958533	32672483	0
chr3	32672483	32687890	0
chr3	32687890	32840816	0
chr3	32840816	32903917	0
chr3	32903917	35058029	0
chr3	35058029	37949994	0
chr3	37949994	42247824	0
chr3	42247824	47721582	0
chr3	47721582	48152949	0
chr3	48152949	48275962	0
chr3	48275962	50132434	0
chr3	50132434	52152004	0
chr3	52152004	53788877	0
chr3	53788877	55557879	0
chr3	55557879	56285000	0
chr3	56285000	59019091	0
chr3	59019091	60426234	0
chr3	60426234	60512802	0
chr3	60512802	60707095	0
chr3	60707095	60836843	0
chr3	60836843	63356016	0
chr3	63356016	64372507	0
chr3	64372507	64418082	0
chr3	64418082	65625084	0
chr3	65625084	65873060	0
chr3	65873060	65924069	0
chr3	65924069	67492844	0
chr3	67492844	73198696	0
chr3	73198696	74943778	0
chr3	74943778	84871422	0
chr3	84871422	85616390	0
chr3	85616390	90137970	0
chr3	90137970	90145243	0
chr3	90145243	91000000	0
chr3	91000000	93543006	0
chr3	93543006	93548479	0
chr3	93548479	93588564	0
chr3	93588564	93605126	0
chr3	93605126	93705493	0
chr3	93705493	93769215	0
chr3	93769215	93787311	0
chr3	93787311	94984795	0
chr3	94984795	101847172	0
chr3	101847172	102029359	0
chr3	102029359	104760858	0
chr3	104760858	105419369	0
chr3	105419369	106778255	0
chr3	106778255	107283509	0
chr3	107283509	107352799	0
chr3	107352799	107969313	0
chr3	107969313	108944655	0
chr3	108944655	109199781	0
chr3	109199781	110209578	0
chr3	110209578	110243910	0
chr3	110243910	110374486	0
chr3	110374486	113388127	0
chr3	113388127	114119459	0
chr3	114119459	115874587	0
chr3	115874587	116070536	0
chr3	116070536	116488267	0
chr3	116488267	116775294	1
chr3	116775294	117430401	0
chr3	117430401	117565534	0
chr3	117565534	117635989	20
chr3	117635989	117652723	1
chr3	117652723	121652561	0
chr3	121652561	124290949	0
chr3	124290949	125539111	0
