Chromosome Region	Start	End	loss
chr1	0	566105	0
chr1	566105	734739	0
chr1	734739	811403	0
chr1	811403	1890419	0
chr1	1890419	8066167	0
chr1	8066167	9327442	0
chr1	9327442	14482687	0
chr1	14482687	16755866	0
chr1	16755866	16814464	0
chr1	16814464	16848768	0
chr1	16848768	16870321	0
chr1	16870321	17016876	0
chr1	17016876	17082652	0
chr1	17082652	17152358	0
chr1	17152358	17236245	0
chr1	17236245	17917506	0
chr1	17917506	18061479	0
chr1	18061479	18171586	0
chr1	18171586	18421558	0
chr1	18421558	18654589	0
chr1	18654589	20185948	0
chr1	20185948	21307389	0
chr1	21307389	23215310	0
chr1	23215310	24755956	0
chr1	24755956	26132903	0
chr1	26132903	26157839	0
chr1	26157839	26253274	0
chr1	26253274	26934019	0
chr1	26934019	27880007	0
chr1	27880007	28629153	0
chr1	28629153	28880951	0
chr1	28880951	29007705	0
chr1	29007705	29447743	0
chr1	29447743	30590363	0
chr1	30590363	30711544	0
chr1	30711544	30720535	0
chr1	30720535	31983047	0
chr1	31983047	32175163	0
chr1	32175163	33244047	0
chr1	33244047	34001386	0
chr1	34001386	35051963	0
chr1	35051963	35087951	0
chr1	35087951	35109386	0
chr1	35109386	35133004	0
chr1	35133004	36313237	0
chr1	36313237	36679946	0
chr1	36679946	37197385	0
chr1	37197385	37324799	0
chr1	37324799	42563757	0
chr1	42563757	45080613	0
chr1	45080613	50290156	0
chr1	50290156	54794374	0
chr1	54794374	55772823	0
chr1	55772823	59105706	0
chr1	59105706	60544184	0
chr1	60544184	72208306	0
chr1	72208306	72753227	0
chr1	72753227	72765894	0
chr1	72765894	72768926	0
chr1	72768926	72811532	0
chr1	72811532	72892440	0
chr1	72892440	73497010	0
chr1	73497010	74536605	0
chr1	74536605	74540304	0
chr1	74540304	75387692	0
chr1	75387692	77593002	0
chr1	77593002	80559482	0
chr1	80559482	85227871	0
chr1	85227871	86636982	0
chr1	86636982	94134852	0
chr1	94134852	94483541	0
chr1	94483541	109888745	0
chr1	109888745	110225035	0
chr1	110225035	110251470	0
chr1	110251470	110768986	0
chr1	110768986	111620285	0
chr1	111620285	112329908	0
chr1	112329908	112693006	0
chr1	112693006	112706196	0
chr1	112706196	112839921	0
chr1	112839921	114930771	0
chr1	114930771	114959714	0
chr1	114959714	118013274	0
chr1	118013274	120523828	0
chr1	120523828	120551476	0
chr1	120551476	120621451	0
chr1	120621451	120685338	0
chr1	120685338	121185034	0
chr1	121185034	121230790	0
