Chromosome Region	Start	End	loss
chr1	0	16755866	0
chr1	16755866	30590363	0
chr1	30590363	33111678	0
chr1	33111678	36359723	0
chr1	36359723	54794374	0
chr1	54794374	59105706	0
chr1	59105706	67926509	0
chr1	67926509	86636982	0
chr1	86636982	111031650	0
chr1	111031650	116132551	0
chr1	116132551	121185034	0
chr1	121185034	121230790	0
chr1	121230790	125000000	0
chr1	125000000	152588544	0
chr1	152588544	174128788	0
chr1	174128788	176153843	0
chr1	176153843	185337537	0
chr1	185337537	214664242	0
chr1	214664242	249250621	0
chr2	0	61752602	0
chr2	61752602	80280695	0
chr2	80280695	90301276	0
chr2	90301276	93300000	0
chr2	93300000	101162043	0
chr2	101162043	125694378	0
chr2	125694378	127019032	0
chr2	127019032	142071552	0
chr2	142071552	146879621	0
chr2	146879621	178455531	0
chr2	178455531	181212537	0
chr2	181212537	196179851	0
chr2	196179851	215716194	0
chr2	215716194	243199373	0
chr3	0	44275301	0
chr3	44275301	44728822	0
chr3	44728822	52385602	0
chr3	52385602	60775421	0
chr3	60775421	70928733	0
chr3	70928733	83733553	0
chr3	83733553	91000000	0
chr3	91000000	93605126	0
chr3	93605126	98008026	0
chr3	98008026	117147307	0
chr3	117147307	117234124	0
chr3	117234124	129752150	0
chr3	129752150	129916897	0
chr3	129916897	131688193	0
chr3	131688193	132012661	0
chr3	132012661	136056100	0
chr3	136056100	139573424	0
chr3	139573424	143743576	0
chr3	143743576	157711332	0
chr3	157711332	159275522	0
chr3	159275522	159279362	0
chr3	159279362	167558531	0
chr3	167558531	175686148	0
chr3	175686148	175772816	0
chr3	175772816	181120894	0
chr3	181120894	198022430	0
chr4	0	79219	0
chr4	79219	242373	0
chr4	242373	2912101	0
chr4	2912101	4244957	0
chr4	4244957	46194939	0
chr4	46194939	50400000	0
chr4	50400000	52762136	0
chr4	52762136	64294475	0
chr4	64294475	77991161	0
chr4	77991161	115183202	0
chr4	115183202	128297336	0
chr4	128297336	143029656	0
chr4	143029656	156968769	0
chr4	156968769	157246996	0
chr4	157246996	191154276	0
chr5	0	48400000	0
chr5	48400000	49980324	0
chr5	49980324	87831307	0
chr5	87831307	87993799	0
chr5	87993799	92860978	0
chr5	92860978	92993684	0
chr5	92993684	150055521	0
chr5	150055521	155475939	0
chr5	155475939	165732366	0
chr5	165732366	180915260	0
chr6	0	380985	0
chr6	380985	14956432	0
chr6	14956432	37148441	0
chr6	37148441	58674833	0
chr6	58674833	58741497	0
chr6	58741497	61000000	0
chr6	61000000	62020284	0
chr6	62020284	75230991	0
chr6	75230991	77475986	0
chr6	77475986	95933750	0
chr6	95933750	103734403	0
chr6	103734403	103763766	0
chr6	103763766	109350507	0
chr6	109350507	114945417	0
chr6	114945417	134406078	0
chr6	134406078	171115067	0
chr7	0	59900000	0
chr7	59900000	104887353	0
chr7	104887353	105009314	0
chr7	105009314	141712834	0
chr7	141712834	143856797	0
chr7	143856797	159138663	0
chr8	0	17392480	0
chr8	17392480	39233131	0
chr8	39233131	43736901	0
chr8	43736901	45600000	0
chr8	45600000	46940022	0
chr8	46940022	146364022	0
chr9	0	17398197	0
chr9	17398197	49000000	0
chr9	49000000	72083911	0
chr9	72083911	117659010	0
chr9	117659010	141213431	0
chr10	0	2579177	3
chr10	2579177	6924142	0
chr10	6924142	28855133	0
chr10	28855133	33312014	0
chr10	33312014	39000378	0
chr10	39000378	40200000	0
chr10	40200000	42853087	0
chr10	42853087	47051627	6
chr10	47051627	47067454	0
chr10	47067454	51545588	0
chr10	51545588	52806425	0
chr10	52806425	66553559	0
chr10	66553559	79191748	0
chr10	79191748	89119676	0
chr10	89119676	135534747	0
chr11	0	39471532	0
chr11	39471532	39542524	0
chr11	39542524	51193960	0
chr11	51193960	53700000	0
chr11	53700000	135006516	0
chr12	0	34756673	0
chr12	34756673	35800000	0
chr12	35800000	38134752	0
chr12	38134752	41815955	0
chr12	41815955	57962328	0
chr12	57962328	61380517	0
chr12	61380517	71544990	0
chr12	71544990	85111494	0
chr12	85111494	123656091	0
chr12	123656091	133851895	0
chr13	0	17900000	0
chr13	17900000	23762063	0
chr13	23762063	32248480	37
chr13	32248480	33549771	15
chr13	33549771	41973384	7
chr13	41973384	59538517	5
chr13	59538517	78660180	0
chr13	78660180	114776272	0
chr13	114776272	115169878	0
chr14	0	17600000	0
chr14	17600000	22182842	0
chr14	22182842	36632564	0
chr14	36632564	64423826	0
chr14	64423826	74097146	0
chr14	74097146	103874697	0
chr14	103874697	104556454	0
chr14	104556454	107349540	0
chr15	0	19000000	0
chr15	19000000	34460808	0
chr15	34460808	40986182	0
chr15	40986182	44947813	0
chr15	44947813	53241025	0
chr15	53241025	55521655	0
chr15	55521655	58832779	0
chr15	58832779	62429098	0
chr15	62429098	73031787	0
chr15	73031787	80298262	0
chr15	80298262	102531392	0
chr16	0	10303152	0
chr16	10303152	16291900	0
chr16	16291900	17234816	0
chr16	17234816	19129582	0
chr16	19129582	31368770	0
chr16	31368770	36600000	0
chr16	36600000	64614138	0
chr16	64614138	70855347	0
chr16	70855347	71201787	0
chr16	71201787	71202637	0
chr16	71202637	81878991	0
chr16	81878991	83590256	0
chr16	83590256	90354753	0
chr17	0	22062395	0
chr17	22062395	24000000	0
chr17	24000000	26703737	0
chr17	26703737	30235855	0
chr17	30235855	33731543	0
chr17	33731543	43580338	0
chr17	43580338	44240636	0
chr17	44240636	44784665	0
chr17	44784665	64888304	0
chr17	64888304	64889024	0
chr17	64889024	64889366	0
chr17	64889366	79656958	0
chr17	79656958	81195210	0
chr18	0	17200000	0
chr18	17200000	18560354	0
chr18	18560354	25380441	0
chr18	25380441	35503648	0
chr18	35503648	37749706	0
chr18	37749706	38258089	0
chr18	38258089	45461810	0
chr18	45461810	46012407	0
chr18	46012407	78077248	0
chr19	0	6702112	0
chr19	6702112	17249269	0
chr19	17249269	18920220	0
chr19	18920220	26500000	0
chr19	26500000	27838898	0
chr19	27838898	31720619	0
chr19	31720619	33567576	0
chr19	33567576	33839762	0
chr19	33839762	35139422	0
chr19	35139422	35864296	0
chr19	35864296	40996504	0
chr19	40996504	41839701	0
chr19	41839701	46853311	0
chr19	46853311	47416332	0
chr19	47416332	47692330	0
chr19	47692330	50506424	0
chr19	50506424	56497584	0
chr19	56497584	59128983	0
chr20	0	19415371	0
chr20	19415371	25853843	0
chr20	25853843	27500000	0
chr20	27500000	29471217	0
chr20	29471217	32485111	0
chr20	32485111	63025520	0
chr21	0	13200000	0
chr21	13200000	48129895	0
chr22	0	14700000	0
chr22	14700000	16634441	0
chr22	16634441	18885883	0
chr22	18885883	21460465	0
chr22	21460465	28784002	0
chr22	28784002	29319996	0
chr22	29319996	40439090	0
chr22	40439090	42444278	0
chr22	42444278	51304566	0
chrX	0	2390294	54
chrX	2390294	25233759	62
chrX	25233759	27239895	12
chrX	27239895	33087411	62
chrX	33087411	33746225	67
chrX	33746225	34521053	64
chrX	34521053	51251839	59
chrX	51251839	58344892	46
chrX	58344892	59336852	0
chrX	59336852	60600000	3
chrX	60600000	119569619	54
chrX	119569619	119885309	8
chrX	119885309	124992438	58
chrX	124992438	129747769	26
chrX	129747769	151031147	58
chrX	151031147	155270560	0
chrY	0	12500000	0
chrY	12500000	59373566	0
