Chromosome Region	Start	End	gain
chr1	0	715604	0
chr1	715604	815952	0
chr1	815952	1161251	0
chr1	1161251	3355869	0
chr1	3355869	3403195	0
chr1	3403195	6127952	0
chr1	6127952	11073414	0
chr1	11073414	13936619	0
chr1	13936619	26874761	0
chr1	26874761	31266515	0
chr1	31266515	31465687	0
chr1	31465687	34879979	0
chr1	34879979	35912440	0
chr1	35912440	40096785	0
chr1	40096785	41238949	0
chr1	41238949	41281219	0
chr1	41281219	41658368	0
chr1	41658368	41681263	0
chr1	41681263	43054751	0
chr1	43054751	44056930	0
chr1	44056930	44345774	0
chr1	44345774	47143041	0
chr1	47143041	63855198	0
chr1	63855198	64523891	0
chr1	64523891	64703369	0
chr1	64703369	79374415	0
chr1	79374415	90046030	0
chr1	90046030	90119096	0
chr1	90119096	90292890	0
chr1	90292890	101904887	0
chr1	101904887	102297927	0
chr1	102297927	113321303	0
chr1	113321303	113515125	0
chr1	113515125	117490223	0
chr1	117490223	117927390	0
chr1	117927390	125000000	0
chr1	125000000	149808817	0
chr1	149808817	149825606	0
chr1	149825606	152249056	8
chr1	152249056	152311634	0
chr1	152311634	153495862	0
chr1	153495862	153783583	8
chr1	153783583	159258396	0
chr1	159258396	160253898	0
chr1	160253898	191768815	0
chr1	191768815	191794378	0
chr1	191794378	196482328	0
chr1	196482328	196789395	0
chr1	196789395	196801627	0
chr1	196801627	201966584	0
chr1	201966584	202080096	0
chr1	202080096	209009769	0
chr1	209009769	215919288	0
chr1	215919288	215941341	0
chr1	215941341	220793581	0
chr1	220793581	220917142	0
chr1	220917142	221007749	0
chr1	221007749	225053109	0
chr1	225053109	225417199	0
chr1	225417199	235477770	0
chr1	235477770	235679241	0
chr1	235679241	237077589	0
chr1	237077589	239653589	0
chr1	239653589	239721950	0
chr1	239721950	239862049	0
chr1	239862049	240072448	0
chr1	240072448	240137471	16
chr1	240137471	240338063	28
chr1	240338063	249250621	16
chr2	0	12281541	0
chr2	12281541	12311156	0
chr2	12311156	33842221	0
chr2	33842221	34095811	0
chr2	34095811	45700822	1
chr2	45700822	46077270	17
chr2	46077270	46980721	1
chr2	46980721	62028565	0
chr2	62028565	71688308	0
chr2	71688308	90301276	0
chr2	90301276	91704724	0
chr2	91704724	92193296	0
chr2	92193296	93300000	0
chr2	93300000	95358799	0
chr2	95358799	102720788	0
chr2	102720788	102747220	0
chr2	102747220	120285763	0
chr2	120285763	128165932	0
chr2	128165932	141068258	0
chr2	141068258	141683215	0
chr2	141683215	142791681	0
chr2	142791681	154299163	0
chr2	154299163	154329445	0
chr2	154329445	156853319	0
chr2	156853319	160049682	0
chr2	160049682	160090996	0
chr2	160090996	170194821	0
chr2	170194821	177863273	0
chr2	177863273	184571318	0
chr2	184571318	185565403	0
chr2	185565403	189965565	1
chr2	189965565	189997204	0
chr2	189997204	208695766	1
chr2	208695766	208751483	0
chr2	208751483	213425769	1
chr2	213425769	228630043	0
chr2	228630043	228845817	1
chr2	228845817	236709549	0
chr2	236709549	237031522	0
chr2	237031522	237804129	0
chr2	237804129	237805859	0
chr2	237805859	241558882	0
chr2	241558882	243199373	0
chr3	0	3113387	0
chr3	3113387	3117336	0
chr3	3117336	8781083	0
chr3	8781083	8883123	0
chr3	8883123	9197057	0
chr3	9197057	12631810	0
chr3	12631810	12698937	0
chr3	12698937	26611808	0
chr3	26611808	26615959	0
chr3	26615959	29029578	0
chr3	29029578	46500768	0
chr3	46500768	50242903	0
chr3	50242903	50319861	0
chr3	50319861	51899769	0
chr3	51899769	55696846	0
chr3	55696846	64996466	0
chr3	64996466	65106279	0
chr3	65106279	78148149	0
chr3	78148149	85029836	0
chr3	85029836	85103108	0
chr3	85103108	88253442	0
chr3	88253442	88404391	0
chr3	88404391	91000000	0
chr3	91000000	93543006	0
chr3	93543006	93813341	0
chr3	93813341	102228482	0
chr3	102228482	102290736	0
chr3	102290736	115213005	0
chr3	115213005	116222541	0
chr3	116222541	116338213	0
chr3	116338213	116627732	0
chr3	116627732	116931752	0
chr3	116931752	120972573	0
chr3	120972573	126816582	0
chr3	126816582	129806580	0
chr3	129806580	147235721	1
chr3	147235721	147277670	0
chr3	147277670	155170336	1
chr3	155170336	156953173	14
chr3	156953173	157482987	31
chr3	157482987	157533771	3
chr3	157533771	160255737	31
chr3	160255737	162447445	43
chr3	162447445	162526744	42
chr3	162526744	162625988	14
chr3	162625988	166530779	42
chr3	166530779	168092063	47
chr3	168092063	168877993	80
chr3	168877993	170732950	92
chr3	170732950	171140664	80
chr3	171140664	174058998	92
chr3	174058998	174176503	78
chr3	174176503	174291873	92
chr3	174291873	174553404	68
chr3	174553404	179888132	92
chr3	179888132	180613594	75
chr3	180613594	180726602	58
chr3	180726602	186656279	75
chr3	186656279	189193628	58
chr3	189193628	192876534	35
chr3	192876534	192884669	68
chr3	192884669	193129559	35
chr3	193129559	193134028	35
chr3	193134028	198022430	35
chr4	0	51473	0
chr4	51473	5124769	0
chr4	5124769	5144685	0
chr4	5144685	7932349	0
chr4	7932349	8561391	0
chr4	8561391	19341098	0
chr4	19341098	20578946	0
chr4	20578946	21670477	0
chr4	21670477	23311177	0
chr4	23311177	23365756	0
chr4	23365756	32426813	0
chr4	32426813	32709311	0
chr4	32709311	34829893	0
