Chromosome Region	Start	End	gain
chr1	0	1161251	21
chr1	1161251	3403195	21
chr1	3403195	8275043	21
chr1	8275043	11073414	21
chr1	11073414	13936619	0
chr1	13936619	21628134	0
chr1	21628134	31266515	0
chr1	31266515	32866884	0
chr1	32866884	40096785	0
chr1	40096785	41681263	8
chr1	41681263	46408640	2
chr1	46408640	90119096	0
chr1	90119096	109392445	0
chr1	109392445	119866850	0
chr1	119866850	125000000	3
chr1	125000000	152311634	4
chr1	152311634	191768815	4
chr1	191768815	191794378	0
chr1	191794378	201966584	4
chr1	201966584	209009769	16
chr1	209009769	249250621	12
chr2	0	34095811	0
chr2	34095811	38004345	6
chr2	38004345	46980721	10
chr2	46980721	61253438	5
chr2	61253438	93300000	2
chr2	93300000	102296423	0
chr2	102296423	102720788	0
chr2	102720788	149130078	0
chr2	149130078	160090996	0
chr2	160090996	189965565	17
chr2	189965565	213425769	9
chr2	213425769	243199373	0
chr3	0	26615959	17
chr3	26615959	44168001	19
chr3	44168001	46500768	17
chr3	46500768	55696846	0
chr3	55696846	65865536	0
chr3	65865536	77238580	0
chr3	77238580	91000000	0
chr3	91000000	113918656	0
chr3	113918656	116931752	0
chr3	116931752	118531791	1
chr3	118531791	156953173	8
chr3	156953173	179888132	89
chr3	179888132	186656279	42
chr3	186656279	198022430	0
chr4	0	847553	0
chr4	847553	8561391	0
chr4	8561391	19875188	0
chr4	19875188	49091580	0
chr4	49091580	50400000	0
chr4	50400000	73427062	18
chr4	73427062	73471586	0
chr4	73471586	81869225	5
chr4	81869225	84518663	0
chr4	84518663	88122950	0
chr4	88122950	130224143	0
chr4	130224143	151876379	0
chr4	151876379	179594661	0
chr4	179594661	191154276	0
chr5	0	2804699	0
chr5	2804699	41385493	37
chr5	41385493	48400000	6
chr5	48400000	98069849	0
chr5	98069849	116488507	0
chr5	116488507	122616582	0
chr5	122616582	132802810	0
chr5	132802810	132966105	0
chr5	132966105	156319195	0
chr5	156319195	165715253	0
chr5	165715253	172085716	0
chr5	172085716	180915260	0
chr6	0	386658	38
chr6	386658	20737965	41
chr6	20737965	24607737	18
chr6	24607737	27886214	15
chr6	27886214	61000000	19
chr6	61000000	62112627	24
chr6	62112627	63138783	0
chr6	63138783	67819064	0
chr6	67819064	87905659	0
chr6	87905659	98363616	0
chr6	98363616	113489051	0
chr6	113489051	126423640	0
chr6	126423640	154426581	0
chr6	154426581	157427121	0
chr6	157427121	171115067	0
chr7	0	2761666	37
chr7	2761666	26207428	0
chr7	26207428	59900000	0
chr7	59900000	89982644	0
chr7	89982644	94564205	0
chr7	94564205	97193889	0
chr7	97193889	109435445	0
chr7	109435445	127146570	0
chr7	127146570	159138663	0
chr8	0	45600000	0
chr8	45600000	49983548	7
chr8	49983548	54548515	8
chr8	54548515	55666766	39
chr8	55666766	90948927	39
chr8	90948927	98397309	85
chr8	98397309	146364022	90
chr9	0	49000000	0
chr9	49000000	80451712	1
chr9	80451712	135586577	0
chr9	135586577	135775163	38
chr9	135775163	141213431	46
chr10	0	40200000	45
chr10	40200000	72714084	0
chr10	72714084	77382139	0
chr10	77382139	84868602	0
chr10	84868602	110851663	0
chr10	110851663	119939112	0
chr10	119939112	135534747	20
chr11	0	4980649	0
chr11	4980649	18939625	0
chr11	18939625	53700000	0
chr11	53700000	55010310	0
chr11	55010310	63068898	0
chr11	63068898	65097138	1
chr11	65097138	77383137	6
chr11	77383137	135006516	1
chr12	0	17704810	4
chr12	17704810	35800000	6
chr12	35800000	37857751	0
chr12	37857751	59638998	4
chr12	59638998	60012184	0
chr12	60012184	64513047	0
chr12	64513047	78993411	0
chr12	78993411	133851895	0
chr13	0	17900000	0
chr13	17900000	30516145	0
chr13	30516145	52019734	0
chr13	52019734	54603180	0
chr13	54603180	115169878	0
chr14	0	17600000	0
chr14	17600000	20424155	15
chr14	20424155	22959512	25
chr14	22959512	51261541	21
chr14	51261541	56470544	18
chr14	56470544	56906183	0
chr14	56906183	63955760	0
chr14	63955760	67483075	0
chr14	67483075	71542061	0
chr14	71542061	78239290	0
chr14	78239290	85965099	0
chr14	85965099	101212406	0
chr14	101212406	106817250	18
chr14	106817250	107349540	69
chr15	0	19000000	0
chr15	19000000	60132824	0
chr15	60132824	64869246	0
chr15	64869246	72642168	1
chr15	72642168	73486244	49
chr15	73486244	76892015	49
chr15	76892015	76902218	51
chr15	76902218	102531392	12
chr16	0	36600000	0
chr16	36600000	58533268	0
chr16	58533268	59404776	0
chr16	59404776	90354753	0
chr17	0	24000000	0
chr17	24000000	25313829	0
chr17	25313829	42933814	0
chr17	42933814	43586253	0
chr17	43586253	44379313	0
chr17	44379313	44784665	0
chr17	44784665	45672581	0
chr17	45672581	54159979	0
chr17	54159979	54173035	0
chr17	54173035	63279899	0
chr17	63279899	68437726	0
chr17	68437726	75371088	0
chr17	75371088	76903286	0
chr17	76903286	77296988	0
chr17	77296988	77348494	47
chr17	77348494	81195210	72
chr18	0	17200000	0
chr18	17200000	36264809	1
chr18	36264809	46568602	0
chr18	46568602	78077248	0
chr19	0	552298	0
chr19	552298	8256816	0
chr19	8256816	8938996	0
chr19	8938996	10836440	0
chr19	10836440	10990609	8
chr19	10990609	11401451	38
chr19	11401451	17998593	38
chr19	17998593	19384290	37
chr19	19384290	19462010	37
chr19	19462010	22089284	25
chr19	22089284	24307950	0
chr19	24307950	24461119	1
chr19	24461119	26500000	3
chr19	26500000	34720350	1
chr19	34720350	44804836	0
chr19	44804836	51451561	0
chr19	51451561	59128983	0
chr20	0	27500000	20
chr20	27500000	36190776	15
chr20	36190776	49090540	12
chr20	49090540	49127332	54
chr20	49127332	49151530	54
chr20	49151530	49162213	3
chr20	49162213	49981229	3
chr20	49981229	60473581	7
chr20	60473581	61350429	68
chr20	61350429	62551844	67
chr20	62551844	63025520	10
chr21	0	13200000	0
chr21	13200000	16464021	0
chr21	16464021	25837800	0
chr21	25837800	44730323	0
chr21	44730323	47509664	0
chr21	47509664	48129895	0
chr22	0	14700000	0
chr22	14700000	51304566	0
chrX	0	1841825	0
chrX	1841825	37979508	0
chrX	37979508	58325542	0
chrX	58325542	60600000	0
chrX	60600000	155270560	0
chrY	0	12500000	0
chrY	12500000	59373566	0
