Chromosome Region	Start	End	gain
chr1	0	767025	0
chr1	767025	5635070	0
chr1	5635070	5690339	1
chr1	5690339	6853355	0
chr1	6853355	8028342	22
chr1	8028342	8175510	31
chr1	8175510	8275043	22
chr1	8275043	11009611	41
chr1	11009611	12860827	10
chr1	12860827	13733465	0
chr1	13733465	14454375	10
chr1	14454375	14500584	0
chr1	14500584	15028144	10
chr1	15028144	15114070	41
chr1	15114070	15344250	10
chr1	15344250	21466802	0
chr1	21466802	21515869	0
chr1	21515869	21740246	9
chr1	21740246	24093317	0
chr1	24093317	25507254	0
chr1	25507254	26255412	3
chr1	26255412	26576396	8
chr1	26576396	27481096	0
chr1	27481096	27535130	8
chr1	27535130	28045436	20
chr1	28045436	28596133	14
chr1	28596133	30309810	0
chr1	30309810	30629412	8
chr1	30629412	30980817	12
chr1	30980817	32515944	18
chr1	32515944	37098711	19
chr1	37098711	37955370	20
chr1	37955370	38180037	50
chr1	38180037	39224753	20
chr1	39224753	42175095	50
chr1	42175095	42674616	42
chr1	42674616	45061581	12
chr1	45061581	46408640	42
chr1	46408640	46570864	33
chr1	46570864	46933513	44
chr1	46933513	47223002	54
chr1	47223002	48160843	42
chr1	48160843	48720845	11
chr1	48720845	48940713	0
chr1	48940713	49395421	11
chr1	49395421	51000609	0
chr1	51000609	51751304	0
chr1	51751304	62851904	0
chr1	62851904	63016018	28
chr1	63016018	65299195	0
chr1	65299195	65369223	28
chr1	65369223	65933145	0
chr1	65933145	67855248	0
chr1	67855248	71537191	0
chr1	71537191	71786677	0
chr1	71786677	72208817	0
chr1	72208817	74494321	1
chr1	74494321	80214141	10
chr1	80214141	86071417	9
chr1	86071417	86409792	20
chr1	86409792	87211485	9
chr1	87211485	88020633	39
chr1	88020633	89510891	9
chr1	89510891	89899366	20
chr1	89899366	91954925	9
chr1	91954925	92380027	39
chr1	92380027	92598321	9
chr1	92598321	95494745	39
chr1	95494745	97206239	9
chr1	97206239	98713037	0
chr1	98713037	98750900	30
chr1	98750900	99026001	0
chr1	99026001	113290397	9
chr1	113290397	113424761	39
chr1	113424761	113499743	30
chr1	113499743	113868367	39
chr1	113868367	114746862	9
chr1	114746862	114801514	39
chr1	114801514	116526920	9
chr1	116526920	118186483	17
chr1	118186483	120522174	48
chr1	120522174	121291080	53
chr1	121291080	125000000	0
chr1	125000000	143458436	6
chr1	143458436	149732608	15
chr1	149732608	152218704	46
chr1	152218704	152768310	46
chr1	152768310	152856193	46
chr1	152856193	152979258	77
chr1	152979258	158207057	46
chr1	158207057	158313222	77
chr1	158313222	163809199	46
chr1	163809199	166568705	77
chr1	166568705	167795127	46
chr1	167795127	167918828	58
chr1	167918828	171491621	46
chr1	171491621	172153245	77
chr1	172153245	172209427	88
chr1	172209427	173597243	77
chr1	173597243	174506579	46
chr1	174506579	174796481	16
chr1	174796481	174801896	0
chr1	174801896	174987046	16
chr1	174987046	176051538	46
chr1	176051538	176161380	77
chr1	176161380	177744013	46
chr1	177744013	177933068	77
chr1	177933068	182935212	46
chr1	182935212	183271207	77
chr1	183271207	183303180	88
chr1	183303180	187520715	77
chr1	187520715	189508302	46
chr1	189508302	189710074	77
chr1	189710074	189791190	67
chr1	189791190	192384886	77
chr1	192384886	192835286	46
chr1	192835286	200789160	45
chr1	200789160	207327196	76
chr1	207327196	209745006	45
chr1	209745006	209839590	76
chr1	209839590	218587072	45
chr1	218587072	218686904	76
chr1	218686904	223481124	45
chr1	223481124	224411289	57
chr1	224411289	227936992	45
chr1	227936992	230516522	76
chr1	230516522	232594411	45
chr1	232594411	232677503	76
chr1	232677503	249250621	45
chr2	0	5472825	1
chr2	5472825	9501421	0
chr2	9501421	10371359	1
chr2	10371359	19089623	0
