Chromosome Region	Start	End	loss
chr1	0	564549	2
chr1	564549	925061	0
chr1	925061	1841771	0
chr1	1841771	9972864	0
chr1	9972864	10365274	0
chr1	10365274	10596615	0
chr1	10596615	10637382	0
chr1	10637382	16588894	0
chr1	16588894	16697192	0
chr1	16697192	16848768	0
chr1	16848768	17016876	14
chr1	17016876	17691321	0
chr1	17691321	17842092	0
chr1	17842092	24830667	0
chr1	24830667	25072311	0
chr1	25072311	25555941	0
chr1	25555941	26547908	0
chr1	26547908	27373888	0
chr1	27373888	28303790	0
chr1	28303790	28771659	0
chr1	28771659	28922557	0
chr1	28922557	30783695	0
chr1	30783695	31262421	0
chr1	31262421	33065079	0
chr1	33065079	33151411	0
chr1	33151411	34307928	0
chr1	34307928	34656031	0
chr1	34656031	35380577	0
chr1	35380577	36183644	0
chr1	36183644	36218868	0
chr1	36218868	36495495	0
chr1	36495495	37098711	0
chr1	37098711	40196176	0
chr1	40196176	40231249	0
chr1	40231249	44687475	0
chr1	44687475	44820347	0
chr1	44820347	46204891	0
chr1	46204891	48988196	0
chr1	48988196	49308196	0
chr1	49308196	50984485	0
chr1	50984485	51089331	0
chr1	51089331	53845712	0
chr1	53845712	54172806	0
chr1	54172806	54934291	0
chr1	54934291	55616442	0
chr1	55616442	56159896	0
chr1	56159896	59455398	0
chr1	59455398	60078893	0
chr1	60078893	60931543	0
chr1	60931543	61011195	0
chr1	61011195	65315050	0
chr1	65315050	65358736	0
chr1	65358736	66078736	0
chr1	66078736	72208306	0
chr1	72208306	72266376	0
chr1	72266376	72743627	0
chr1	72743627	72748221	0
chr1	72748221	72763023	0
chr1	72763023	72765894	0
chr1	72765894	72811532	0
chr1	72811532	72816882	0
chr1	72816882	73129516	0
chr1	73129516	73497010	0
chr1	73497010	73536895	0
chr1	73536895	74536605	0
chr1	74536605	74540304	0
chr1	74540304	78728620	0
chr1	78728620	80696453	0
chr1	80696453	83828881	0
chr1	83828881	83961652	0
chr1	83961652	93275319	0
chr1	93275319	94463537	0
chr1	94463537	96776679	0
chr1	96776679	97521165	0
chr1	97521165	111377569	0
chr1	111377569	111386078	0
chr1	111386078	113501522	0
chr1	113501522	113678932	0
chr1	113678932	114930771	0
chr1	114930771	114959714	0
chr1	114959714	118013274	0
chr1	118013274	121226982	0
chr1	121226982	121291080	0
chr1	121291080	125000000	1
chr1	125000000	143458436	0
chr1	143458436	144527676	0
chr1	144527676	145386254	0
chr1	145386254	148648869	0
chr1	148648869	149024805	0
chr1	149024805	149255799	0
chr1	149255799	149258054	0
chr1	149258054	149425912	0
chr1	149425912	149834798	0
chr1	149834798	150349994	0
chr1	150349994	150433467	0
chr1	150433467	150658268	0
chr1	150658268	151116138	0
chr1	151116138	153191794	0
chr1	153191794	153250731	0
chr1	153250731	155567329	0
chr1	155567329	155665165	0
chr1	155665165	159762099	0
chr1	159762099	160624219	0
chr1	160624219	160914407	0
chr1	160914407	162881278	0
chr1	162881278	162933215	0
chr1	162933215	166594339	0
chr1	166594339	169585047	0
chr1	169585047	174801847	0
chr1	174801847	175879957	0
chr1	175879957	176435216	0
chr1	176435216	176761738	0
chr1	176761738	179800493	0
chr1	179800493	180600620	0
chr1	180600620	188994230	0
chr1	188994230	189640079	0
chr1	189640079	189682387	0
chr1	189682387	196705860	0
chr1	196705860	196711121	0
chr1	196711121	196816261	0
chr1	196816261	196820023	0
chr1	196820023	198316448	0
chr1	198316448	199109526	0
chr1	199109526	201878177	0
chr1	201878177	201881074	0
chr1	201881074	203761823	0
chr1	203761823	203918036	0
chr1	203918036	206508400	0
chr1	206508400	208328230	0
chr1	208328230	211939113	0
chr1	211939113	214871037	0
chr1	214871037	216453044	0
chr1	216453044	219226117	0
chr1	219226117	222145870	0
chr1	222145870	222224159	0
chr1	222224159	224256093	0
chr1	224256093	224588601	0
chr1	224588601	233453624	0
chr1	233453624	236454946	0
chr1	236454946	236536247	0
chr1	236536247	236787139	0
chr1	236787139	239181089	0
chr1	239181089	242863789	0
chr1	242863789	243055549	0
chr1	243055549	247787459	0
chr1	247787459	247864435	0
chr1	247864435	248711769	0
chr1	248711769	249250621	0
chr2	0	224331	0
chr2	224331	303298	0
chr2	303298	506594	0
chr2	506594	2349206	0
chr2	2349206	2469416	0
chr2	2469416	4216436	0
chr2	4216436	4237269	0
chr2	4237269	4249089	0
chr2	4249089	5413143	0
chr2	5413143	5455519	0
chr2	5455519	5494267	0
chr2	5494267	6165413	0
chr2	6165413	6641579	0
chr2	6641579	6854630	0
chr2	6854630	7648834	0
chr2	7648834	9302752	0
chr2	9302752	12387300	0
chr2	12387300	12453397	0
chr2	12453397	15105835	0
chr2	15105835	15182167	0
chr2	15182167	15605365	0
chr2	15605365	15696983	0
chr2	15696983	24888674	0
chr2	24888674	26580761	0
chr2	26580761	32163804	0
chr2	32163804	32584312	0
chr2	32584312	34695192	0
chr2	34695192	42633249	0
chr2	42633249	42828325	0
chr2	42828325	47538695	0
chr2	47538695	47697978	0
chr2	47697978	47889331	0
chr2	47889331	48110791	0
chr2	48110791	56734434	0
chr2	56734434	57847376	0
chr2	57847376	57969395	0
chr2	57969395	58485942	0
chr2	58485942	59610434	0
chr2	59610434	59622452	0
chr2	59622452	59701249	0
chr2	59701249	61666549	0
chr2	61666549	62042449	0
chr2	62042449	65351817	0
chr2	65351817	65465459	0
chr2	65465459	70266797	0
chr2	70266797	70340248	0
chr2	70340248	70492634	0
chr2	70492634	79517520	0
chr2	79517520	79649886	0
chr2	79649886	87413976	0
chr2	87413976	87487085	0
chr2	87487085	87548799	0
chr2	87548799	87555780	0
chr2	87555780	90301276	0
chr2	90301276	91627978	0
chr2	91627978	91704724	0
chr2	91704724	92193296	0
chr2	92193296	92275027	0
chr2	92275027	93300000	0
chr2	93300000	95341388	0
chr2	95341388	95421697	0
chr2	95421697	97830617	0
chr2	97830617	97832353	0
chr2	97832353	98197009	0
chr2	98197009	107670391	0
chr2	107670391	107776137	0
chr2	107776137	109202757	0
chr2	109202757	109357887	0
chr2	109357887	109604227	0
chr2	109604227	110012398	0
chr2	110012398	111403986	0
chr2	111403986	111613220	0
chr2	111613220	111660454	0
chr2	111660454	111885594	0
chr2	111885594	112372597	0
chr2	112372597	112423341	0
chr2	112423341	112615695	0
chr2	112615695	112882741	0
chr2	112882741	113319062	0
chr2	113319062	113461268	0
chr2	113461268	113488995	0
chr2	113488995	113546791	0
chr2	113546791	113636636	0
chr2	113636636	113871943	0
chr2	113871943	114429392	0
chr2	114429392	114988046	0
chr2	114988046	115110972	0
chr2	115110972	115119952	0
chr2	115119952	125489450	0
chr2	125489450	125630604	0
chr2	125630604	126363866	0
chr2	126363866	126456105	0
chr2	126456105	126711310	0
chr2	126711310	126800911	0
chr2	126800911	127296707	0
chr2	127296707	127356253	0
chr2	127356253	128707938	0
chr2	128707938	128867389	0
chr2	128867389	135170694	0
chr2	135170694	135220983	0
chr2	135220983	140993579	0
chr2	140993579	141420218	0
chr2	141420218	141572401	0
chr2	141572401	141841923	0
chr2	141841923	142068980	0
chr2	142068980	146360827	0
chr2	146360827	146509742	0
chr2	146509742	153079877	0
chr2	153079877	170384577	0
chr2	170384577	170472426	0
chr2	170472426	173447765	0
chr2	173447765	174340559	0
chr2	174340559	174480535	0
chr2	174480535	174844643	0
chr2	174844643	174943429	0
chr2	174943429	179687695	0
chr2	179687695	179752448	0
chr2	179752448	180404111	0
chr2	180404111	180444995	0
chr2	180444995	182928861	0
chr2	182928861	187988040	0
chr2	187988040	188211204	0
chr2	188211204	193764921	0
chr2	193764921	193987141	0
chr2	193987141	194236536	0
chr2	194236536	194943310	0
chr2	194943310	194989723	0
chr2	194989723	195204194	0
chr2	195204194	199858614	0
chr2	199858614	203069398	0
chr2	203069398	204202731	0
chr2	204202731	206223891	0
chr2	206223891	206354024	0
chr2	206354024	212773299	0
chr2	212773299	212890361	0
chr2	212890361	215624948	0
chr2	215624948	220877466	0
chr2	220877466	220981566	0
chr2	220981566	226614621	0
chr2	226614621	226714359	0
chr2	226714359	228031813	0
chr2	228031813	233638829	0
chr2	233638829	243034596	0
chr2	243034596	243199373	0
chr3	0	6648836	0
chr3	6648836	6660012	0
chr3	6660012	7043098	0
chr3	7043098	7749280	0
chr3	7749280	8074927	0
chr3	8074927	11639931	0
chr3	11639931	11641243	0
chr3	11641243	11651839	0
chr3	11651839	19440301	0
chr3	19440301	19846712	0
chr3	19846712	20031256	9
chr3	20031256	24375479	0
chr3	24375479	24439619	0
chr3	24439619	26148988	0
chr3	26148988	26304146	9
chr3	26304146	26612137	0
chr3	26612137	26616020	0
chr3	26616020	29942407	0
chr3	29942407	32687890	0
chr3	32687890	32840816	0
chr3	32840816	47721582	0
chr3	47721582	48152949	0
chr3	48152949	48275962	0
chr3	48275962	50132434	0
chr3	50132434	52152004	0
chr3	52152004	53031743	0
chr3	53031743	53039373	0
chr3	53039373	55844565	0
chr3	55844565	55846086	0
chr3	55846086	59151579	0
chr3	59151579	59168409	0
chr3	59168409	59756527	0
chr3	59756527	60707095	0
chr3	60707095	60836843	0
chr3	60836843	67948653	0
chr3	67948653	68095035	0
chr3	68095035	82087698	0
chr3	82087698	82187829	0
chr3	82187829	87423184	0
chr3	87423184	87499484	0
chr3	87499484	90137970	0
chr3	90137970	90183517	0
chr3	90183517	91000000	0
chr3	91000000	93543006	0
chr3	93543006	93548479	0
chr3	93548479	93588564	0
chr3	93588564	93605126	0
chr3	93605126	93648113	0
chr3	93648113	93705493	0
chr3	93705493	93769215	0
chr3	93769215	93782221	0
chr3	93782221	94263812	0
chr3	94263812	94938387	0
chr3	94938387	94949963	0
chr3	94949963	96457773	0
chr3	96457773	97072734	0
chr3	97072734	97090387	0
chr3	97090387	98407309	0
chr3	98407309	103027919	0
chr3	103027919	103140124	0
chr3	103140124	104760858	0
chr3	104760858	105138598	0
chr3	105138598	105189409	0
chr3	105189409	105419369	0
chr3	105419369	106361352	0
chr3	106361352	108944655	0
chr3	108944655	109199781	0
chr3	109199781	110243910	0
chr3	110243910	115942004	0
chr3	115942004	115963450	0
chr3	115963450	116070536	0
chr3	116070536	116535034	2
chr3	116535034	116585751	2
chr3	116585751	116699228	10
chr3	116699228	116747964	24
chr3	116747964	116762166	8
chr3	116762166	116775294	0
chr3	116775294	116840199	0
chr3	116840199	117058985	0
chr3	117058985	117157017	0
chr3	117157017	117565534	0
chr3	117565534	117652723	0
chr3	117652723	125539899	0
chr3	125539899	125650044	0
chr3	125650044	128092633	0
chr3	128092633	128129212	0
chr3	128129212	128311925	0
chr3	128311925	128429016	0
chr3	128429016	129786330	0
chr3	129786330	129791130	0
chr3	129791130	129911642	0
chr3	129911642	129933269	0
chr3	129933269	130134861	0
chr3	130134861	130157427	0
chr3	130157427	131939867	0
chr3	131939867	132086836	0
