Chromosome Region	Start	End	loss
chr1	0	469361	0
chr1	469361	778574	0
chr1	778574	836916	0
chr1	836916	2539595	0
chr1	2539595	7949846	0
chr1	7949846	9118725	0
chr1	9118725	12040015	0
chr1	12040015	26460434	0
chr1	26460434	27644054	0
chr1	27644054	28303790	0
chr1	28303790	28922557	0
chr1	28922557	29495704	0
chr1	29495704	33390994	0
chr1	33390994	33452499	0
chr1	33452499	34931952	0
chr1	34931952	35091097	0
chr1	35091097	38277894	0
chr1	38277894	43788396	0
chr1	43788396	44818082	0
chr1	44818082	45855175	0
chr1	45855175	48501058	0
chr1	48501058	51432963	0
chr1	51432963	51595735	0
chr1	51595735	60078893	0
chr1	60078893	72768926	0
chr1	72768926	73536895	0
chr1	73536895	73784973	0
chr1	73784973	75738650	0
chr1	75738650	75850493	0
chr1	75850493	95388034	0
chr1	95388034	95505579	0
chr1	95505579	109631396	0
chr1	109631396	109927788	0
chr1	109927788	121185034	0
chr1	121185034	121291080	0
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	149834798	0
chr1	149834798	151993276	0
chr1	151993276	152549861	0
chr1	152549861	152555345	0
chr1	152555345	152590614	0
chr1	152590614	153545516	0
chr1	153545516	155333627	0
chr1	155333627	155585469	0
chr1	155585469	155682741	0
chr1	155682741	155922206	0
chr1	155922206	160914407	0
chr1	160914407	196731848	0
chr1	196731848	227536324	0
chr1	227536324	227850156	0
chr1	227850156	228037701	0
chr1	228037701	228435421	0
chr1	228435421	236440476	0
chr1	236440476	236585194	0
chr1	236585194	237734537	0
chr1	237734537	237820577	0
chr1	237820577	241952051	0
chr1	241952051	242012816	0
chr1	242012816	242837484	0
chr1	242837484	242872260	0
chr1	242872260	243842974	0
chr1	243842974	243963380	0
chr1	243963380	245944223	0
chr1	245944223	245952755	0
chr1	245952755	246779170	0
chr1	246779170	246853177	0
chr1	246853177	248365649	0
chr1	248365649	249250621	0
chr2	0	416444	0
chr2	416444	3044334	0
chr2	3044334	3210894	0
chr2	3210894	4209776	0
chr2	4209776	4223340	0
chr2	4223340	6197671	0
chr2	6197671	14360772	0
chr2	14360772	14500269	0
chr2	14500269	14746620	0
chr2	14746620	15680997	0
chr2	15680997	15732179	0
chr2	15732179	24614583	0
chr2	24614583	28575274	0
chr2	28575274	29037579	0
chr2	29037579	29421526	0
chr2	29421526	29457191	0
chr2	29457191	33099660	0
chr2	33099660	33215549	0
chr2	33215549	34652725	0
