Chromosome Region	Start	End	gain
chr1	0	469361	69
chr1	469361	2539595	86
chr1	2539595	7656581	69
chr1	7656581	8060881	55
chr1	8060881	9118725	69
chr1	9118725	12040015	86
chr1	12040015	17094047	69
chr1	17094047	19646378	66
chr1	19646378	20672828	66
chr1	20672828	22707072	66
chr1	22707072	24667178	66
chr1	24667178	27644054	66
chr1	27644054	27983462	83
chr1	27983462	29495704	79
chr1	29495704	32175163	62
chr1	32175163	33390994	67
chr1	33390994	33452499	50
chr1	33452499	35300390	67
chr1	35300390	41200272	81
chr1	41200272	42001372	81
chr1	42001372	45080613	81
chr1	45080613	45855175	81
chr1	45855175	51432963	97
chr1	51432963	51595735	81
chr1	51595735	54794374	97
chr1	54794374	60269846	93
chr1	60269846	60439855	93
chr1	60439855	60535396	93
chr1	60535396	61117521	93
chr1	61117521	61409376	93
chr1	61409376	61949249	93
chr1	61949249	62253328	93
chr1	62253328	62666111	93
chr1	62666111	62944861	93
chr1	62944861	63552801	93
chr1	63552801	63743427	93
chr1	63743427	63858911	93
chr1	63858911	64357941	93
chr1	64357941	64654624	93
chr1	64654624	64813004	93
chr1	64813004	65215360	93
chr1	65215360	65340900	93
chr1	65340900	65659212	93
chr1	65659212	66272729	93
chr1	66272729	66586994	93
chr1	66586994	66731534	93
chr1	66731534	66775665	93
chr1	66775665	67003335	93
chr1	67003335	67047906	93
chr1	67047906	67926509	93
chr1	67926509	68085652	89
chr1	68085652	68644748	89
chr1	68644748	69307931	89
chr1	69307931	69744419	89
chr1	69744419	70000332	89
chr1	70000332	70106485	89
chr1	70106485	70131700	89
chr1	70131700	75738650	89
chr1	75738650	75850493	72
chr1	75850493	85553691	89
chr1	85553691	95388034	89
chr1	95388034	95505579	72
chr1	95505579	111031650	89
chr1	111031650	111383280	97
chr1	111383280	112246931	97
chr1	112246931	112289343	97
chr1	112289343	117914536	97
chr1	117914536	118056497	97
chr1	118056497	120476169	97
chr1	120476169	120551476	97
chr1	120551476	120741258	45
chr1	120741258	121185034	45
chr1	121185034	121291080	31
chr1	121291080	125000000	15
chr1	125000000	143458436	28
chr1	143458436	145116735	58
chr1	145116735	145181807	58
chr1	145181807	151993276	58
chr1	151993276	152549861	42
chr1	152549861	152590614	72
chr1	152590614	153545516	77
chr1	153545516	155333627	94
chr1	155333627	155585469	94
chr1	155585469	155682741	94
chr1	155682741	155922206	94
chr1	155922206	158815560	94
chr1	158815560	158894856	94
chr1	158894856	174128788	94
chr1	174128788	174400051	80
chr1	174400051	176294530	94
chr1	176294530	180619295	94
chr1	180619295	183237145	59
chr1	183237145	186526866	94
chr1	186526866	203010579	94
chr1	203010579	204529763	94
chr1	204529763	227536324	94
chr1	227536324	227850156	94
chr1	227850156	228037701	94
chr1	228037701	228435421	94
chr1	228435421	236440476	94
chr1	236440476	236585194	94
chr1	236585194	237734537	94
chr1	237734537	237820577	94
chr1	237820577	241952051	94
chr1	241952051	242012816	94
chr1	242012816	242837484	94
chr1	242837484	242872260	94
chr1	242872260	243842974	94
chr1	243842974	243963380	94
chr1	243963380	245944223	94
chr1	245944223	245952755	77
chr1	245952755	246278221	94
chr1	246278221	246389275	80
chr1	246389275	246779170	94
chr1	246779170	246853177	94
chr1	246853177	248365649	94
chr1	248365649	249250621	94
chr2	0	342200	56
chr2	342200	416444	91
chr2	416444	3044334	74
chr2	3044334	3210894	91
chr2	3210894	4209776	74
chr2	4209776	4223340	91
chr2	4223340	15680997	74
chr2	15680997	15732179	91
chr2	15732179	28575274	74
chr2	28575274	29037579	91
chr2	29037579	29421526	74
chr2	29421526	29457191	91
chr2	29457191	33099660	74
chr2	33099660	33215549	58
chr2	33215549	34656404	74
chr2	34656404	34737116	91
chr2	34737116	41238339	74
chr2	41238339	41251249	58
chr2	41251249	41257596	91
