Chromosome Region	Start	End	loss
chr1	0	566105	0
chr1	566105	24093317	0
chr1	24093317	25507254	0
chr1	25507254	28596133	0
chr1	28596133	30309810	0
chr1	30309810	37955370	0
chr1	37955370	39454983	0
chr1	39454983	42674616	0
chr1	42674616	43082313	0
chr1	43082313	43112846	0
chr1	43112846	48160843	0
chr1	48160843	48720845	0
chr1	48720845	48940713	0
chr1	48940713	53344941	0
chr1	53344941	56592339	0
chr1	56592339	65933145	0
chr1	65933145	84538032	0
chr1	84538032	84827141	0
chr1	84827141	87211485	0
chr1	87211485	88020633	0
chr1	88020633	91099473	0
chr1	91099473	98750900	0
chr1	98750900	109973521	4
chr1	109973521	113290397	12
chr1	113290397	120553649	0
chr1	120553649	125000000	0
chr1	125000000	149732608	0
chr1	149732608	152856193	0
chr1	152856193	173597243	0
chr1	173597243	174152498	0
chr1	174152498	174484130	27
chr1	174484130	174987046	18
chr1	174987046	176761738	0
chr1	176761738	177744013	0
chr1	177744013	192384886	0
chr1	192384886	206508400	0
chr1	206508400	207327196	0
chr1	207327196	208446313	0
chr1	208446313	218587072	0
chr1	218587072	231912506	0
chr1	231912506	237375389	0
chr1	237375389	249250621	0
chr2	0	26060892	6
chr2	26060892	27422857	0
chr2	27422857	30859740	0
chr2	30859740	42572649	0
chr2	42572649	63031292	0
chr2	63031292	63141799	44
chr2	63141799	70587048	0
chr2	70587048	71120279	0
chr2	71120279	77921869	5
chr2	77921869	77973549	5
chr2	77973549	85701660	0
chr2	85701660	91704724	3
chr2	91704724	92275027	2
chr2	92275027	93300000	0
chr2	93300000	112415706	0
chr2	112415706	135243512	0
chr2	135243512	141795864	0
chr2	141795864	142094872	0
chr2	142094872	142692934	0
chr2	142692934	149835915	0
chr2	149835915	149881107	0
chr2	149881107	164501666	0
chr2	164501666	186190738	0
chr2	186190738	186217716	0
chr2	186217716	192163964	0
chr2	192163964	194679904	0
chr2	194679904	198132690	0
chr2	198132690	219382088	0
chr2	219382088	224586353	0
chr2	224586353	233223117	0
chr2	233223117	243199373	0
chr3	0	14930071	0
chr3	14930071	18919212	0
chr3	18919212	25110460	0
chr3	25110460	32672483	0
chr3	32672483	35058029	0
chr3	35058029	51850776	0
chr3	51850776	53788877	0
chr3	53788877	60258108	0
chr3	60258108	60690540	0
chr3	60690540	63356016	0
chr3	63356016	65625084	0
chr3	65625084	91000000	0
chr3	91000000	99902805	0
chr3	99902805	106778255	0
chr3	106778255	107352799	0
chr3	107352799	107452249	0
chr3	107452249	107969313	0
chr3	107969313	114231668	0
chr3	114231668	129911642	0
chr3	129911642	132831541	0
chr3	132831541	133007052	0
chr3	133007052	138840909	0
chr3	138840909	148519173	0
chr3	148519173	149220043	0
chr3	149220043	162508230	0
chr3	162508230	162628629	0
chr3	162628629	174759514	0
chr3	174759514	174993514	0
chr3	174993514	175172586	0
chr3	175172586	176898343	0
chr3	176898343	186557329	0
chr3	186557329	198022430	0
chr4	0	646395	65
chr4	646395	5631650	0
chr4	5631650	10402732	62
chr4	10402732	50400000	70
chr4	50400000	57640575	57
chr4	57640575	68784010	51
chr4	68784010	75845604	14
chr4	75845604	77813812	73
chr4	77813812	78005252	78
chr4	78005252	85189734	81
chr4	85189734	87633399	68
chr4	87633399	114166798	68
chr4	114166798	127261574	84
chr4	127261574	155708009	78
chr4	155708009	169368025	20
chr4	169368025	169846698	14
chr4	169846698	172372115	67
chr4	172372115	191154276	70
chr5	0	11720760	0
chr5	11720760	46152136	0
chr5	46152136	48400000	0
chr5	48400000	52322442	0
chr5	52322442	64708132	0
chr5	64708132	75256869	10
chr5	75256869	79135669	15
chr5	79135669	82722476	0
chr5	82722476	88875622	0
chr5	88875622	94091449	27
chr5	94091449	94776698	19
chr5	94776698	113532680	19
chr5	113532680	113954052	14
chr5	113954052	118513069	0
chr5	118513069	123477471	12
chr5	123477471	125663727	4
chr5	125663727	125695021	0
chr5	125695021	132092899	4
chr5	132092899	140911052	0
chr5	140911052	152043997	0
chr5	152043997	152982215	0
chr5	152982215	153019188	0
chr5	153019188	160629771	1
chr5	160629771	166560394	9
chr5	166560394	167153968	3
chr5	167153968	177745289	4
chr5	177745289	180915260	3
chr6	0	20509960	0
chr6	20509960	29837158	0
chr6	29837158	29875890	0
chr6	29875890	33997975	0
chr6	33997975	61000000	0
chr6	61000000	69307090	0
chr6	69307090	81508893	0
chr6	81508893	103765576	5
chr6	103765576	109003283	11
