Chromosome Region	Start	End	gain
chr1	0	12343749	6
chr1	12343749	16222530	0
chr1	16222530	16831348	0
chr1	16831348	16891678	0
chr1	16891678	17257562	0
chr1	17257562	21534624	0
chr1	21534624	21596504	0
chr1	21596504	23386862	0
chr1	23386862	29162232	0
chr1	29162232	31306374	0
chr1	31306374	35109386	0
chr1	35109386	35561799	0
chr1	35561799	39533209	0
chr1	39533209	41238949	1
chr1	41238949	43054751	10
chr1	43054751	44128794	16
chr1	44128794	48160843	23
chr1	48160843	49086652	22
chr1	49086652	56702776	15
chr1	56702776	66469950	4
chr1	66469950	68930409	5
chr1	68930409	72748221	3
chr1	72748221	72756128	0
chr1	72756128	72811532	0
chr1	72811532	72812172	0
chr1	72812172	79374415	3
chr1	79374415	80501758	0
chr1	80501758	88001381	0
chr1	88001381	89232159	0
chr1	89232159	95760745	0
chr1	95760745	99683944	0
chr1	99683944	103344162	0
chr1	103344162	103414375	4
chr1	103414375	103939944	0
chr1	103939944	104339812	0
chr1	104339812	106810935	0
chr1	106810935	111176491	0
chr1	111176491	115623638	1
chr1	115623638	115921191	7
chr1	115921191	117321742	7
chr1	117321742	121185034	59
chr1	121185034	121291080	66
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	145114676	82
chr1	145114676	152760794	82
chr1	152760794	152767560	79
chr1	152767560	155404539	82
chr1	155404539	161408878	80
chr1	161408878	172205961	67
chr1	172205961	177991120	64
chr1	177991120	178660272	67
chr1	178660272	186310308	69
chr1	186310308	193566871	69
chr1	193566871	196482328	68
chr1	196482328	197438379	59
chr1	197438379	202094062	59
chr1	202094062	214528793	57
chr1	214528793	220793581	6
chr1	220793581	225053109	13
chr1	225053109	225127748	16
chr1	225127748	225144394	13
chr1	225144394	239862049	10
chr1	239862049	240407323	0
chr1	240407323	249250621	50
chr2	0	2722278	69
chr2	2722278	3817344	66
chr2	3817344	24442733	71
chr2	24442733	31026712	82
chr2	31026712	33842221	32
chr2	33842221	37238063	16
chr2	37238063	50894160	16
chr2	50894160	54067275	66
chr2	54067275	61238050	16
chr2	61238050	62453489	17
chr2	62453489	70498749	14
chr2	70498749	72787595	4
chr2	72787595	73660465	0
chr2	73660465	80603712	1
chr2	80603712	80831029	4
chr2	80831029	86901401	0
chr2	86901401	90301276	0
chr2	90301276	91704724	5
chr2	91704724	92193296	0
chr2	92193296	93300000	5
chr2	93300000	95358799	1
chr2	95358799	95421697	11
chr2	95421697	102728360	3
chr2	102728360	105372855	0
chr2	105372855	106356344	0
chr2	106356344	106766302	0
chr2	106766302	108608186	0
chr2	108608186	111939433	0
chr2	111939433	115825138	0
chr2	115825138	119436512	0
chr2	119436512	121381301	0
chr2	121381301	122856015	2
chr2	122856015	129283345	0
chr2	129283345	134469601	0
chr2	134469601	136264630	0
chr2	136264630	137483114	0
chr2	137483114	139314967	0
chr2	139314967	141362026	0
chr2	141362026	141557683	0
chr2	141557683	142356287	0
chr2	142356287	144114866	0
chr2	144114866	145464216	0
chr2	145464216	156483389	0
chr2	156483389	159356556	3
chr2	159356556	161749289	14
chr2	161749289	167608465	58
chr2	167608465	170194821	66
chr2	170194821	184084797	74
chr2	184084797	184571318	74
chr2	184571318	205083217	81
chr2	205083217	207066812	80
chr2	207066812	208334204	75
chr2	208334204	208355067	25
chr2	208355067	208431266	25
chr2	208431266	213293705	74
chr2	213293705	226277725	23
chr2	226277725	236241968	26
chr2	236241968	236427807	19
chr2	236427807	243199373	18
chr3	0	9965521	2
chr3	9965521	22365188	0
chr3	22365188	22594560	44
chr3	22594560	22790520	0
chr3	22790520	23118990	0
chr3	23118990	23633366	0
chr3	23633366	35017347	0
chr3	35017347	35772249	0
chr3	35772249	39778668	0
chr3	39778668	41375383	0
chr3	41375383	41602384	0
chr3	41602384	45161165	0
chr3	45161165	48596520	0
chr3	48596520	52480605	0
chr3	52480605	53149508	0
chr3	53149508	60511167	0
chr3	60511167	61749237	0
chr3	61749237	62003940	3
chr3	62003940	63653799	2
chr3	63653799	68400577	3
chr3	68400577	70816384	4
chr3	70816384	73198696	0
chr3	73198696	74043518	0
chr3	74043518	84680263	0
chr3	84680263	89523340	0
chr3	89523340	91000000	8
chr3	91000000	93588564	5
chr3	93588564	93605126	0
chr3	93605126	96225482	13
chr3	96225482	101337611	18
chr3	101337611	102360901	18
chr3	102360901	107174740	19
chr3	107174740	108023763	17
chr3	108023763	111295227	18
chr3	111295227	114637165	22
chr3	114637165	115742640	17
chr3	115742640	115843296	17
chr3	115843296	116781019	15
chr3	116781019	117420551	15
chr3	117420551	120972573	17
chr3	120972573	121631860	11
chr3	121631860	127914722	8
chr3	127914722	129698432	0
chr3	129698432	129806580	0
chr3	129806580	133806401	0
chr3	133806401	136184472	53
chr3	136184472	141073819	53
chr3	141073819	158567307	57
chr3	158567307	160255737	57
chr3	160255737	162508230	67
chr3	162508230	162510463	0
chr3	162510463	162626284	0
chr3	162626284	162626588	0
chr3	162626588	162627609	54
chr3	162627609	166530779	66
chr3	166530779	168877993	73
chr3	168877993	171140664	81
chr3	171140664	174291873	83
chr3	174291873	174553404	66
chr3	174553404	178368169	82
chr3	178368169	179214465	82
chr3	179214465	188170683	78
chr3	188170683	189193628	73
chr3	189193628	192644668	65
chr3	192644668	197834547	72
chr3	197834547	198022430	69
chr4	0	67770	0
chr4	67770	71493	0
chr4	71493	545382	0
chr4	545382	780017	2
chr4	780017	8657420	6
chr4	8657420	10212275	1
chr4	10212275	10235711	0
chr4	10235711	16203659	16
chr4	16203659	23767431	8
chr4	23767431	27886433	0
chr4	27886433	29821730	0
chr4	29821730	33062502	0
chr4	33062502	35913824	0
chr4	35913824	44628697	0
chr4	44628697	44688123	0
chr4	44688123	50400000	0
chr4	50400000	52706713	0
chr4	52706713	57743483	0
chr4	57743483	59565928	0
chr4	59565928	59613573	0
chr4	59613573	59632947	0
chr4	59632947	59894061	3
chr4	59894061	69375058	3
chr4	69375058	69497225	0
chr4	69497225	69865625	0
chr4	69865625	69932648	0
chr4	69932648	70386676	0
chr4	70386676	78030783	0
chr4	78030783	83525934	0
chr4	83525934	88520304	0
chr4	88520304	92562965	0
chr4	92562965	95520883	0
chr4	95520883	119356515	0
chr4	119356515	125369969	0
chr4	125369969	125776858	0
chr4	125776858	129422075	0
chr4	129422075	137944712	0
chr4	137944712	138042294	0
chr4	138042294	153930925	0
chr4	153930925	161877009	0
chr4	161877009	165609158	0
chr4	165609158	171521347	0
chr4	171521347	174654978	0
chr4	174654978	176167638	0
chr4	176167638	190239506	0
chr4	190239506	191154276	0
chr5	0	3940424	74
chr5	3940424	4957576	69
chr5	4957576	9998043	69
chr5	9998043	12544309	72
chr5	12544309	16293368	73
chr5	16293368	17698384	72
chr5	17698384	41985145	73
chr5	41985145	44406155	23
chr5	44406155	48400000	5
chr5	48400000	49520000	0
chr5	49520000	52099981	0
chr5	52099981	55754592	0
chr5	55754592	57335951	0
chr5	57335951	58448712	0
chr5	58448712	58527932	0
chr5	58527932	58975212	0
chr5	58975212	61989140	0
chr5	61989140	65302196	0
chr5	65302196	66304055	0
chr5	66304055	67821195	0
chr5	67821195	72595012	0
chr5	72595012	96719795	0
chr5	96719795	104979823	0
chr5	104979823	117876853	0
chr5	117876853	125347758	0
chr5	125347758	140148311	0
chr5	140148311	141066724	0
chr5	141066724	166133447	1
chr5	166133447	169199316	1
chr5	169199316	177606245	6
chr5	177606245	178852760	5
chr5	178852760	180915260	6
chr6	0	10578381	7
chr6	10578381	15235752	16
chr6	15235752	18073218	66
chr6	18073218	18170575	18
chr6	18170575	18258192	12
chr6	18258192	27550923	62
chr6	27550923	27906247	60
chr6	27906247	41009892	24
chr6	41009892	42690296	7
chr6	42690296	44299674	14
chr6	44299674	52405836	8
chr6	52405836	58692101	14
chr6	58692101	61000000	0
chr6	61000000	62004761	6
chr6	62004761	62113416	12
chr6	62113416	62234536	9
chr6	62234536	63188909	5
chr6	63188909	68199872	0
chr6	68199872	68886706	5
chr6	68886706	69346237	2
chr6	69346237	69473535	0
chr6	69473535	70138013	0
chr6	70138013	72054880	0
chr6	72054880	79002915	6
chr6	79002915	79041746	0
chr6	79041746	84882965	4
chr6	84882965	89999002	0
chr6	89999002	98160615	0
chr6	98160615	103793582	0
chr6	103793582	108841869	0
chr6	108841869	110912906	0
chr6	110912906	111044325	0
chr6	111044325	113483877	0
chr6	113483877	117394688	0
chr6	117394688	133375663	0
chr6	133375663	136299351	0
chr6	136299351	139141460	0
chr6	139141460	145163041	0
chr6	145163041	154479740	0
chr6	154479740	160480801	0
chr6	160480801	169283829	0
chr6	169283829	171115067	0
chr7	0	8437918	0
chr7	8437918	8522571	13
chr7	8522571	15202885	5
chr7	15202885	16727515	5
chr7	16727515	16968483	6
chr7	16968483	22417103	8
chr7	22417103	29182036	8
chr7	29182036	36986941	10
chr7	36986941	37906533	7
chr7	37906533	52768261	5
chr7	52768261	59900000	9
chr7	59900000	61987209	10
chr7	61987209	62647143	61
chr7	62647143	63413253	57
chr7	63413253	63952394	54
chr7	63952394	78771349	4
chr7	78771349	82114292	4
chr7	82114292	83945940	8
chr7	83945940	84999319	12
chr7	84999319	87934136	14
chr7	87934136	89457786	13
chr7	89457786	94555193	4
chr7	94555193	96074398	54
chr7	96074398	96352607	53
chr7	96352607	102740877	5
chr7	102740877	103217057	9
chr7	103217057	103514458	6
chr7	103514458	106011437	9
chr7	106011437	110402498	13
chr7	110402498	117765103	7
chr7	117765103	123020540	10
chr7	123020540	126505139	10
chr7	126505139	131357972	10
chr7	131357972	133432384	60
chr7	133432384	133528213	64
chr7	133528213	133691757	13
chr7	133691757	133858695	9
chr7	133858695	135353260	28
chr7	135353260	138565996	36
chr7	138565996	140474027	18
chr7	140474027	142412841	18
chr7	142412841	145604431	18
chr7	145604431	145632253	18
chr7	145632253	153098259	18
chr7	153098259	153320052	18
chr7	153320052	159138663	69
chr8	0	1235062	0
chr8	1235062	2977075	0
chr8	2977075	3160882	0
chr8	3160882	3402941	0
chr8	3402941	4682347	0
chr8	4682347	14618354	0
chr8	14618354	14782083	0
chr8	14782083	28376694	0
chr8	28376694	33623988	0
chr8	33623988	36024593	0
chr8	36024593	39230254	0
chr8	39230254	39397854	0
chr8	39397854	40238943	0
chr8	40238943	40732387	4
chr8	40732387	43736901	14
chr8	43736901	43778914	2
chr8	43778914	45600000	0
chr8	45600000	47201598	10
chr8	47201598	50033963	20
chr8	50033963	51013854	16
chr8	51013854	56335463	23
chr8	56335463	58977088	27
chr8	58977088	59319637	27
chr8	59319637	71268577	36
chr8	71268577	72792203	33
chr8	72792203	73662562	81
chr8	73662562	76812474	81
chr8	76812474	78165447	72
chr8	78165447	79807005	64
chr8	79807005	85759825	20
chr8	85759825	89951736	18
chr8	89951736	92797192	16
chr8	92797192	97655759	0
chr8	97655759	101068604	62
chr8	101068604	101632380	67
chr8	101632380	102327869	65
chr8	102327869	104958106	58
chr8	104958106	107154120	60
chr8	107154120	108807916	60
chr8	108807916	110887307	69
chr8	110887307	122621988	72
chr8	122621988	124158632	73
chr8	124158632	126758982	74
chr8	126758982	142274739	82
chr8	142274739	146364022	77
chr9	0	2892818	0
chr9	2892818	3078797	0
chr9	3078797	3124026	0
chr9	3124026	3328087	0
chr9	3328087	3593989	0
chr9	3593989	3653319	0
chr9	3653319	3763926	0
chr9	3763926	3972198	0
chr9	3972198	5001404	0
chr9	5001404	6334512	0
chr9	6334512	9292763	0
chr9	9292763	10401032	0
chr9	10401032	10574945	0
chr9	10574945	12160327	0
chr9	12160327	14559929	0
chr9	14559929	15224793	0
chr9	15224793	18312968	0
chr9	18312968	19646367	0
chr9	19646367	22168057	0
chr9	22168057	22829351	0
chr9	22829351	23690817	0
chr9	23690817	27295705	0
chr9	27295705	30078761	0
chr9	30078761	30930219	0
chr9	30930219	31536933	0
chr9	31536933	32113852	0
chr9	32113852	49000000	0
chr9	49000000	69178894	0
chr9	69178894	70932988	0
chr9	70932988	70997694	0
chr9	70997694	72081647	19
chr9	72081647	97776192	0
chr9	97776192	105532288	0
chr9	105532288	107022607	0
chr9	107022607	109412884	0
chr9	109412884	112637754	0
chr9	112637754	115499699	0
chr9	115499699	116573139	0
chr9	116573139	118675304	0
chr9	118675304	123460965	0
chr9	123460965	124532705	0
chr9	124532705	132401260	0
chr9	132401260	137235003	0
chr9	137235003	139799731	0
chr9	139799731	141213431	0
chr10	0	2840340	54
chr10	2840340	3002832	56
chr10	3002832	12017967	10
chr10	12017967	31485396	3
chr10	31485396	39000378	19
chr10	39000378	40200000	2
chr10	40200000	42433540	0
chr10	42433540	42683691	21
chr10	42683691	46955606	12
chr10	46955606	47067454	3
chr10	47067454	50361007	3
chr10	50361007	53446169	0
chr10	53446169	55404682	0
chr10	55404682	56016217	2
chr10	56016217	57727675	3
chr10	57727675	58529795	0
chr10	58529795	60075349	0
chr10	60075349	67307100	0
chr10	67307100	67322861	0
chr10	67322861	67451785	0
