Chromosome Region	Start	End	gain
chr1	0	67821	38
chr1	67821	797566	66
chr1	797566	15058100	68
chr1	15058100	21596504	57
chr1	21596504	29162232	41
chr1	29162232	31542241	57
chr1	31542241	33111678	44
chr1	33111678	38286796	57
chr1	38286796	38606427	74
chr1	38606427	38654598	60
chr1	38654598	47498281	74
chr1	47498281	48060099	90
chr1	48060099	48160843	74
chr1	48160843	49086652	72
chr1	49086652	49507874	58
chr1	49507874	55772823	58
chr1	55772823	56702776	56
chr1	56702776	66469950	23
chr1	66469950	72765894	26
chr1	72765894	72811007	12
chr1	72811007	72811532	26
chr1	72811532	85227871	26
chr1	85227871	85368692	21
chr1	85368692	89232159	26
chr1	89232159	89383778	65
chr1	89383778	95760745	36
chr1	95760745	100423351	44
chr1	100423351	100817185	44
chr1	100817185	104157327	42
chr1	104157327	104288851	7
chr1	104288851	111620285	42
chr1	111620285	112693006	37
chr1	112693006	117321742	37
chr1	117321742	118424282	53
chr1	118424282	119652879	53
chr1	119652879	121185034	48
chr1	121185034	121291080	34
chr1	121291080	125000000	18
chr1	125000000	143458436	6
chr1	143458436	145390966	37
chr1	145390966	145745906	99
chr1	145745906	147826735	99
chr1	147826735	149707053	99
chr1	149707053	152510839	99
chr1	152510839	152586409	99
chr1	152586409	152698441	99
chr1	152698441	152775324	99
chr1	152775324	153575215	99
chr1	153575215	154422939	99
chr1	154422939	155038268	99
chr1	155038268	170086918	99
chr1	170086918	174796481	90
chr1	174796481	174801863	90
chr1	174801863	190910169	90
chr1	190910169	206524701	90
chr1	206524701	214528793	89
chr1	214528793	214566672	72
chr1	214566672	214664242	58
chr1	214664242	220350714	72
chr1	220350714	223556434	74
chr1	223556434	236083323	80
chr1	236083323	240407323	78
chr1	240407323	240531402	94
chr1	240531402	249250621	90
chr2	0	179414	56
chr2	179414	3765713	73
chr2	3765713	3817344	56
chr2	3817344	4204633	73
chr2	4204633	24548536	73
chr2	24548536	29099012	99
chr2	29099012	31026712	99
chr2	31026712	35972005	82
chr2	35972005	36953407	82
chr2	36953407	37495693	82
chr2	37495693	50894160	82
chr2	50894160	52747747	99
chr2	52747747	52753012	99
chr2	52753012	52789044	85
chr2	52789044	54067275	99
chr2	54067275	57341133	82
chr2	57341133	68530644	82
chr2	68530644	70498749	82
chr2	70498749	82215728	75
chr2	82215728	90301276	35
chr2	90301276	91704724	21
chr2	91704724	92193296	35
chr2	92193296	93300000	21
chr2	93300000	95358799	0
chr2	95358799	95439958	14
chr2	95439958	106356344	40
chr2	106356344	106886312	32
chr2	106886312	108608186	32
chr2	108608186	109267556	43
chr2	109267556	109314318	29
chr2	109314318	113380187	43
chr2	113380187	113382558	29
chr2	113382558	117820835	43
chr2	117820835	119342525	34
chr2	119342525	119398482	26
chr2	119398482	119436512	32
chr2	119436512	122856015	67
chr2	122856015	127019032	32
chr2	127019032	127500651	28
chr2	127500651	141969732	30
chr2	141969732	142071552	16
chr2	142071552	146879621	30
chr2	146879621	155599629	37
chr2	155599629	159058097	75
chr2	159058097	160875381	75
chr2	160875381	161228931	91
chr2	161228931	161749289	75
chr2	161749289	177364502	91
chr2	177364502	178387138	91
chr2	178387138	178455531	91
chr2	178455531	180790636	96
chr2	180790636	189076251	96
chr2	189076251	196179851	96
chr2	196179851	208122806	88
chr2	208122806	208334204	74
chr2	208334204	208399181	58
chr2	208399181	208431266	72
chr2	208431266	212968946	88
chr2	212968946	213072271	72
chr2	213072271	213293705	88
chr2	213293705	242782802	72
chr2	242782802	243035970	55
chr2	243035970	243199373	72
chr3	0	4272034	61
chr3	4272034	10757460	67
chr3	10757460	22365188	67
chr3	22365188	22594560	83
