Chromosome Region	Start	End	gain
chr1	0	666285	0
chr1	666285	6853355	0
chr1	6853355	7272421	19
chr1	7272421	8066167	19
chr1	8066167	11009611	14
chr1	11009611	15028144	0
chr1	15028144	15114070	14
chr1	15114070	16588894	0
chr1	16588894	16697192	3
chr1	16697192	16848768	0
chr1	16848768	16870321	0
chr1	16870321	17016876	0
chr1	17016876	17082652	0
chr1	17082652	17691321	0
chr1	17691321	17842092	3
chr1	17842092	22238957	0
chr1	22238957	25507254	0
chr1	25507254	26132903	9
chr1	26132903	26253274	13
chr1	26253274	26576396	9
chr1	26576396	27481096	0
chr1	27481096	28596133	9
chr1	28596133	28771659	0
chr1	28771659	31262421	0
chr1	31262421	33151411	0
chr1	33151411	35051963	0
chr1	35051963	35109386	3
chr1	35109386	35133004	3
chr1	35133004	37098711	0
chr1	37098711	37197385	14
chr1	37197385	37324799	19
chr1	37324799	37955370	23
chr1	37955370	38180037	43
chr1	38180037	39224753	23
chr1	39224753	42175095	43
chr1	42175095	42674616	42
chr1	42674616	44687475	23
chr1	44687475	44820347	15
chr1	44820347	45061581	23
chr1	45061581	48160843	42
chr1	48160843	48988196	23
chr1	48988196	49308196	15
chr1	49308196	51000609	23
chr1	51000609	51536218	24
chr1	51536218	60931543	23
chr1	60931543	61011195	7
chr1	61011195	62851904	23
chr1	62851904	63016018	43
chr1	63016018	65299195	23
chr1	65299195	65315050	43
chr1	65315050	65358736	35
chr1	65358736	65369223	43
chr1	65369223	65933145	23
chr1	65933145	72188611	21
chr1	72188611	72753227	20
chr1	72753227	72765894	37
chr1	72765894	72768926	29
chr1	72768926	72811532	0
chr1	72811532	72816882	12
chr1	72816882	73057534	20
chr1	73057534	74536605	20
chr1	74536605	74540304	0
chr1	74540304	77593002	20
chr1	77593002	83828881	15
chr1	83828881	83961652	7
chr1	83961652	84538032	15
chr1	84538032	85508991	39
chr1	85508991	87211485	39
chr1	87211485	88020633	58
chr1	88020633	91954925	39
chr1	91954925	92380027	58
chr1	92380027	92598321	39
chr1	92598321	93275319	58
chr1	93275319	95494745	50
chr1	95494745	95775615	31
chr1	95775615	98713037	31
chr1	98713037	98750900	50
chr1	98750900	112693006	31
chr1	112693006	112706196	48
chr1	112706196	113290397	31
chr1	113290397	113501522	50
chr1	113501522	113678932	58
chr1	113678932	113868367	50
chr1	113868367	114746862	31
chr1	114746862	114801514	50
chr1	114801514	114930771	31
chr1	114930771	114959714	10
chr1	114959714	116526920	31
chr1	116526920	117570388	33
chr1	117570388	118186483	34
chr1	118186483	120621451	53
chr1	120621451	120685338	70
chr1	120685338	121185034	74
chr1	121185034	121230790	70
chr1	121230790	121291080	54
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	144527676	71
chr1	144527676	145386254	63
chr1	145386254	148648869	71
chr1	148648869	149255799	49
chr1	149255799	149425912	41
chr1	149425912	149834798	63
chr1	149834798	152856193	71
chr1	152856193	152979258	90
chr1	152979258	153191794	71
chr1	153191794	153250731	63
chr1	153250731	155194365	71
chr1	155194365	155247949	66
chr1	155247949	155567329	71
chr1	155567329	155665165	49
chr1	155665165	158207057	71
chr1	158207057	158313222	90
chr1	158313222	160013512	71
chr1	160013512	162881278	65
chr1	162881278	162933215	57
chr1	162933215	163809199	65
chr1	163809199	166568705	85
chr1	166568705	171491621	65
chr1	171491621	173597243	85
chr1	173597243	174506579	65
chr1	174506579	174987046	46
chr1	174987046	176051538	65
chr1	176051538	176161380	85
chr1	176161380	177744013	65
chr1	177744013	177806752	85
chr1	177806752	177933068	84
chr1	177933068	179800493	65
chr1	179800493	180514472	57
chr1	180514472	182935212	52
chr1	182935212	187520715	71
chr1	187520715	188994230	52
chr1	188994230	189157358	51
chr1	189157358	189508302	51
chr1	189508302	192384886	70
chr1	192384886	196698279	51
chr1	196698279	196705860	56
chr1	196705860	196711121	34
chr1	196711121	196816261	35
chr1	196816261	196828843	56
chr1	196828843	200789160	51
chr1	200789160	203761823	71
chr1	203761823	203918036	79
chr1	203918036	206508400	71
chr1	206508400	207327196	69
chr1	207327196	209745006	50
chr1	209745006	209839590	69
chr1	209839590	211939113	50
chr1	211939113	216453044	49
chr1	216453044	218587072	50
chr1	218587072	218686904	69
chr1	218686904	222224159	50
chr1	222224159	222229268	51
chr1	222229268	224256093	51
chr1	224256093	224588601	59
chr1	224588601	227936992	51
chr1	227936992	230516522	71
chr1	230516522	232594411	51
chr1	232594411	232677503	71
chr1	232677503	236454946	51
chr1	236454946	236536247	59
chr1	236536247	237375389	51
chr1	237375389	246966703	51
chr1	246966703	247787459	51
chr1	247787459	247864435	30
chr1	247864435	249250621	51
chr2	0	5494267	32
chr2	5494267	6420338	32
chr2	6420338	13503461	32
chr2	13503461	19089623	31
chr2	19089623	19705236	51
chr2	19705236	19813813	51
chr2	19813813	21851627	32
chr2	21851627	22174099	51
chr2	22174099	23178444	32
chr2	23178444	23738366	32
chr2	23738366	26060892	34
chr2	26060892	26916131	53
chr2	26916131	30859740	58
chr2	30859740	32163804	37
chr2	32163804	32584312	45
chr2	32584312	38040545	37
chr2	38040545	38181431	56
chr2	38181431	41809180	37
chr2	41809180	42633249	32
chr2	42633249	42828325	40
chr2	42828325	45820839	32
chr2	45820839	45907574	37
chr2	45907574	47538695	32
chr2	47538695	47697978	40
chr2	47697978	47889331	32
chr2	47889331	48110791	40
chr2	48110791	49616470	32
chr2	49616470	49698261	52
chr2	49698261	60270985	32
chr2	60270985	61666549	52
chr2	61666549	62006204	60
chr2	62006204	62042449	40
chr2	62042449	63031292	32
chr2	63031292	63141799	13
chr2	63141799	65351817	32
chr2	65351817	65465459	40
chr2	65465459	70266797	32
chr2	70266797	70492634	40
chr2	70492634	71429869	32
chr2	71429869	74682237	33
chr2	74682237	77480934	33
chr2	77480934	77973549	34
chr2	77973549	78055193	54
chr2	78055193	80780924	34
chr2	80780924	80831029	54
chr2	80831029	85580057	34
chr2	85580057	85701660	54
chr2	85701660	86683261	34
chr2	86683261	87413976	34
chr2	87413976	87555780	56
chr2	87555780	87850026	34
chr2	87850026	90301276	35
chr2	90301276	91627978	0
chr2	91627978	91704724	8
chr2	91704724	91794849	8
chr2	91794849	92089051	25
chr2	92089051	92193296	44
chr2	92193296	92275027	25
chr2	92275027	92285930	17
chr2	92285930	93300000	0
chr2	93300000	95421697	2
chr2	95421697	96656411	23
chr2	96656411	97624834	6
chr2	97624834	97832353	26
chr2	97832353	98197009	18
chr2	98197009	98524556	26
chr2	98524556	98675483	42
chr2	98675483	98879626	26
chr2	98879626	99742491	42
chr2	99742491	104028502	23
chr2	104028502	104262587	40
chr2	104262587	104385099	23
chr2	104385099	104521125	42
chr2	104521125	109073022	23
chr2	109073022	109202757	42
chr2	109202757	109357887	42
chr2	109357887	109604227	42
chr2	109604227	110012398	42
chr2	110012398	111403986	42
chr2	111403986	111613220	42
chr2	111613220	111660454	42
chr2	111660454	111885594	42
chr2	111885594	112372597	42
chr2	112372597	112415706	42
chr2	112415706	112423341	23
chr2	112423341	112615695	23
chr2	112615695	112882741	23
chr2	112882741	113319062	23
chr2	113319062	113444584	23
chr2	113444584	113461268	42
chr2	113461268	113488995	42
chr2	113488995	113546791	42
chr2	113546791	113636636	42
chr2	113636636	113871943	42
chr2	113871943	114429392	42
chr2	114429392	115119952	42
chr2	115119952	118391790	42
chr2	118391790	120383500	42
chr2	120383500	123489857	23
chr2	123489857	128707938	35
chr2	128707938	128867389	43
chr2	128867389	136560113	35
chr2	136560113	137850135	35
chr2	137850135	139266523	35
chr2	139266523	140122834	54
chr2	140122834	140339283	55
chr2	140339283	141420218	55
chr2	141420218	141706582	47
chr2	141706582	142068980	27
chr2	142068980	142692934	35
chr2	142692934	143110356	55
chr2	143110356	143320951	35
chr2	143320951	147128923	55
chr2	147128923	152397296	55
chr2	152397296	153782144	35
chr2	153782144	153972474	55
chr2	153972474	154276875	35
chr2	154276875	157533540	55
chr2	157533540	157534519	35
chr2	157534519	159315782	55
chr2	159315782	164501666	35
chr2	164501666	164711142	35
chr2	164711142	167543853	55
chr2	167543853	168773435	35
chr2	168773435	168826452	55
chr2	168826452	170384577	55
chr2	170384577	170472426	63
chr2	170472426	173806966	55
chr2	173806966	177189497	35
chr2	177189497	178032138	52
chr2	178032138	181738827	35
chr2	181738827	184673379	55
chr2	184673379	186217716	35
chr2	186217716	186458661	55
chr2	186458661	186883562	71
chr2	186883562	187629616	72
chr2	187629616	189806307	55
chr2	189806307	189965565	55
chr2	189965565	190309384	55
chr2	190309384	191016476	55
chr2	191016476	191360716	55
chr2	191360716	191564964	55
chr2	191564964	194236536	55
chr2	194236536	194679904	55
chr2	194679904	194943310	36
chr2	194943310	194989723	35
chr2	194989723	196637169	35
chr2	196637169	199858614	35
chr2	199858614	203069398	14
chr2	203069398	204202731	22
chr2	204202731	207291059	14
chr2	207291059	208999100	14
chr2	208999100	209063487	33
chr2	209063487	215624948	14
chr2	215624948	218852039	6
chr2	218852039	219079263	25
chr2	219079263	224693971	6
chr2	224693971	229948848	5
chr2	229948848	230065224	25
chr2	230065224	236317554	5
chr2	236317554	236943609	25
chr2	236943609	237490615	20
chr2	237490615	238206902	37
chr2	238206902	238577884	37
chr2	238577884	239278666	17
chr2	239278666	239500651	37
chr2	239500651	243023968	17
chr2	243023968	243199373	6
chr3	0	5588375	24
chr3	5588375	6648836	12
chr3	6648836	6660012	0
chr3	6660012	10243615	12
chr3	10243615	11639931	0
chr3	11639931	11651839	0
chr3	11651839	12356103	0
chr3	12356103	18854978	12
chr3	18854978	18919212	13
chr3	18919212	19234215	32
chr3	19234215	19440301	13
chr3	19440301	19762174	5
chr3	19762174	19846712	16
chr3	19846712	20031256	0
chr3	20031256	23904874	16
chr3	23904874	24624899	36
chr3	24624899	24982753	16
chr3	24982753	26148988	36
chr3	26148988	26304146	14
chr3	26304146	26612137	36
chr3	26612137	26616020	28
chr3	26616020	27467906	36
chr3	27467906	31958533	16
chr3	31958533	32672483	36
chr3	32672483	32687890	16
chr3	32687890	32840816	24
chr3	32840816	32903917	16
chr3	32903917	35058029	15
chr3	35058029	37949994	16
chr3	37949994	42247824	11
chr3	42247824	47721582	0
chr3	47721582	48152949	8
chr3	48152949	48275962	29
chr3	48275962	50132434	8
chr3	50132434	52152004	0
chr3	52152004	53788877	21
chr3	53788877	55557879	32
chr3	55557879	56285000	52
chr3	56285000	59019091	52
chr3	59019091	60426234	33
chr3	60426234	60512802	52
chr3	60512802	60707095	33
chr3	60707095	60836843	12
chr3	60836843	63356016	33
chr3	63356016	64372507	52
chr3	64372507	64418082	52
chr3	64418082	65625084	52
chr3	65625084	65873060	33
chr3	65873060	65924069	37
chr3	65924069	67492844	33
chr3	67492844	73198696	28
chr3	73198696	74943778	48
chr3	74943778	84871422	28
chr3	84871422	85616390	48
chr3	85616390	90137970	28
chr3	90137970	90145243	36
chr3	90145243	91000000	53
chr3	91000000	93543006	16
chr3	93543006	93548479	23
chr3	93548479	93588564	27
chr3	93588564	93605126	35
chr3	93605126	93705493	73
chr3	93705493	93769215	66
chr3	93769215	93787311	58
chr3	93787311	94984795	54
chr3	94984795	101847172	37
chr3	101847172	102029359	57
chr3	102029359	104760858	37
chr3	104760858	105419369	29
chr3	105419369	106778255	37
chr3	106778255	107283509	57
chr3	107283509	107352799	37
chr3	107352799	107969313	57
chr3	107969313	108944655	37
chr3	108944655	109199781	45
chr3	109199781	110209578	37
chr3	110209578	110243910	57
chr3	110243910	110374486	60
chr3	110374486	113388127	41
chr3	113388127	114119459	45
chr3	114119459	115874587	41
chr3	115874587	116070536	60
chr3	116070536	116488267	18
chr3	116488267	116775294	0
chr3	116775294	117430401	19
chr3	117430401	117565534	0
chr3	117565534	117635989	0
chr3	117635989	117652723	0
chr3	117652723	121652561	41
chr3	121652561	124290949	30
chr3	124290949	125539111	49
