Chromosome Region	Start	End	gain
chr1	0	715604	0
chr1	715604	1253336	0
chr1	1253336	1712980	7
chr1	1712980	7272421	0
chr1	7272421	8066167	0
chr1	8066167	16222530	0
chr1	16222530	16870321	0
chr1	16870321	17082652	0
chr1	17082652	19791916	0
chr1	19791916	19823694	0
chr1	19823694	21596504	0
chr1	21596504	23675595	0
chr1	23675595	23885226	0
chr1	23885226	24755956	0
chr1	24755956	26132903	0
chr1	26132903	26253274	0
chr1	26253274	29162232	0
chr1	29162232	33364410	0
chr1	33364410	34125407	0
chr1	34125407	35051963	0
chr1	35051963	35087951	5
chr1	35087951	35109386	0
chr1	35109386	35133004	5
chr1	35133004	35412771	0
chr1	35412771	35627105	0
chr1	35627105	37197385	0
chr1	37197385	37324799	5
chr1	37324799	37932773	17
chr1	37932773	40342039	10
chr1	40342039	40552080	14
chr1	40552080	42563757	21
chr1	42563757	44146114	29
chr1	44146114	44418939	22
chr1	44418939	47498281	29
chr1	47498281	47683535	43
chr1	47683535	48060099	35
chr1	48060099	49086652	21
chr1	49086652	49191814	16
chr1	49191814	51567717	21
chr1	51567717	52958901	26
chr1	52958901	55772823	21
chr1	55772823	59105706	13
chr1	59105706	63963387	21
chr1	63963387	65408346	26
chr1	65408346	67744550	23
chr1	67744550	72748221	18
chr1	72748221	72753227	9
chr1	72753227	72759523	26
chr1	72759523	72768926	21
chr1	72768926	72811532	0
chr1	72811532	72892440	15
chr1	72892440	75387692	9
chr1	75387692	77593002	17
chr1	77593002	79271118	6
chr1	79271118	79600809	1
chr1	79600809	79734707	6
chr1	79734707	79871446	13
chr1	79871446	80559482	6
chr1	80559482	85227871	0
chr1	85227871	85368692	0
chr1	85368692	86636982	0
chr1	86636982	97550136	6
chr1	97550136	98522711	6
chr1	98522711	98806329	6
chr1	98806329	99683944	6
chr1	99683944	100084871	6
chr1	100084871	111620285	6
chr1	111620285	112693006	0
chr1	112693006	112706196	15
chr1	112706196	113135027	0
chr1	113135027	117321742	0
chr1	117321742	117520161	7
chr1	117520161	117686645	13
chr1	117686645	117810519	13
chr1	117810519	120468751	22
chr1	120468751	120621451	26
chr1	120621451	120685338	43
chr1	120685338	121185034	54
chr1	121185034	121230790	30
chr1	121230790	121291080	14
chr1	121291080	125000000	0
chr1	125000000	143458436	13
chr1	143458436	144915935	73
chr1	144915935	145007448	67
chr1	145007448	150662184	73
chr1	150662184	150811010	67
chr1	150811010	151529156	73
chr1	151529156	152510839	67
chr1	152510839	152588544	58
chr1	152588544	154522918	67
chr1	154522918	154723755	63
chr1	154723755	155056665	72
chr1	155056665	155194365	63
chr1	155194365	155247949	51
chr1	155247949	160278300	63
chr1	160278300	169242084	68
