Chromosome Region	Start	End	loss
chr1	0	715604	73
chr1	715604	815952	59
chr1	815952	1161251	42
chr1	1161251	3355869	28
chr1	3355869	3403195	45
chr1	3403195	6127952	59
chr1	6127952	11073414	42
chr1	11073414	13936619	59
chr1	13936619	26874761	76
chr1	26874761	31266515	76
chr1	31266515	31465687	59
chr1	31465687	34879979	76
chr1	34879979	35912440	74
chr1	35912440	40096785	47
chr1	40096785	41238949	29
chr1	41238949	41281219	17
chr1	41281219	41658368	0
chr1	41658368	41681263	17
chr1	41681263	43054751	46
chr1	43054751	44056930	41
chr1	44056930	44345774	25
chr1	44345774	47143041	41
chr1	47143041	63855198	43
chr1	63855198	64523891	44
chr1	64523891	64703369	32
chr1	64703369	79374415	44
chr1	79374415	90046030	48
chr1	90046030	90119096	65
chr1	90119096	90292890	48
chr1	90292890	101904887	48
chr1	101904887	102297927	32
chr1	102297927	113321303	48
chr1	113321303	113515125	29
chr1	113515125	117490223	29
chr1	117490223	117927390	12
chr1	117927390	125000000	29
chr1	125000000	149808817	8
chr1	149808817	149825606	24
chr1	149825606	152249056	0
chr1	152249056	152311634	24
chr1	152311634	153495862	8
chr1	153495862	153783583	0
chr1	153783583	159258396	8
chr1	159258396	160253898	7
chr1	160253898	191768815	13
chr1	191768815	191794378	27
chr1	191794378	196482328	13
chr1	196482328	196789395	24
chr1	196789395	196801627	25
chr1	196801627	201966584	26
chr1	201966584	202080096	9
chr1	202080096	209009769	26
chr1	209009769	215919288	55
chr1	215919288	215941341	55
chr1	215941341	220793581	55
chr1	220793581	220917142	43
chr1	220917142	221007749	55
chr1	221007749	225053109	43
chr1	225053109	225417199	44
chr1	225417199	235477770	17
chr1	235477770	235679241	0
chr1	235679241	237077589	17
chr1	237077589	239653589	0
chr1	239653589	239721950	12
chr1	239721950	239862049	0
chr1	239862049	240072448	12
chr1	240072448	240137471	0
chr1	240137471	240338063	0
chr1	240338063	249250621	0
chr2	0	12281541	4
chr2	12281541	12311156	21
chr2	12311156	33842221	4
chr2	33842221	34095811	27
chr2	34095811	45700822	0
chr2	45700822	46077270	0
chr2	46077270	46980721	0
chr2	46980721	62028565	27
chr2	62028565	71688308	40
chr2	71688308	90301276	12
chr2	90301276	91704724	0
chr2	91704724	92193296	25
chr2	92193296	93300000	0
chr2	93300000	95358799	16
chr2	95358799	102720788	27
chr2	102720788	102747220	44
chr2	102747220	120285763	27
chr2	120285763	128165932	41
chr2	128165932	141068258	68
chr2	141068258	141683215	68
chr2	141683215	142791681	68
chr2	142791681	154299163	38
chr2	154299163	154329445	55
chr2	154329445	156853319	38
chr2	156853319	160049682	10
chr2	160049682	160090996	38
chr2	160090996	170194821	10
chr2	170194821	177863273	0
chr2	177863273	184571318	13
chr2	184571318	185565403	1
chr2	185565403	189965565	0
chr2	189965565	189997204	15
chr2	189997204	208695766	0
chr2	208695766	208751483	12
chr2	208751483	213425769	0
chr2	213425769	228630043	12
chr2	228630043	228845817	0
chr2	228845817	236709549	12
chr2	236709549	237031522	29
chr2	237031522	237804129	12
chr2	237804129	237805859	24
chr2	237805859	241558882	12
chr2	241558882	243199373	26
chr3	0	3113387	18
chr3	3113387	3117336	32
chr3	3117336	8781083	18
chr3	8781083	8883123	30
chr3	8883123	9197057	58
chr3	9197057	12631810	30
chr3	12631810	12698937	44
chr3	12698937	26611808	30
chr3	26611808	26615959	58
chr3	26615959	29029578	30
chr3	29029578	46500768	1
chr3	46500768	50242903	18
chr3	50242903	50319861	1
chr3	50319861	51899769	18
chr3	51899769	55696846	47
