Chromosome Region	Start	End	loss
chr1	0	22238957	76
chr1	22238957	37098711	81
chr1	37098711	38715375	48
chr1	38715375	61011195	0
chr1	61011195	66504755	0
chr1	66504755	84538032	0
chr1	84538032	101292357	0
chr1	101292357	125000000	0
chr1	125000000	166594339	0
chr1	166594339	179800493	0
chr1	179800493	197241484	0
chr1	197241484	206508400	0
chr1	206508400	247292531	0
chr1	247292531	249250621	0
chr2	0	35320060	0
chr2	35320060	51671076	0
chr2	51671076	65608444	0
chr2	65608444	67851794	0
chr2	67851794	68079015	0
chr2	68079015	68106300	0
chr2	68106300	70492634	0
chr2	70492634	91627978	0
chr2	91627978	93300000	0
chr2	93300000	123489857	1
chr2	123489857	140339283	0
chr2	140339283	142068980	0
chr2	142068980	170384577	0
chr2	170384577	179752448	0
chr2	179752448	203069398	0
chr2	203069398	203302992	0
chr2	203302992	204984807	0
chr2	204984807	243199373	0
chr3	0	29942407	0
chr3	29942407	50294241	0
chr3	50294241	53788877	2
chr3	53788877	91000000	0
chr3	91000000	93705493	0
chr3	93705493	93769215	0
chr3	93769215	107754354	0
chr3	107754354	112115149	0
chr3	112115149	138502804	0
chr3	138502804	152595809	0
chr3	152595809	162504487	0
chr3	162504487	163071525	0
chr3	163071525	175900532	0
chr3	175900532	186579862	0
chr3	186579862	198022430	0
chr4	0	49242208	47
chr4	49242208	50400000	48
chr4	50400000	52863061	0
chr4	52863061	57640575	55
chr4	57640575	78005252	50
chr4	78005252	86936079	57
chr4	86936079	119136091	91
chr4	119136091	151932855	87
chr4	151932855	191154276	84
chr5	0	19096420	0
chr5	19096420	45878132	0
chr5	45878132	46383335	0
chr5	46383335	48400000	0
chr5	48400000	49696127	0
chr5	49696127	51879881	8
chr5	51879881	122629751	65
chr5	122629751	123477471	3
chr5	123477471	134823702	0
chr5	134823702	152043997	0
chr5	152043997	168277402	0
chr5	168277402	180915260	0
chr6	0	5271542	0
chr6	5271542	6422241	0
chr6	6422241	32453602	0
chr6	32453602	35671582	0
chr6	35671582	53511101	0
chr6	53511101	58454586	0
chr6	58454586	61000000	0
chr6	61000000	63906639	0
chr6	63906639	95878690	42
chr6	95878690	103736403	48
chr6	103736403	171115067	60
chr7	0	59900000	0
chr7	59900000	61628365	0
chr7	61628365	75380090	0
chr7	75380090	100537268	0
chr7	100537268	102377826	0
chr7	102377826	121261298	0
chr7	121261298	139140503	0
chr7	139140503	159138663	0
chr8	0	3996604	0
chr8	3996604	6791986	0
chr8	6791986	7254335	0
chr8	7254335	12226259	18
chr8	12226259	28438024	42
chr8	28438024	37061867	36
chr8	37061867	39432841	8
chr8	39432841	43736901	8
chr8	43736901	45600000	8
chr8	45600000	61349869	0
chr8	61349869	94284049	0
chr8	94284049	109698052	0
chr8	109698052	115175243	0
chr8	115175243	115205363	0
chr8	115205363	141468136	0
chr8	141468136	146364022	0
chr9	0	49000000	0
chr9	49000000	68187200	0
chr9	68187200	123787481	2
chr9	123787481	129344776	47
chr9	129344776	141213431	46
chr10	0	40200000	0
chr10	40200000	70608989	0
chr10	70608989	82115160	2
chr10	82115160	89089991	6
chr10	89089991	90232369	13
chr10	90232369	93963917	13
chr10	93963917	105039375	10
chr10	105039375	125695050	10
chr10	125695050	131074613	10
chr10	131074613	135534747	5
chr11	0	53700000	9
chr11	53700000	59669305	0
chr11	59669305	64754509	0
chr11	64754509	71353309	0
chr11	71353309	71627538	0
chr11	71627538	96057883	0
chr11	96057883	102756943	0
chr11	102756943	125088346	0
chr11	125088346	135006516	0
chr12	0	35800000	0
chr12	35800000	37959632	6
chr12	37959632	61901123	0
chr12	61901123	68811699	2
chr12	68811699	110968217	58
chr12	110968217	133851895	62
chr13	0	17900000	0
chr13	17900000	32719051	60
chr13	32719051	33881750	57
chr13	33881750	39467437	60
chr13	39467437	80716307	67
chr13	80716307	115169878	63
chr14	0	17600000	0
chr14	17600000	22084479	0
chr14	22084479	22975789	6
chr14	22975789	30975698	11
chr14	30975698	56112327	3
chr14	56112327	58566448	6
chr14	58566448	63490921	10
chr14	63490921	64011282	10
chr14	64011282	67519396	8
chr14	67519396	75323068	7
chr14	75323068	84012168	0
chr14	84012168	106001874	0
chr14	106001874	107349540	0
chr15	0	19000000	0
chr15	19000000	26149139	0
chr15	26149139	41310140	6
chr15	41310140	51115475	0
chr15	51115475	54663674	6
chr15	54663674	64428450	0
chr15	64428450	72033985	0
chr15	72033985	77914256	0
chr15	77914256	102531392	0
chr16	0	14779141	0
chr16	14779141	35183806	38
chr16	35183806	36600000	0
chr16	36600000	65371495	54
chr16	65371495	72996898	54
chr16	72996898	90354753	51
chr17	0	24000000	76
chr17	24000000	27236784	48
chr17	27236784	27801069	48
chr17	27801069	28149734	96
chr17	28149734	46273854	97
chr17	46273854	81195210	57
chr18	0	17200000	0
chr18	17200000	18603222	0
chr18	18603222	18795883	0
chr18	18795883	19312150	0
chr18	19312150	78077248	36
chr19	0	9102391	62
chr19	9102391	9104935	0
chr19	9104935	14708422	0
chr19	14708422	19492078	0
chr19	19492078	26500000	0
chr19	26500000	31490053	5
chr19	31490053	33020427	12
chr19	33020427	36945010	0
chr19	36945010	46658177	55
chr19	46658177	57582259	74
chr19	57582259	59128983	71
chr20	0	27500000	0
chr20	27500000	29529915	0
chr20	29529915	31402888	0
chr20	31402888	35597214	0
chr20	35597214	40739012	0
chr20	40739012	42659891	0
chr20	42659891	49312201	0
chr20	49312201	52239081	0
chr20	52239081	59999279	0
chr20	59999279	63025520	0
chr21	0	13200000	0
chr21	13200000	48129895	3
chr22	0	14700000	0
chr22	14700000	36840678	83
chr22	36840678	51141572	84
chr22	51141572	51304566	84
chrX	0	8269344	58
chrX	8269344	41038464	61
chrX	41038464	57785172	40
chrX	57785172	58090397	5
chrX	58090397	60600000	0
chrX	60600000	155270560	14
chrY	0	12500000	0
chrY	12500000	59373566	0
