Chromosome Region	Start	End	loss
chr1	0	6853355	8
chr1	6853355	8066167	0
chr1	8066167	11009611	0
chr1	11009611	15028144	5
chr1	15028144	15114070	0
chr1	15114070	16870321	5
chr1	16870321	17082652	21
chr1	17082652	23675595	5
chr1	23675595	25507254	2
chr1	25507254	26253274	0
chr1	26253274	26576396	0
chr1	26576396	27481096	2
chr1	27481096	27822900	0
chr1	27822900	28050602	0
chr1	28050602	28596133	0
chr1	28596133	32866884	0
chr1	32866884	35051963	0
chr1	35051963	37197385	0
chr1	37197385	37324799	0
chr1	37324799	37955370	0
chr1	37955370	38180037	0
chr1	38180037	39224753	0
chr1	39224753	41965965	0
chr1	41965965	42674616	0
chr1	42674616	45061581	0
chr1	45061581	48160843	0
chr1	48160843	48742095	0
chr1	48742095	52709536	0
chr1	52709536	53344941	0
chr1	53344941	56592339	0
chr1	56592339	59169753	0
chr1	59169753	62851904	0
chr1	62851904	63016018	0
chr1	63016018	65299195	0
chr1	65299195	65369223	0
chr1	65369223	65933145	0
chr1	65933145	70873430	0
chr1	70873430	72208817	0
chr1	72208817	72753227	0
chr1	72753227	72759361	0
chr1	72759361	72765894	0
chr1	72765894	72768926	0
chr1	72768926	72805230	9
chr1	72805230	72811532	0
chr1	72811532	77593002	0
chr1	77593002	80548614	0
chr1	80548614	87211485	0
chr1	87211485	87681211	0
chr1	87681211	88020633	0
chr1	88020633	91954925	2
chr1	91954925	92380027	0
chr1	92380027	92598321	2
chr1	92598321	95303791	0
chr1	95303791	95494745	0
chr1	95494745	95775615	0
chr1	95775615	97206239	2
chr1	97206239	98713037	5
chr1	98713037	98750900	0
chr1	98750900	105235109	5
chr1	105235109	109973521	0
chr1	109973521	112693006	34
chr1	112693006	112706196	17
chr1	112706196	113290397	34
chr1	113290397	113868367	18
chr1	113868367	114746862	32
chr1	114746862	114801514	18
chr1	114801514	118186483	32
chr1	118186483	120468751	9
chr1	120468751	120553649	8
chr1	120553649	120621451	0
chr1	120621451	121230790	0
