Chromosome Region	Start	End	loss
chr1	0	7656581	0
chr1	7656581	8060881	0
chr1	8060881	16996293	0
chr1	16996293	17262060	0
chr1	17262060	19646378	0
chr1	19646378	19872724	0
chr1	19872724	20672828	0
chr1	20672828	22707072	0
chr1	22707072	24667178	0
chr1	24667178	30667708	0
chr1	30667708	34931952	0
chr1	34931952	35083010	0
chr1	35083010	35097164	0
chr1	35097164	35109386	0
chr1	35109386	35690830	0
chr1	35690830	35900283	0
chr1	35900283	38525377	0
chr1	38525377	41200272	0
chr1	41200272	41495608	0
chr1	41495608	41506362	0
chr1	41506362	42001372	0
chr1	42001372	47447927	0
chr1	47447927	51418694	0
chr1	51418694	51750966	0
chr1	51750966	55115309	0
chr1	55115309	56702776	0
chr1	56702776	58484370	0
chr1	58484370	60269846	0
chr1	60269846	60439855	0
chr1	60439855	60535396	0
chr1	60535396	61117521	0
chr1	61117521	61409376	0
chr1	61409376	61949249	0
chr1	61949249	62253328	0
chr1	62253328	62666111	0
chr1	62666111	62907302	0
chr1	62907302	62944861	0
chr1	62944861	63552801	0
chr1	63552801	63743427	0
chr1	63743427	63858911	0
chr1	63858911	64654624	0
chr1	64654624	64813004	0
chr1	64813004	65215360	0
chr1	65215360	65340900	0
chr1	65340900	65659212	0
chr1	65659212	66239776	0
chr1	66239776	66272729	0
chr1	66272729	66281108	0
chr1	66281108	66586994	0
chr1	66586994	66731534	0
chr1	66731534	66775665	0
chr1	66775665	67003335	0
chr1	67003335	67047906	0
chr1	67047906	67926509	0
chr1	67926509	68085652	0
chr1	68085652	68644748	0
chr1	68644748	69307931	0
chr1	69307931	69744419	0
chr1	69744419	70000332	0
chr1	70000332	70106485	0
chr1	70106485	70131700	0
chr1	70131700	72226725	0
chr1	72226725	72447481	0
chr1	72447481	92255325	0
chr1	92255325	92401871	0
chr1	92401871	97123244	0
chr1	97123244	97277836	0
chr1	97277836	100327536	0
chr1	100327536	100519297	0
chr1	100519297	103322036	0
chr1	103322036	104144001	0
chr1	104144001	105144284	0
chr1	105144284	105423457	0
chr1	105423457	105547774	0
chr1	105547774	105606107	0
chr1	105606107	105998605	0
chr1	105998605	106058454	0
chr1	106058454	111025557	0
chr1	111025557	111031650	0
chr1	111031650	111176126	0
chr1	111176126	112246931	0
chr1	112246931	112259718	0
chr1	112259718	112289343	0
chr1	112289343	112506185	0
chr1	112506185	112634918	0
chr1	112634918	113094656	0
chr1	113094656	113810313	0
chr1	113810313	114374012	0
chr1	114374012	117914536	0
chr1	117914536	118056497	0
chr1	118056497	120476169	0
chr1	120476169	120685338	0
chr1	120685338	120741258	0
chr1	120741258	121185034	0
chr1	121185034	121230790	0
chr1	121230790	121291080	0
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	145116735	0
chr1	145116735	145181807	0
chr1	145181807	149041620	0
chr1	149041620	149251888	0
chr1	149251888	149258054	0
chr1	149258054	149820496	0
chr1	149820496	152555617	0
chr1	152555617	152586558	0
chr1	152586558	152588544	0
chr1	152588544	152825796	0
chr1	152825796	152944546	0
chr1	152944546	153132934	0
chr1	153132934	153602557	0
chr1	153602557	157260320	0
chr1	157260320	157453823	0
chr1	157453823	158815560	0
chr1	158815560	158894856	0
chr1	158894856	160493309	0
chr1	160493309	160713394	0
chr1	160713394	165218170	0
chr1	165218170	165297089	0
chr1	165297089	174128788	0
chr1	174128788	174400051	0
chr1	174400051	175320518	0
chr1	175320518	175658433	0
chr1	175658433	175797965	0
chr1	175797965	175866809	0
chr1	175866809	176294530	0
chr1	176294530	176825314	0
chr1	176825314	176910683	0
chr1	176910683	181036677	0
chr1	181036677	181131420	0
chr1	181131420	181618556	0
chr1	181618556	181841725	0
chr1	181841725	186526866	0
chr1	186526866	194238999	0
chr1	194238999	200960718	0
chr1	200960718	201038098	0
chr1	201038098	203010579	0
chr1	203010579	203370417	0
chr1	203370417	203491077	0
chr1	203491077	204425854	0
chr1	204425854	204529763	0
chr1	204529763	204591611	0
chr1	204591611	204889909	0
chr1	204889909	205016844	0
chr1	205016844	206884057	0
chr1	206884057	206988664	0
chr1	206988664	208046834	0
chr1	208046834	208513622	0
chr1	208513622	208571718	0
chr1	208571718	210024956	0
chr1	210024956	213989064	0
chr1	213989064	214072449	0
chr1	214072449	223636386	0
chr1	223636386	223693364	0
chr1	223693364	226686688	0
chr1	226686688	226981691	0
chr1	226981691	227677648	0
chr1	227677648	227772950	0
chr1	227772950	227888819	0
chr1	227888819	228277714	0
chr1	228277714	228801908	0
chr1	228801908	229291279	0
chr1	229291279	229918243	0
chr1	229918243	230548371	0
chr1	230548371	231221377	0
chr1	231221377	231324370	0
chr1	231324370	233041761	0
chr1	233041761	233073554	0
chr1	233073554	245562567	0
chr1	245562567	245580191	0
chr1	245580191	245989315	0
chr1	245989315	246113249	0
chr1	246113249	246278221	0
chr1	246278221	246389275	0
chr1	246389275	249250621	0
chr2	0	139608	0
chr2	139608	416444	0
chr2	416444	680214	0
chr2	680214	812656	0
chr2	812656	2032027	0
chr2	2032027	2448026	0
chr2	2448026	2935843	0
chr2	2935843	3016119	0
chr2	3016119	3724747	0
chr2	3724747	3764790	0
chr2	3764790	3831960	0
chr2	3831960	6010641	0
chr2	6010641	6118135	0
chr2	6118135	6296405	0
chr2	6296405	6319295	0
chr2	6319295	6399402	0
chr2	6399402	6520077	0
chr2	6520077	6623036	0
chr2	6623036	6805001	0
chr2	6805001	7080321	0
chr2	7080321	7248095	0
chr2	7248095	8128633	0
chr2	8128633	9009180	0
chr2	9009180	9277534	0
chr2	9277534	9448242	0
chr2	9448242	10341419	0
chr2	10341419	10614305	0
chr2	10614305	10979624	0
chr2	10979624	11178640	0
chr2	11178640	11921907	0
chr2	11921907	12287964	0
chr2	12287964	12450942	0
chr2	12450942	12546365	0
chr2	12546365	12829096	0
chr2	12829096	12892701	0
chr2	12892701	16156269	0
chr2	16156269	16197965	0
chr2	16197965	16415062	0
chr2	16415062	16588183	0
chr2	16588183	18222964	0
chr2	18222964	18393941	0
chr2	18393941	19661539	0
chr2	19661539	19701954	0
chr2	19701954	19841195	0
chr2	19841195	20041801	0
chr2	20041801	20756359	0
chr2	20756359	20955403	0
chr2	20955403	21056843	0
chr2	21056843	21141845	0
chr2	21141845	23185456	0
chr2	23185456	23875409	0
chr2	23875409	26757931	0
chr2	26757931	26986564	0
chr2	26986564	29428309	0
chr2	29428309	30197012	0
chr2	30197012	30888753	0
chr2	30888753	30974785	0
chr2	30974785	31067305	0
chr2	31067305	31538953	0
chr2	31538953	37831357	0
chr2	37831357	37886558	0
chr2	37886558	37960807	0
chr2	37960807	38021165	0
chr2	38021165	38407627	0
chr2	38407627	38470995	0
chr2	38470995	45248930	0
chr2	45248930	45608397	0
chr2	45608397	45999369	0
chr2	45999369	46056078	0
