Chromosome Region	Start	End	gain
chr1	0	22238957	0
chr1	22238957	37098711	0
chr1	37098711	38715375	0
chr1	38715375	61011195	29
chr1	61011195	66504755	29
chr1	66504755	84538032	28
chr1	84538032	101292357	28
chr1	101292357	125000000	30
chr1	125000000	166594339	29
chr1	166594339	179800493	59
chr1	179800493	197241484	5
chr1	197241484	206508400	0
chr1	206508400	247292531	0
chr1	247292531	249250621	5
chr2	0	35320060	6
chr2	35320060	51671076	4
chr2	51671076	65608444	4
chr2	65608444	67851794	3
chr2	67851794	68079015	7
chr2	68079015	68106300	10
chr2	68106300	70492634	10
chr2	70492634	91627978	5
chr2	91627978	93300000	24
chr2	93300000	123489857	0
chr2	123489857	140339283	3
chr2	140339283	142068980	3
chr2	142068980	170384577	4
chr2	170384577	179752448	7
chr2	179752448	203069398	7
chr2	203069398	203302992	38
chr2	203302992	204984807	37
chr2	204984807	243199373	5
chr3	0	29942407	23
chr3	29942407	50294241	24
chr3	50294241	53788877	0
chr3	53788877	91000000	5
chr3	91000000	93705493	7
chr3	93705493	93769215	5
chr3	93769215	107754354	8
chr3	107754354	112115149	11
chr3	112115149	138502804	11
chr3	138502804	152595809	17
chr3	152595809	162504487	17
chr3	162504487	163071525	17
chr3	163071525	175900532	70
chr3	175900532	186579862	70
chr3	186579862	198022430	66
chr4	0	49242208	0
chr4	49242208	50400000	0
chr4	50400000	52863061	2
chr4	52863061	57640575	0
chr4	57640575	78005252	0
chr4	78005252	86936079	0
chr4	86936079	119136091	0
chr4	119136091	151932855	0
chr4	151932855	191154276	0
chr5	0	19096420	10
chr5	19096420	45878132	11
chr5	45878132	46383335	65
chr5	46383335	48400000	0
chr5	48400000	49696127	0
chr5	49696127	51879881	0
chr5	51879881	122629751	0
chr5	122629751	123477471	0
chr5	123477471	134823702	11
chr5	134823702	152043997	1
chr5	152043997	168277402	3
chr5	168277402	180915260	5
chr6	0	5271542	2
chr6	5271542	6422241	5
chr6	6422241	32453602	9
chr6	32453602	35671582	6
chr6	35671582	53511101	1
chr6	53511101	58454586	4
chr6	58454586	61000000	11
chr6	61000000	63906639	8
chr6	63906639	95878690	0
chr6	95878690	103736403	0
chr6	103736403	171115067	0
chr7	0	59900000	12
chr7	59900000	61628365	11
chr7	61628365	75380090	11
chr7	75380090	100537268	1
chr7	100537268	102377826	4
chr7	102377826	121261298	4
chr7	121261298	139140503	2
chr7	139140503	159138663	2
chr8	0	3996604	28
chr8	3996604	6791986	29
chr8	6791986	7254335	3
chr8	7254335	12226259	0
chr8	12226259	28438024	0
chr8	28438024	37061867	0
chr8	37061867	39432841	0
chr8	39432841	43736901	0
chr8	43736901	45600000	0
chr8	45600000	61349869	39
chr8	61349869	94284049	26
chr8	94284049	109698052	67
chr8	109698052	115175243	67
chr8	115175243	115205363	20
chr8	115205363	141468136	70
chr8	141468136	146364022	69
chr9	0	49000000	1
chr9	49000000	68187200	1
chr9	68187200	123787481	0
chr9	123787481	129344776	0
chr9	129344776	141213431	0
chr10	0	40200000	0
chr10	40200000	70608989	3
chr10	70608989	82115160	0
chr10	82115160	89089991	0
chr10	89089991	90232369	0
chr10	90232369	93963917	0
chr10	93963917	105039375	0
chr10	105039375	125695050	0
chr10	125695050	131074613	0
chr10	131074613	135534747	0
chr11	0	53700000	0
chr11	53700000	59669305	11
chr11	59669305	64754509	8
chr11	64754509	71353309	63
chr11	71353309	71627538	16
chr11	71627538	96057883	66
chr11	96057883	102756943	49
chr11	102756943	125088346	48
chr11	125088346	135006516	44
chr12	0	35800000	14
chr12	35800000	37959632	0
chr12	37959632	61901123	0
chr12	61901123	68811699	0
chr12	68811699	110968217	0
chr12	110968217	133851895	0
chr13	0	17900000	0
chr13	17900000	32719051	0
chr13	32719051	33881750	0
chr13	33881750	39467437	0
chr13	39467437	80716307	0
chr13	80716307	115169878	0
chr14	0	17600000	0
chr14	17600000	22084479	4
chr14	22084479	22975789	0
chr14	22975789	30975698	0
chr14	30975698	56112327	0
chr14	56112327	58566448	0
chr14	58566448	63490921	0
chr14	63490921	64011282	0
chr14	64011282	67519396	0
chr14	67519396	75323068	0
chr14	75323068	84012168	6
chr14	84012168	106001874	10
chr14	106001874	107349540	3
chr15	0	19000000	0
chr15	19000000	26149139	0
chr15	26149139	41310140	0
chr15	41310140	51115475	0
chr15	51115475	54663674	0
chr15	54663674	64428450	0
chr15	64428450	72033985	4
chr15	72033985	77914256	1
chr15	77914256	102531392	5
chr16	0	14779141	8
chr16	14779141	35183806	0
chr16	35183806	36600000	12
chr16	36600000	65371495	0
chr16	65371495	72996898	0
chr16	72996898	90354753	0
chr17	0	24000000	0
chr17	24000000	27236784	0
chr17	27236784	27801069	0
chr17	27801069	28149734	0
chr17	28149734	46273854	0
chr17	46273854	81195210	0
chr18	0	17200000	1
chr18	17200000	18603222	1
chr18	18603222	18795883	56
chr18	18795883	19312150	15
chr18	19312150	78077248	0
chr19	0	9102391	0
chr19	9102391	9104935	14
chr19	9104935	14708422	66
chr19	14708422	19492078	76
chr19	19492078	26500000	4
chr19	26500000	31490053	0
chr19	31490053	33020427	0
chr19	33020427	36945010	5
chr19	36945010	46658177	0
chr19	46658177	57582259	0
chr19	57582259	59128983	0
chr20	0	27500000	5
chr20	27500000	29529915	0
chr20	29529915	31402888	54
chr20	31402888	35597214	54
chr20	35597214	40739012	3
chr20	40739012	42659891	3
chr20	42659891	49312201	16
chr20	49312201	52239081	16
chr20	52239081	59999279	16
chr20	59999279	63025520	16
chr21	0	13200000	0
chr21	13200000	48129895	0
chr22	0	14700000	0
chr22	14700000	36840678	0
chr22	36840678	51141572	0
chr22	51141572	51304566	0
chrX	0	8269344	0
chrX	8269344	41038464	0
chrX	41038464	57785172	0
chrX	57785172	58090397	0
chrX	58090397	60600000	17
chrX	60600000	155270560	0
chrY	0	12500000	0
chrY	12500000	59373566	0
