Chromosome Region	Start	End	gain
chr1	0	564549	0
chr1	564549	925061	13
chr1	925061	1841771	27
chr1	1841771	9972864	13
chr1	9972864	10365274	13
chr1	10365274	10596615	13
chr1	10596615	10637382	13
chr1	10637382	16588894	13
chr1	16588894	16697192	23
chr1	16697192	16848768	13
chr1	16848768	17016876	0
chr1	17016876	17691321	13
chr1	17691321	17842092	23
chr1	17842092	24830667	13
chr1	24830667	25072311	13
chr1	25072311	25555941	13
chr1	25555941	26547908	13
chr1	26547908	27373888	13
chr1	27373888	28303790	13
chr1	28303790	28771659	14
chr1	28771659	28922557	25
chr1	28922557	30783695	39
chr1	30783695	31262421	34
chr1	31262421	33065079	40
chr1	33065079	33151411	40
chr1	33151411	34307928	44
chr1	34307928	34656031	44
chr1	34656031	35380577	44
chr1	35380577	36183644	46
chr1	36183644	36218868	46
chr1	36218868	36495495	47
chr1	36495495	37098711	47
chr1	37098711	40196176	66
chr1	40196176	40231249	66
chr1	40231249	44687475	66
chr1	44687475	44820347	56
chr1	44820347	46204891	66
chr1	46204891	48988196	66
chr1	48988196	49308196	56
chr1	49308196	50984485	66
chr1	50984485	51089331	66
chr1	51089331	53845712	66
chr1	53845712	54172806	61
chr1	54172806	54934291	66
chr1	54934291	55616442	70
chr1	55616442	56159896	65
chr1	56159896	59455398	61
chr1	59455398	60078893	60
chr1	60078893	60931543	59
chr1	60931543	61011195	39
chr1	61011195	65315050	59
chr1	65315050	65358736	49
chr1	65358736	66078736	59
chr1	66078736	72208306	61
chr1	72208306	72266376	56
chr1	72266376	72743627	61
chr1	72743627	72748221	61
chr1	72748221	72763023	69
chr1	72763023	72765894	69
chr1	72765894	72811532	64
chr1	72811532	72816882	59
chr1	72816882	73129516	69
chr1	73129516	73497010	64
chr1	73497010	73536895	69
chr1	73536895	74536605	59
chr1	74536605	74540304	31
chr1	74540304	78728620	59
chr1	78728620	80696453	59
chr1	80696453	83828881	58
chr1	83828881	83961652	48
chr1	83961652	93275319	58
chr1	93275319	94463537	48
chr1	94463537	96776679	48
chr1	96776679	97521165	53
chr1	97521165	111377569	48
chr1	111377569	111386078	53
chr1	111386078	113501522	48
chr1	113501522	113678932	58
chr1	113678932	114930771	48
chr1	114930771	114959714	20
chr1	114959714	118013274	48
chr1	118013274	121226982	53
chr1	121226982	121291080	48
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	144527676	64
chr1	144527676	145386254	55
chr1	145386254	148648869	64
chr1	148648869	149024805	36
chr1	149024805	149255799	36
chr1	149255799	149258054	26
chr1	149258054	149425912	26
chr1	149425912	149834798	55
chr1	149834798	150349994	64
chr1	150349994	150433467	64
chr1	150433467	150658268	64
chr1	150658268	151116138	64
chr1	151116138	153191794	64
chr1	153191794	153250731	55
chr1	153250731	155567329	64
chr1	155567329	155665165	36
chr1	155665165	159762099	64
chr1	159762099	160624219	64
chr1	160624219	160914407	64
chr1	160914407	162881278	73
chr1	162881278	162933215	63
chr1	162933215	166594339	73
chr1	166594339	169585047	73
chr1	169585047	174801847	79
chr1	174801847	175879957	79
chr1	175879957	176435216	79
chr1	176435216	176761738	79
chr1	176761738	179800493	73
chr1	179800493	180600620	64
chr1	180600620	188994230	61
chr1	188994230	189640079	56
chr1	189640079	189682387	61
chr1	189682387	196705860	56
chr1	196705860	196711121	28
chr1	196711121	196816261	33
chr1	196816261	196820023	61
chr1	196820023	198316448	56
chr1	198316448	199109526	61
chr1	199109526	201878177	61
chr1	201878177	201881074	56
chr1	201881074	203761823	61
chr1	203761823	203918036	70
chr1	203918036	206508400	61
chr1	206508400	208328230	55
chr1	208328230	211939113	51
chr1	211939113	214871037	47
chr1	214871037	216453044	42
chr1	216453044	219226117	47
chr1	219226117	222145870	47
chr1	222145870	222224159	52
chr1	222224159	224256093	56
chr1	224256093	224588601	66
chr1	224588601	233453624	56
chr1	233453624	236454946	57
chr1	236454946	236536247	67
chr1	236536247	236787139	57
chr1	236787139	239181089	53
chr1	239181089	242863789	57
chr1	242863789	243055549	53
chr1	243055549	247787459	57
chr1	247787459	247864435	29
chr1	247864435	248711769	57
chr1	248711769	249250621	55
chr2	0	224331	38
chr2	224331	303298	33
chr2	303298	506594	38
chr2	506594	2349206	34
chr2	2349206	2469416	29
chr2	2469416	4216436	34
chr2	4216436	4237269	26
chr2	4237269	4249089	26
chr2	4249089	5413143	34
chr2	5413143	5455519	30
chr2	5455519	5494267	34
chr2	5494267	6165413	38
chr2	6165413	6641579	34
chr2	6641579	6854630	30
chr2	6854630	7648834	34
chr2	7648834	9302752	38
chr2	9302752	12387300	34
chr2	12387300	12453397	30
chr2	12453397	15105835	34
chr2	15105835	15182167	30
chr2	15182167	15605365	34
chr2	15605365	15696983	30
chr2	15696983	24888674	34
chr2	24888674	26580761	27
chr2	26580761	32163804	25
chr2	32163804	32584312	35
chr2	32584312	34695192	25
chr2	34695192	42633249	29
chr2	42633249	42828325	38
chr2	42828325	47538695	29
chr2	47538695	47697978	38
chr2	47697978	47889331	29
chr2	47889331	48110791	38
chr2	48110791	56734434	29
chr2	56734434	57847376	31
chr2	57847376	57969395	26
chr2	57969395	58485942	31
chr2	58485942	59610434	35
chr2	59610434	59622452	31
chr2	59622452	59701249	26
chr2	59701249	61666549	31
chr2	61666549	62042449	40
chr2	62042449	65351817	31
chr2	65351817	65465459	40
chr2	65465459	70266797	31
chr2	70266797	70340248	40
chr2	70340248	70492634	35
chr2	70492634	79517520	26
chr2	79517520	79649886	21
chr2	79649886	87413976	26
chr2	87413976	87487085	54
chr2	87487085	87548799	49
chr2	87548799	87555780	54
chr2	87555780	90301276	26
chr2	90301276	91627978	0
chr2	91627978	91704724	14
chr2	91704724	92193296	41
chr2	92193296	92275027	14
chr2	92275027	93300000	0
chr2	93300000	95341388	0
chr2	95341388	95421697	22
chr2	95421697	97830617	55
chr2	97830617	97832353	49
chr2	97832353	98197009	39
chr2	98197009	107670391	49
chr2	107670391	107776137	44
chr2	107776137	109202757	49
chr2	109202757	109357887	49
chr2	109357887	109604227	49
chr2	109604227	110012398	49
chr2	110012398	111403986	49
chr2	111403986	111613220	49
chr2	111613220	111660454	49
chr2	111660454	111885594	49
chr2	111885594	112372597	49
chr2	112372597	112423341	49
chr2	112423341	112615695	49
chr2	112615695	112882741	49
chr2	112882741	113319062	49
chr2	113319062	113461268	49
chr2	113461268	113488995	49
chr2	113488995	113546791	49
chr2	113546791	113636636	49
chr2	113636636	113871943	49
chr2	113871943	114429392	49
chr2	114429392	114988046	49
chr2	114988046	115110972	44
chr2	115110972	115119952	49
chr2	115119952	125489450	49
chr2	125489450	125630604	44
chr2	125630604	126363866	49
chr2	126363866	126456105	44
chr2	126456105	126711310	49
chr2	126711310	126800911	44
chr2	126800911	127296707	49
chr2	127296707	127356253	44
chr2	127356253	128707938	49
chr2	128707938	128867389	59
chr2	128867389	135170694	49
chr2	135170694	135220983	43
chr2	135220983	140993579	49
chr2	140993579	141420218	59
chr2	141420218	141572401	50
chr2	141572401	141841923	53
chr2	141841923	142068980	50
chr2	142068980	146360827	59
chr2	146360827	146509742	45
chr2	146509742	153079877	59
chr2	153079877	170384577	65
chr2	170384577	170472426	75
chr2	170472426	173447765	65
chr2	173447765	174340559	69
chr2	174340559	174480535	65
chr2	174480535	174844643	69
chr2	174844643	174943429	65
chr2	174943429	179687695	69
chr2	179687695	179752448	65
chr2	179752448	180404111	69
chr2	180404111	180444995	55
chr2	180444995	182928861	69
chr2	182928861	187988040	66
chr2	187988040	188211204	65
chr2	188211204	193764921	73
chr2	193764921	193987141	69
chr2	193987141	194236536	73
chr2	194236536	194943310	73
chr2	194943310	194989723	69
chr2	194989723	195204194	69
chr2	195204194	199858614	73
chr2	199858614	203069398	45
chr2	203069398	204202731	54
chr2	204202731	206223891	45
chr2	206223891	206354024	41
chr2	206354024	212773299	45
chr2	212773299	212890361	41
chr2	212890361	215624948	45
chr2	215624948	220877466	41
chr2	220877466	220981566	36
chr2	220981566	226614621	41
chr2	226614621	226714359	36
chr2	226714359	228031813	41
chr2	228031813	233638829	34
chr2	233638829	243034596	40
chr2	243034596	243199373	34
chr3	0	6648836	28
chr3	6648836	6660012	0
chr3	6660012	7043098	28
chr3	7043098	7749280	27
chr3	7749280	8074927	19
chr3	8074927	11639931	27
chr3	11639931	11641243	8
chr3	11641243	11651839	9
chr3	11651839	19440301	28
chr3	19440301	19846712	18
chr3	19846712	20031256	0
chr3	20031256	24375479	18
chr3	24375479	24439619	14
chr3	24439619	26148988	18
chr3	26148988	26304146	0
chr3	26304146	26612137	18
chr3	26612137	26616020	9
chr3	26616020	29942407	18
chr3	29942407	32687890	26
chr3	32687890	32840816	36
chr3	32840816	47721582	26
chr3	47721582	48152949	36
chr3	48152949	48275962	64
chr3	48275962	50132434	36
chr3	50132434	52152004	26
chr3	52152004	53031743	54
chr3	53031743	53039373	40
chr3	53039373	55844565	54
chr3	55844565	55846086	40
chr3	55846086	59151579	54
chr3	59151579	59168409	40
chr3	59168409	59756527	54
chr3	59756527	60707095	55
chr3	60707095	60836843	27
chr3	60836843	67948653	55
chr3	67948653	68095035	50
chr3	68095035	82087698	55
chr3	82087698	82187829	41
chr3	82187829	87423184	55
chr3	87423184	87499484	50
chr3	87499484	90137970	55
chr3	90137970	90183517	65
chr3	90183517	91000000	70
chr3	91000000	93543006	1
chr3	93543006	93548479	16
chr3	93548479	93588564	21
chr3	93588564	93605126	31
chr3	93605126	93648113	78
chr3	93648113	93705493	78
chr3	93705493	93769215	71
chr3	93769215	93782221	62
chr3	93782221	94263812	56
chr3	94263812	94938387	56
chr3	94938387	94949963	60
chr3	94949963	96457773	60
chr3	96457773	97072734	55
chr3	97072734	97090387	55
chr3	97090387	98407309	60
chr3	98407309	103027919	56
chr3	103027919	103140124	56
chr3	103140124	104760858	56
chr3	104760858	105138598	46
chr3	105138598	105189409	46
chr3	105189409	105419369	46
chr3	105419369	106361352	56
chr3	106361352	108944655	56
chr3	108944655	109199781	66
chr3	109199781	110243910	56
chr3	110243910	115942004	62
chr3	115942004	115963450	61
chr3	115963450	116070536	53
chr3	116070536	116535034	0
chr3	116535034	116585751	0
chr3	116585751	116699228	0
chr3	116699228	116747964	0
chr3	116747964	116762166	0
chr3	116762166	116775294	5
chr3	116775294	116840199	33
chr3	116840199	117058985	33
chr3	117058985	117157017	33
chr3	117157017	117565534	33
chr3	117565534	117652723	5
chr3	117652723	125539899	61
chr3	125539899	125650044	61
chr3	125650044	128092633	61
chr3	128092633	128129212	61
chr3	128129212	128311925	61
chr3	128311925	128429016	71
chr3	128429016	129786330	61
chr3	129786330	129791130	61
chr3	129791130	129911642	56
chr3	129911642	129933269	61
chr3	129933269	130134861	61
chr3	130134861	130157427	61
chr3	130157427	131939867	61
chr3	131939867	132086836	61
chr3	132086836	133312576	61
chr3	133312576	135036263	62
chr3	135036263	135151313	62
chr3	135151313	137032399	62
chr3	137032399	137047642	62
chr3	137047642	138502804	62
chr3	138502804	138625611	71
chr3	138625611	143453888	62
chr3	143453888	144192359	62
chr3	144192359	152769861	62
chr3	152769861	152864100	71
chr3	152864100	156138606	62
chr3	156138606	156183116	62
chr3	156183116	156610614	62
chr3	156610614	156728653	62
chr3	156728653	156842231	62
chr3	156842231	157365516	62
chr3	157365516	162504487	62
chr3	162504487	162507354	58
chr3	162507354	162530593	57
chr3	162530593	162610485	57
chr3	162610485	162625988	57
chr3	162625988	162627609	61
chr3	162627609	163071525	62
chr3	163071525	163284504	71
chr3	163284504	167368965	71
chr3	167368965	167895350	89
chr3	167895350	177871092	89
chr3	177871092	178171604	92
chr3	178171604	178204896	92
chr3	178204896	178946441	92
chr3	178946441	178952994	92
chr3	178952994	180872042	92
chr3	180872042	180888395	92
chr3	180888395	185553721	92
chr3	185553721	186579862	89
chr3	186579862	187446005	65
chr3	187446005	187572259	65
chr3	187572259	188261647	65
chr3	188261647	188327003	55
chr3	188327003	189926478	65
chr3	189926478	190240978	65
chr3	190240978	190746006	65
chr3	190746006	190830509	65
chr3	190830509	191867751	65
chr3	191867751	191936757	65
chr3	191936757	191947828	65
chr3	191947828	192027472	65
chr3	192027472	192826538	65
chr3	192826538	192872973	55
chr3	192872973	192886513	55
chr3	192886513	192886953	55
chr3	192886953	195524446	65
chr3	195524446	195793995	65
chr3	195793995	196706702	65
