Chromosome Region	Start	End	gain
chr1	0	564549	62
chr1	564549	12040015	62
chr1	12040015	26934019	41
chr1	26934019	27644054	32
chr1	27644054	27880007	80
chr1	27880007	28856909	89
chr1	28856909	29495704	88
chr1	29495704	44701257	45
chr1	44701257	45855175	47
chr1	45855175	51432963	97
chr1	51432963	51595735	47
chr1	51595735	54794374	97
chr1	54794374	57406762	97
chr1	57406762	114959714	96
chr1	114959714	118013274	97
chr1	118013274	121185034	97
chr1	121185034	125000000	3
chr1	125000000	151993276	46
chr1	151993276	153545516	45
chr1	153545516	155567329	94
chr1	155567329	155665165	88
chr1	155665165	249250621	94
chr2	0	15732179	40
chr2	15732179	34656404	39
chr2	34656404	34695192	75
chr2	34695192	34740778	75
chr2	34740778	58392501	75
chr2	58392501	87326504	89
chr2	87326504	90301276	51
chr2	90301276	93300000	51
chr2	93300000	95421697	2
chr2	95421697	101534111	97
chr2	101534111	113219853	84
chr2	113219853	113345140	83
chr2	113345140	117390751	84
chr2	117390751	125489450	84
chr2	125489450	146872376	77
chr2	146872376	171813078	77
chr2	171813078	174479117	34
chr2	174479117	174480535	34
chr2	174480535	180404111	34
chr2	180404111	180444995	28
chr2	180444995	187481423	34
chr2	187481423	199858614	77
chr2	199858614	220576527	75
chr2	220576527	243199373	36
chr3	0	40584675	40
chr3	40584675	44728822	0
chr3	44728822	49867825	0
chr3	49867825	52152004	42
chr3	52152004	52542610	42
chr3	52542610	59316164	38
chr3	59316164	60707095	39
chr3	60707095	60726223	30
chr3	60726223	60775421	22
chr3	60775421	60836843	30
chr3	60836843	91000000	57
chr3	91000000	93548479	0
chr3	93548479	116070536	75
chr3	116070536	117652723	70
chr3	117652723	129806580	99
chr3	129806580	137660533	99
chr3	137660533	157711332	99
chr3	157711332	165086976	96
chr3	165086976	185181279	99
chr3	185181279	195140578	98
chr3	195140578	198022430	98
chr4	0	68872	62
chr4	68872	1058774	88
chr4	1058774	3748666	89
chr4	3748666	4244957	41
chr4	4244957	10391541	41
chr4	10391541	10401693	34
chr4	10401693	10523882	41
chr4	10523882	16431214	32
chr4	16431214	38866759	30
chr4	38866759	50400000	80
chr4	50400000	52696792	0
chr4	52696792	57232462	63
chr4	57232462	61181242	70
chr4	61181242	62508710	86
chr4	62508710	63258961	86
chr4	63258961	64717535	73
chr4	64717535	67879627	73
chr4	67879627	69373472	86
chr4	69373472	77722350	86
chr4	77722350	78079552	15
chr4	78079552	91496729	0
chr4	91496729	111185617	0
chr4	111185617	115184241	0
chr4	115184241	117426368	0
chr4	117426368	131617559	49
chr4	131617559	144707996	64
chr4	144707996	147488246	63
chr4	147488246	152799628	59
chr4	152799628	152859487	66
chr4	152859487	157246996	49
chr4	157246996	182232103	6
chr4	182232103	182370281	0
chr4	182370281	191154276	6
chr5	0	15718863	82
chr5	15718863	17627577	81
chr5	17627577	21340641	82
chr5	21340641	34294965	82
chr5	34294965	46261151	84
chr5	46261151	46278212	84
chr5	46278212	48400000	2
chr5	48400000	54468742	15
chr5	54468742	57323830	7
chr5	57323830	57335951	71
chr5	57335951	57339215	14
chr5	57339215	59562282	0
chr5	59562282	60207684	32
chr5	60207684	67726835	0
chr5	67726835	91874023	0
chr5	91874023	104431157	0
chr5	104431157	109929881	0
chr5	109929881	125861556	10
chr5	125861556	135002874	10
chr5	135002874	137253770	19
chr5	137253770	155295672	75
chr5	155295672	160705062	0
chr5	160705062	174083959	0
chr5	174083959	179272967	64
chr5	179272967	180359083	22
chr5	180359083	180915260	70
chr6	0	2474390	67
chr6	2474390	2707234	61
chr6	2707234	38867928	67
chr6	38867928	41253872	69
chr6	41253872	41682273	73
chr6	41682273	43246151	24
chr6	43246151	46184971	24
chr6	46184971	58674833	72
chr6	58674833	58727835	72
chr6	58727835	61000000	0
chr6	61000000	78971818	70
chr6	78971818	108935641	84
chr6	108935641	139746239	80
chr6	139746239	162290242	88
chr6	162290242	162913567	81
chr6	162913567	163369662	88
chr6	163369662	171115067	88
chr7	0	2673130	62
chr7	2673130	14084389	19
chr7	14084389	59900000	70
chr7	59900000	65155291	72
chr7	65155291	72857766	72
chr7	72857766	76495209	92
chr7	76495209	89502811	92
chr7	89502811	104629407	47
chr7	104629407	116814065	45
chr7	116814065	124271546	45
chr7	124271546	126045519	45
chr7	126045519	159138663	95
chr8	0	6279445	31
chr8	6279445	12529361	0
chr8	12529361	25581005	0
chr8	25581005	33405349	44
chr8	33405349	39035082	68
chr8	39035082	40045237	73
chr8	40045237	40193663	66
chr8	40193663	42257907	73
chr8	42257907	43736901	70
chr8	43736901	45600000	0
chr8	45600000	46940022	8
chr8	46940022	83930012	99
chr8	83930012	104909428	49
chr8	104909428	141401916	99
chr8	141401916	141845756	49
chr8	141845756	146364022	99
chr9	0	2517743	97
chr9	2517743	3523736	95
chr9	3523736	6455602	97
chr9	6455602	6482001	0
chr9	6482001	6578730	47
chr9	6578730	7804281	97
chr9	7804281	27272630	95
chr9	27272630	32810366	95
chr9	32810366	33518761	98
chr9	33518761	38917671	98
chr9	38917671	41962511	38
chr9	41962511	49000000	38
chr9	49000000	65630934	1
chr9	65630934	70932988	40
chr9	70932988	70978541	31
chr9	70978541	83219796	21
chr9	83219796	94197803	21
chr9	94197803	106802465	19
chr9	106802465	106953327	27
chr9	106953327	107993621	19
chr9	107993621	108075839	19
chr9	108075839	112420841	24
chr9	112420841	124416350	76
chr9	124416350	135676879	27
chr9	135676879	136009099	77
chr9	136009099	141213431	82
chr10	0	36591562	99
chr10	36591562	40200000	75
chr10	40200000	47678399	19
chr10	47678399	47694107	20
