Chromosome Region	Start	End	gain
chr1	0	709822	81
chr1	709822	811403	83
chr1	811403	7656581	93
chr1	7656581	8060881	76
chr1	8060881	16770597	93
chr1	16770597	16772920	87
chr1	16772920	17088320	85
chr1	17088320	19646378	90
chr1	19646378	20672828	90
chr1	20672828	21534624	90
chr1	21534624	22707072	82
chr1	22707072	23386862	82
chr1	23386862	24667178	90
chr1	24667178	24755956	90
chr1	24755956	28453334	69
chr1	28453334	35097164	71
chr1	35097164	35102662	55
chr1	35102662	35109386	55
chr1	35109386	35690830	71
chr1	35690830	35900283	71
chr1	35900283	38286796	71
chr1	38286796	38525377	76
chr1	38525377	40558652	76
chr1	40558652	41200272	76
chr1	41200272	41495608	76
chr1	41495608	41506362	76
chr1	41506362	42001372	76
chr1	42001372	42563757	76
chr1	42563757	43876822	97
chr1	43876822	44424216	97
chr1	44424216	44984657	95
chr1	44984657	49086652	79
chr1	49086652	49135948	70
chr1	49135948	51418694	79
chr1	51418694	51750966	79
chr1	51750966	55115309	79
chr1	55115309	56702776	70
chr1	56702776	58484370	62
chr1	58484370	60269846	62
chr1	60269846	60439855	62
chr1	60439855	60535396	62
chr1	60535396	61117521	62
chr1	61117521	61409376	62
chr1	61409376	61949249	62
chr1	61949249	62253328	62
chr1	62253328	62666111	62
chr1	62666111	62907302	62
chr1	62907302	62944861	62
chr1	62944861	62983254	62
chr1	62983254	63552801	61
chr1	63552801	63743427	61
chr1	63743427	63858911	61
chr1	63858911	64654624	61
chr1	64654624	64813004	61
chr1	64813004	65215360	61
chr1	65215360	65340900	61
chr1	65340900	65659212	61
chr1	65659212	66239776	61
chr1	66239776	66272729	61
chr1	66272729	66281108	61
chr1	66281108	66586994	61
chr1	66586994	66731534	61
chr1	66731534	66775665	61
chr1	66775665	67003335	61
chr1	67003335	67047906	61
chr1	67047906	67926509	61
chr1	67926509	68085652	49
chr1	68085652	68644748	49
chr1	68644748	69307931	49
chr1	69307931	69744419	49
chr1	69744419	70000332	49
chr1	70000332	70106485	49
chr1	70106485	70131700	49
chr1	70131700	72447481	49
chr1	72447481	72756128	52
chr1	72756128	72811532	60
chr1	72811532	72812172	52
chr1	72812172	80501758	60
chr1	80501758	86636982	58
chr1	86636982	89232159	72
chr1	89232159	89383778	80
chr1	89383778	96516714	72
chr1	96516714	97123244	73
chr1	97123244	97277836	73
chr1	97277836	99445439	73
chr1	99445439	99548939	81
chr1	99548939	100327536	73
chr1	100327536	100519297	73
chr1	100519297	104144001	73
chr1	104144001	104157327	73
chr1	104157327	104288851	65
chr1	104288851	105144284	73
chr1	105144284	105423457	73
chr1	105423457	105547774	73
chr1	105547774	105606107	73
chr1	105606107	105998605	73
chr1	105998605	106058454	73
chr1	106058454	108879120	73
chr1	108879120	111025557	75
chr1	111025557	111031650	75
chr1	111031650	111176126	86
chr1	111176126	111620285	86
chr1	111620285	112246931	62
chr1	112246931	112259718	62
chr1	112259718	112289343	62
chr1	112289343	112506185	62
chr1	112506185	112634918	62
chr1	112634918	113094656	62
chr1	113094656	113810313	62
chr1	113810313	114374012	62
chr1	114374012	117914536	62
chr1	117914536	118056497	62
chr1	118056497	119652879	62
chr1	119652879	120476169	70
chr1	120476169	120685338	70
chr1	120685338	120741258	70
chr1	120741258	121185034	70
chr1	121185034	121230790	54
chr1	121230790	121291080	40
chr1	121291080	125000000	11
chr1	125000000	143458436	21
chr1	143458436	145116735	81
chr1	145116735	145181807	81
chr1	145181807	149251888	81
chr1	149251888	149820496	81
chr1	149820496	152767560	81
chr1	152767560	152825796	81
chr1	152825796	152944546	81
chr1	152944546	153132934	81
chr1	153132934	153602557	81
chr1	153602557	157260320	81
chr1	157260320	157453823	81
chr1	157453823	158815560	81
chr1	158815560	158894856	81
chr1	158894856	160493309	81
chr1	160493309	160713394	81
chr1	160713394	165218170	81
chr1	165218170	165297089	81
chr1	165297089	170086918	81
chr1	170086918	174128788	75
chr1	174128788	174400051	58
chr1	174400051	175320518	75
chr1	175320518	175658433	75
chr1	175658433	175797965	75
chr1	175797965	175866809	75
chr1	175866809	176294530	75
chr1	176294530	176825314	75
chr1	176825314	176910683	75
chr1	176910683	181036677	75
chr1	181036677	181131420	75
chr1	181131420	181618556	75
chr1	181618556	181841725	75
chr1	181841725	186526866	75
chr1	186526866	187233370	75
chr1	187233370	200960718	75
chr1	200960718	201038098	75
chr1	201038098	203010579	75
chr1	203010579	203370417	75
chr1	203370417	203491077	75
chr1	203491077	204425854	75
chr1	204425854	204529763	75
chr1	204529763	204591611	75
chr1	204591611	204889909	75
chr1	204889909	205016844	75
chr1	205016844	206884057	75
chr1	206884057	206988664	75
chr1	206988664	208513622	75
chr1	208513622	208571718	75
chr1	208571718	213989064	75
chr1	213989064	214072449	75
chr1	214072449	218463217	75
chr1	218463217	220350714	94
chr1	220350714	221959433	94
chr1	221959433	222725943	86
chr1	222725943	223636386	94
chr1	223636386	223693364	94
chr1	223693364	225127748	94
chr1	225127748	226686688	93
chr1	226686688	226981691	93
chr1	226981691	227677648	93
chr1	227677648	227772950	93
chr1	227772950	227888819	93
chr1	227888819	228277714	93
chr1	228277714	228801908	93
chr1	228801908	229291279	93
chr1	229291279	229918243	93
chr1	229918243	230548371	93
chr1	230548371	231221377	93
chr1	231221377	231324370	93
chr1	231324370	232274174	93
chr1	232274174	232352169	93
chr1	232352169	232442249	93
chr1	232442249	232557217	93
chr1	232557217	233041761	93
chr1	233041761	233073554	93
chr1	233073554	245562567	93
chr1	245562567	245580191	93
chr1	245580191	245893867	93
chr1	245893867	245989315	85
chr1	245989315	246113249	85
chr1	246113249	246278221	85
chr1	246278221	246389275	69
chr1	246389275	246404967	85
chr1	246404967	249250621	93
chr2	0	139608	84
chr2	139608	416444	84
chr2	416444	680214	84
chr2	680214	812656	84
chr2	812656	2032027	84
chr2	2032027	2448026	84
chr2	2448026	2935843	84
chr2	2935843	3016119	84
chr2	3016119	3724747	84
chr2	3724747	3764790	84
chr2	3764790	3831960	84
chr2	3831960	6010641	84
chr2	6010641	6118135	84
chr2	6118135	6296405	84
chr2	6296405	6319295	84
chr2	6319295	6399402	84
chr2	6399402	6520077	84
chr2	6520077	6623036	84
chr2	6623036	6805001	84
chr2	6805001	7080321	84
chr2	7080321	7248095	84
chr2	7248095	8128633	84
chr2	8128633	9009180	84
chr2	9009180	9277534	84
chr2	9277534	9448242	84
chr2	9448242	10341419	84
chr2	10341419	10614305	84
chr2	10614305	10938243	84
chr2	10938243	10979624	92
chr2	10979624	11178640	92
chr2	11178640	11921907	92
chr2	11921907	12287964	92
chr2	12287964	12450942	92
chr2	12450942	12546365	92
chr2	12546365	12829096	92
chr2	12829096	12892701	92
chr2	12892701	16095194	92
chr2	16095194	16156269	84
chr2	16156269	16197965	84
chr2	16197965	16415062	84
chr2	16415062	16588183	84
chr2	16588183	18222964	84
chr2	18222964	18393941	84
chr2	18393941	19070350	84
chr2	19070350	19661539	92
chr2	19661539	19701954	92
chr2	19701954	19841195	92
chr2	19841195	20041801	92
chr2	20041801	20756359	92
chr2	20756359	20955403	92
chr2	20955403	21056843	92
chr2	21056843	21141845	92
chr2	21141845	23185456	92
chr2	23185456	23875409	92
chr2	23875409	26757931	92
chr2	26757931	26986564	92
chr2	26986564	29428309	92
chr2	29428309	30197012	92
chr2	30197012	30888753	92
chr2	30888753	30974785	92
chr2	30974785	31067305	92
chr2	31067305	31538953	92
chr2	31538953	37831357	92
chr2	37831357	37886558	92
chr2	37886558	37960807	92
chr2	37960807	38021165	92
chr2	38021165	38407627	92
chr2	38407627	38470995	92
chr2	38470995	45248930	92
chr2	45248930	45608397	92
chr2	45608397	45999369	92
chr2	45999369	46056078	92
chr2	46056078	46211796	92
chr2	46211796	46402699	92
chr2	46402699	46479134	92
chr2	46479134	46662940	92
chr2	46662940	46687163	92
chr2	46687163	46776234	92
chr2	46776234	47028919	92
chr2	47028919	47293013	92
chr2	47293013	47833734	92
chr2	47833734	47938950	92
chr2	47938950	49196794	92
chr2	49196794	49219223	92
chr2	49219223	50366013	92
chr2	50366013	51153212	98
chr2	51153212	52739199	98
chr2	52739199	52747747	98
chr2	52747747	52784752	78
chr2	52784752	53902075	98
chr2	53902075	54275010	98
chr2	54275010	56748206	98
chr2	56748206	60388786	98
chr2	60388786	60950208	98
chr2	60950208	62453489	98
chr2	62453489	65966769	97
chr2	65966769	66027724	97
chr2	66027724	67165822	97
chr2	67165822	67653060	97
chr2	67653060	69396695	97
chr2	69396695	69591158	97
chr2	69591158	70675081	97
chr2	70675081	70714979	87
chr2	70714979	70957082	97
chr2	70957082	71208374	95
chr2	71208374	71346590	95
chr2	71346590	71671008	95
chr2	71671008	72455197	95
chr2	72455197	75381959	95
chr2	75381959	76294587	95
chr2	76294587	79568631	72
chr2	79568631	79633662	49
chr2	79633662	80603712	72
chr2	80603712	82215728	74
chr2	82215728	84873482	66
chr2	84873482	84916206	66
chr2	84916206	86032635	66
chr2	86032635	86307376	66
chr2	86307376	87474050	66
chr2	87474050	87882066	66
chr2	87882066	90301276	66
chr2	90301276	91627978	14
chr2	91627978	91704724	25
chr2	91704724	92193296	74
chr2	92193296	92275027	35
chr2	92275027	92285930	23
chr2	92285930	93300000	14
chr2	93300000	95341388	26
chr2	95341388	95358799	37
chr2	95358799	95421697	47
chr2	95421697	95439958	64
chr2	95439958	95920175	78
chr2	95920175	98305734	78
chr2	98305734	98909730	78
chr2	98909730	99520005	78
chr2	99520005	100349622	78
chr2	100349622	100867335	78
chr2	100867335	101235999	78
chr2	101235999	101842201	78
chr2	101842201	102079906	78
chr2	102079906	102252210	78
chr2	102252210	102550499	78
chr2	102550499	102991654	78
chr2	102991654	103614465	78
chr2	103614465	105109043	78
chr2	105109043	105324049	78
chr2	105324049	105372855	78
chr2	105372855	105426724	76
chr2	105426724	105527757	76
chr2	105527757	106157826	76
chr2	106157826	106356344	76
chr2	106356344	106859901	77
chr2	106859901	106886312	69
chr2	106886312	107089018	77
chr2	107089018	107182011	77
chr2	107182011	108874238	77
chr2	108874238	108913516	60
chr2	108913516	109512517	77
chr2	109512517	109736521	77
chr2	109736521	109866177	77
chr2	109866177	110040863	77
chr2	110040863	111588958	77
chr2	111588958	112474959	77
chr2	112474959	113570126	77
chr2	113570126	114479794	77
chr2	114479794	117347511	77
chr2	117347511	118918629	65
chr2	118918629	119436512	65
chr2	119436512	120319316	73
chr2	120319316	120888893	73
chr2	120888893	122290978	73
chr2	122290978	122786465	73
chr2	122786465	122856015	73
chr2	122856015	122944311	65
chr2	122944311	125197642	65
chr2	125197642	125345646	65
chr2	125345646	127019032	65
chr2	127019032	127116900	44
chr2	127116900	127863988	44
chr2	127863988	128283323	44
chr2	128283323	128677924	44
chr2	128677924	128904505	44
chr2	128904505	129283345	44
chr2	129283345	129944840	44
chr2	129944840	130111871	44
chr2	130111871	130378268	44
chr2	130378268	130402270	44
chr2	130402270	131509121	44
chr2	131509121	131756615	44
chr2	131756615	133570051	44
chr2	133570051	134433001	44
chr2	134433001	135500342	44
chr2	135500342	136922233	44
chr2	136922233	137396354	44
chr2	137396354	141798906	44
chr2	141798906	142010576	27
chr2	142010576	142356287	44
chr2	142356287	142756371	52
chr2	142756371	143285126	52
chr2	143285126	143458923	52
chr2	143458923	145647295	44
chr2	145647295	146863238	58
chr2	146863238	146872376	50
chr2	146872376	146879621	58
chr2	146879621	148762831	78
chr2	148762831	149232433	78
chr2	149232433	150090938	78
chr2	150090938	151637508	78
chr2	151637508	151779970	78
chr2	151779970	154427387	78
chr2	154427387	156483389	78
chr2	156483389	158777548	86
chr2	158777548	158872425	86
chr2	158872425	162216215	86
chr2	162216215	162342078	86
chr2	162342078	162488083	86
chr2	162488083	163318590	86
chr2	163318590	164132991	86
chr2	164132991	164232215	86
chr2	164232215	164506910	86
chr2	164506910	167608465	86
chr2	167608465	169012380	85
chr2	169012380	169072192	85
chr2	169072192	170300351	85
chr2	170300351	171094887	69
chr2	171094887	176993768	85
chr2	176993768	180413367	85
chr2	180413367	180423890	85
chr2	180423890	180613936	85
chr2	180613936	180808090	85
