Chromosome Region	Start	End	loss
chr1	0	850352	63
chr1	850352	3549709	54
chr1	3549709	21596504	60
chr1	21596504	23675595	77
chr1	23675595	27006664	71
chr1	27006664	29162232	84
chr1	29162232	32010418	68
chr1	32010418	35912440	65
chr1	35912440	37932773	57
chr1	37932773	41238949	58
chr1	41238949	41461766	12
chr1	41461766	47272352	12
chr1	47272352	47498281	12
chr1	47498281	48060099	0
chr1	48060099	49191814	12
chr1	49191814	64523891	10
chr1	64523891	64703369	0
chr1	64703369	68930409	11
chr1	68930409	79374415	11
chr1	79374415	94248559	25
chr1	94248559	110597837	25
chr1	110597837	117321742	26
chr1	117321742	117490223	9
chr1	117490223	119866850	9
chr1	119866850	121291080	0
chr1	121291080	125000000	4
chr1	125000000	143458436	2
chr1	143458436	155197211	0
chr1	155197211	160253898	0
chr1	160253898	165585394	0
chr1	165585394	196482328	0
chr1	196482328	197027250	30
chr1	197027250	202312639	35
chr1	202312639	214528793	35
chr1	214528793	220793581	52
chr1	220793581	223877121	21
chr1	223877121	224197457	15
chr1	224197457	237077589	21
chr1	237077589	240072448	20
chr1	240072448	240407323	13
chr1	240407323	249250621	0
chr2	0	179414	0
chr2	179414	2722278	0
chr2	2722278	3765713	0
chr2	3765713	3817344	0
chr2	3817344	31026712	0
chr2	31026712	33842221	0
chr2	33842221	34095811	42
chr2	34095811	41304474	34
chr2	41304474	46980721	34
chr2	46980721	50894160	38
chr2	50894160	54067275	21
chr2	54067275	61253438	38
chr2	61253438	69227221	45
chr2	69227221	71688308	49
chr2	71688308	93300000	36
chr2	93300000	101083571	29
chr2	101083571	114890311	45
chr2	114890311	128165932	46
chr2	128165932	137713074	54
chr2	137713074	142791681	52
chr2	142791681	159944224	44
chr2	159944224	160682629	42
chr2	160682629	160875381	42
chr2	160875381	161228931	25
chr2	161228931	161749289	42
chr2	161749289	170194821	25
chr2	170194821	170983995	0
chr2	170983995	172963229	0
chr2	172963229	184571318	0
chr2	184571318	203174642	0
chr2	203174642	208334204	0
chr2	208334204	208431266	0
chr2	208431266	211964308	0
chr2	211964308	212968946	0
chr2	212968946	213072271	0
chr2	213072271	213293705	0
chr2	213293705	219897043	0
chr2	219897043	220088631	0
chr2	220088631	224751603	0
chr2	224751603	237398682	0
chr2	237398682	241456646	0
chr2	241456646	242782802	0
chr2	242782802	243035970	0
chr2	243035970	243199373	0
chr3	0	12254141	30
chr3	12254141	22365188	62
chr3	22365188	22594560	45
chr3	22594560	29029578	62
chr3	29029578	40989072	54
chr3	40989072	50028288	55
chr3	50028288	53149508	57
chr3	53149508	53417798	49
chr3	53417798	56289800	63
chr3	56289800	67679792	63
chr3	67679792	73971516	63
chr3	73971516	85690312	61
chr3	85690312	91000000	61
chr3	91000000	93588564	0
chr3	93588564	98561048	20
chr3	98561048	102360901	21
chr3	102360901	102518618	8
chr3	102518618	107256578	21
chr3	107256578	114238023	19
chr3	114238023	120972573	12
chr3	120972573	126816582	52
chr3	126816582	133806401	47
chr3	133806401	150174517	30
chr3	150174517	150370514	47
chr3	150370514	156547626	30
chr3	156547626	156567541	47
chr3	156567541	160255737	30
chr3	160255737	162508230	0
chr3	162508230	162626588	21
chr3	162626588	162627609	0
chr3	162627609	167359489	0
chr3	167359489	168092063	0
chr3	168092063	174291873	0
chr3	174291873	198022430	0
chr4	0	85490	25
chr4	85490	7932349	0
chr4	7932349	8107136	0
chr4	8107136	8561391	0
chr4	8561391	19751457	0
chr4	19751457	23084268	0
chr4	23084268	23311177	0
chr4	23311177	23365756	41
chr4	23365756	27886433	2
chr4	27886433	33062502	19
chr4	33062502	34786973	48
chr4	34786973	34829893	41
chr4	34829893	44628697	48
chr4	44628697	44909791	31
chr4	44909791	48685813	65
chr4	48685813	50400000	8
chr4	50400000	52706713	0
chr4	52706713	52762136	66
chr4	52762136	53505787	65
chr4	53505787	57743483	66
chr4	57743483	59632947	32
chr4	59632947	70225874	32
chr4	70225874	72653701	32
chr4	72653701	74310496	69
chr4	74310496	87735837	69
chr4	87735837	92562965	70
chr4	92562965	119356515	87
chr4	119356515	125369969	3
chr4	125369969	134579368	0
chr4	134579368	153930925	0
chr4	153930925	157975906	0
chr4	157975906	161877009	0
chr4	161877009	165609158	35
chr4	165609158	171423012	82
chr4	171423012	171521347	65
chr4	171521347	176167638	82
chr4	176167638	191154276	41
chr5	0	10149367	0
chr5	10149367	11489070	0
chr5	11489070	16293368	0
chr5	16293368	19643440	0
chr5	19643440	20645973	0
chr5	20645973	26107358	0
chr5	26107358	26800864	13
chr5	26800864	38049620	0
chr5	38049620	41443617	0
chr5	41443617	41985145	0
chr5	41985145	48400000	0
chr5	48400000	53933611	11
chr5	53933611	57335951	11
chr5	57335951	65302196	11
chr5	65302196	66304055	58
chr5	66304055	72595012	75
chr5	72595012	95739277	75
chr5	95739277	107950637	75
chr5	107950637	109647117	64
chr5	109647117	126630361	60
chr5	126630361	131435459	16
