Chromosome Region	Start	End	gain
chr1	0	715604	0
chr1	715604	815952	0
chr1	815952	1161251	0
chr1	1161251	3355869	0
chr1	3355869	3403195	0
chr1	3403195	6127952	0
chr1	6127952	11073414	0
chr1	11073414	13936619	0
chr1	13936619	16222530	0
chr1	16222530	23675595	0
chr1	23675595	23885226	0
chr1	23885226	27822900	0
chr1	27822900	28453334	0
chr1	28453334	31266515	0
chr1	31266515	31465687	0
chr1	31465687	40096785	0
chr1	40096785	41238949	0
chr1	41238949	41281219	0
chr1	41281219	41658368	16
chr1	41658368	41984443	0
chr1	41984443	43082313	4
chr1	43082313	43112846	0
chr1	43112846	44056930	4
chr1	44056930	44345774	21
chr1	44345774	48742095	4
chr1	48742095	52709536	18
chr1	52709536	56571698	4
chr1	56571698	56592339	1
chr1	56592339	64523891	15
chr1	64523891	64703369	25
chr1	64703369	68749410	15
chr1	68749410	72759523	15
chr1	72759523	72765894	15
chr1	72765894	72805230	0
chr1	72805230	72864112	15
chr1	72864112	79374415	14
chr1	79374415	87681211	7
chr1	87681211	90046030	0
chr1	90046030	90119096	0
chr1	90119096	91504266	0
chr1	91504266	101904887	0
chr1	101904887	102297927	9
chr1	102297927	104802382	0
chr1	104802382	104863390	0
chr1	104863390	105235109	0
chr1	105235109	109350926	0
chr1	109350926	109973521	0
chr1	109973521	117490223	0
chr1	117490223	117810519	0
chr1	117810519	117927390	0
chr1	117927390	120553649	0
chr1	120553649	121185034	0
chr1	121185034	125000000	0
chr1	125000000	145114676	1
chr1	145114676	149808817	1
chr1	149808817	149825606	0
chr1	149825606	152249056	18
chr1	152249056	152311634	0
chr1	152311634	152510839	1
chr1	152510839	152767560	0
chr1	152767560	153495862	1
chr1	153495862	153783583	18
chr1	153783583	155903195	1
chr1	155903195	156032504	15
chr1	156032504	157848227	1
chr1	157848227	160550534	2
chr1	160550534	174484130	1
chr1	174484130	184335064	1
chr1	184335064	184408465	15
chr1	184408465	191768815	1
chr1	191768815	191794378	0
chr1	191794378	196482328	1
chr1	196482328	201881074	0
chr1	201881074	201966584	6
chr1	201966584	202080096	22
chr1	202080096	202094062	6
chr1	202094062	202150123	5
chr1	202150123	215919288	0
chr1	215919288	215941341	0
chr1	215941341	220793581	0
chr1	220793581	220917142	1
chr1	220917142	221007749	0
chr1	221007749	235477770	1
chr1	235477770	235679241	18
chr1	235679241	236556063	1
chr1	236556063	237077589	0
chr1	237077589	239653589	15
chr1	239653589	239721950	5
chr1	239721950	239862049	15
chr1	239862049	240137471	5
chr1	240137471	240338063	15
chr1	240338063	249250621	5
chr2	0	10484183	0
chr2	10484183	12281541	0
chr2	12281541	12311156	0
chr2	12311156	21263561	0
chr2	21263561	21813996	0
chr2	21813996	23792313	8
chr2	23792313	25240564	10
chr2	25240564	26382636	11
chr2	26382636	28984582	10
chr2	28984582	29079852	24
chr2	29079852	31334781	10
chr2	31334781	33661050	6
chr2	33661050	33842221	6
chr2	33842221	37179231	0
chr2	37179231	45700822	0
chr2	45700822	46077270	7
chr2	46077270	46365262	0
chr2	46365262	62453489	0
chr2	62453489	65519989	0
chr2	65519989	68950312	0
chr2	68950312	71120279	0
chr2	71120279	74336912	0
chr2	74336912	74448605	0
chr2	74448605	77868964	0
chr2	77868964	78064287	0
chr2	78064287	87397652	0
chr2	87397652	90301276	0
chr2	90301276	91627978	0
chr2	91627978	91704724	0
chr2	91704724	92193296	0
chr2	92193296	92275027	0
chr2	92275027	93300000	0
chr2	93300000	95358799	0
chr2	95358799	102720788	0
chr2	102720788	102747220	0
chr2	102747220	109629322	0
chr2	109629322	109797701	1
chr2	109797701	117797263	0
chr2	117797263	120285763	0
chr2	120285763	125578189	0
chr2	125578189	139314967	0
chr2	139314967	141068258	0
chr2	141068258	141683215	0
chr2	141683215	141760656	0
chr2	141760656	149006552	0
chr2	149006552	149130078	0
chr2	149130078	149611169	0
chr2	149611169	154299163	0
chr2	154299163	154329445	0
chr2	154329445	155674194	0
chr2	155674194	156853319	0
chr2	156853319	160049682	6
chr2	160049682	160090996	0
chr2	160090996	162310462	6
chr2	162310462	170194821	6
chr2	170194821	170983995	15
chr2	170983995	177863273	25
chr2	177863273	180421629	13
chr2	180421629	184571318	13
chr2	184571318	185216642	23
chr2	185216642	185406745	23
chr2	185406745	185565403	23
chr2	185565403	189965565	24
chr2	189965565	189997204	7
chr2	189997204	193163487	24
chr2	193163487	201655561	19
chr2	201655561	203174642	17
chr2	203174642	204427050	15
chr2	204427050	208695766	16
chr2	208695766	208751483	5
chr2	208751483	213425769	16
chr2	213425769	219897043	9
chr2	219897043	220088631	3
chr2	220088631	220991436	6
chr2	220991436	227962753	0
chr2	227962753	228630043	0
chr2	228630043	228845817	0
chr2	228845817	236709549	0
chr2	236709549	237031522	0
chr2	237031522	237804129	0
chr2	237804129	237805859	0
chr2	237805859	241456646	0
chr2	241456646	241558882	13
chr2	241558882	243199373	1
chr3	0	3113387	6
chr3	3113387	3117336	0
chr3	3117336	8781083	6
chr3	8781083	8883123	0
chr3	8883123	9197057	0
chr3	9197057	12631810	0
chr3	12631810	12698937	0
chr3	12698937	14930071	0
chr3	14930071	16906328	0
chr3	16906328	23275295	0
chr3	23275295	23857279	0
chr3	23857279	23973275	12
