Chromosome Region	Start	End	gain
chr1	0	6853355	0
chr1	6853355	8066167	9
chr1	8066167	11009611	8
chr1	11009611	15028144	0
chr1	15028144	15114070	8
chr1	15114070	16870321	0
chr1	16870321	17082652	0
chr1	17082652	23675595	0
chr1	23675595	25507254	0
chr1	25507254	26253274	11
chr1	26253274	26576396	11
chr1	26576396	27481096	0
chr1	27481096	27822900	11
chr1	27822900	28050602	21
chr1	28050602	28596133	23
chr1	28596133	32866884	5
chr1	32866884	35051963	8
chr1	35051963	37197385	9
chr1	37197385	37324799	14
chr1	37324799	37955370	22
chr1	37955370	38180037	36
chr1	38180037	39224753	22
chr1	39224753	41965965	36
chr1	41965965	42674616	35
chr1	42674616	45061581	14
chr1	45061581	48160843	32
chr1	48160843	48742095	18
chr1	48742095	52709536	46
chr1	52709536	53344941	14
chr1	53344941	56592339	11
chr1	56592339	59169753	41
chr1	59169753	62851904	41
chr1	62851904	63016018	55
chr1	63016018	65299195	41
chr1	65299195	65369223	55
chr1	65369223	65933145	41
chr1	65933145	70873430	35
chr1	70873430	72208817	35
chr1	72208817	72753227	39
chr1	72753227	72759361	55
chr1	72759361	72765894	58
chr1	72765894	72768926	23
chr1	72768926	72805230	0
chr1	72805230	72811532	24
chr1	72811532	77593002	41
chr1	77593002	80548614	37
chr1	80548614	87211485	31
chr1	87211485	87681211	49
chr1	87681211	88020633	11
chr1	88020633	91954925	0
chr1	91954925	92380027	11
chr1	92380027	92598321	0
chr1	92598321	95303791	11
chr1	95303791	95494745	14
chr1	95494745	95775615	0
chr1	95775615	97206239	0
chr1	97206239	98713037	0
chr1	98713037	98750900	8
chr1	98750900	105235109	0
chr1	105235109	109973521	0
chr1	109973521	112693006	0
chr1	112693006	112706196	0
chr1	112706196	113290397	0
chr1	113290397	113868367	0
chr1	113868367	114746862	0
chr1	114746862	114801514	0
chr1	114801514	118186483	0
chr1	118186483	120468751	0
chr1	120468751	120553649	0
chr1	120553649	120621451	28
chr1	120621451	121230790	44
chr1	121230790	121291080	28
chr1	121291080	125000000	1
chr1	125000000	143458436	4
chr1	143458436	149732608	20
chr1	149732608	149847673	20
chr1	149847673	152768310	33
chr1	152768310	152856193	33
chr1	152856193	152979258	46
chr1	152979258	154535541	33
chr1	154535541	155286287	33
chr1	155286287	155903195	33
chr1	155903195	158207057	35
chr1	158207057	158313222	49
chr1	158313222	163809199	35
chr1	163809199	166568705	49
chr1	166568705	171491621	35
chr1	171491621	173597243	49
chr1	173597243	174166144	33
chr1	174166144	174506579	29
chr1	174506579	174987046	15
chr1	174987046	176051538	33
chr1	176051538	176161380	47
chr1	176161380	177744013	33
chr1	177744013	177933068	47
chr1	177933068	182935212	30
chr1	182935212	183943386	48
chr1	183943386	187520715	48
chr1	187520715	189157358	29
chr1	189157358	189508302	28
chr1	189508302	192384886	42
chr1	192384886	196828843	28
chr1	196828843	200789160	27
chr1	200789160	205053184	46
chr1	205053184	207327196	44
chr1	207327196	209745006	31
chr1	209745006	209839590	44
chr1	209839590	213282083	25
chr1	213282083	216440418	26
chr1	216440418	217754871	27
chr1	217754871	218587072	27
chr1	218587072	218686904	41
chr1	218686904	219692450	27
chr1	219692450	227936992	28
chr1	227936992	230516522	41
chr1	230516522	232594411	28
chr1	232594411	232677503	41
chr1	232677503	232948623	28
chr1	232948623	249250621	27
chr2	0	10484183	0
chr2	10484183	18548422	0
chr2	18548422	19089623	0
chr2	19089623	19813813	0
chr2	19813813	21813996	0
chr2	21813996	21851627	12
chr2	21851627	22174099	26
chr2	22174099	23792313	12
chr2	23792313	26060892	13
chr2	26060892	26077186	36
chr2	26077186	26916131	39
chr2	26916131	30859740	45
chr2	30859740	31334781	23
chr2	31334781	37179231	17
chr2	37179231	38040545	22
chr2	38040545	38181431	36
chr2	38181431	41809180	22
chr2	41809180	42572649	18
chr2	42572649	43740823	21
chr2	43740823	49616470	18
chr2	49616470	49698261	32
chr2	49698261	55073688	18
chr2	55073688	55686405	22
chr2	55686405	55862670	24
chr2	55862670	60270985	22
chr2	60270985	62006204	36
chr2	62006204	63031292	22
chr2	63031292	63141799	8
chr2	63141799	65360446	22
chr2	65360446	65682351	23
chr2	65682351	71120279	20
chr2	71120279	74448605	0
chr2	74448605	77973549	0
chr2	77973549	78055193	0
chr2	78055193	80780924	0
chr2	80780924	80831029	0
chr2	80831029	85580057	0
chr2	85580057	85701660	0
chr2	85701660	87102511	0
chr2	87102511	87341354	0
chr2	87341354	90301276	0
chr2	90301276	91794849	0
chr2	91794849	92089051	10
chr2	92089051	92193296	23
chr2	92193296	92285930	10
chr2	92285930	93300000	0
chr2	93300000	95439958	0
chr2	95439958	96656411	11
chr2	96656411	97624834	0
chr2	97624834	98524556	8
chr2	98524556	98675483	25
chr2	98675483	98879626	8
chr2	98879626	99742491	25
chr2	99742491	102410348	8
chr2	102410348	104028502	7
chr2	104028502	104262587	24
chr2	104262587	104385099	7
chr2	104385099	104521125	24
chr2	104521125	109073022	10
chr2	109073022	112415706	24
chr2	112415706	113444584	10
chr2	113444584	120383500	24
chr2	120383500	123558644	10
chr2	123558644	139266523	10
chr2	139266523	141706582	24
chr2	141706582	142143208	10
chr2	142143208	142692934	11
chr2	142692934	143110356	25
chr2	143110356	143320951	11
chr2	143320951	146864436	25
chr2	146864436	152397296	30
chr2	152397296	153782144	16
chr2	153782144	153972474	30
chr2	153972474	154276875	16
chr2	154276875	155674194	30
chr2	155674194	157533540	30
chr2	157533540	157534519	17
chr2	157534519	159315782	30
chr2	159315782	161464653	12
chr2	161464653	164711142	12
chr2	164711142	167543853	31
chr2	167543853	168773435	17
chr2	168773435	171368309	31
chr2	171368309	172664318	37
chr2	172664318	173806966	37
chr2	173806966	177189497	19
chr2	177189497	178032138	35
chr2	178032138	181738827	19
chr2	181738827	184432051	32
chr2	184432051	184673379	32
chr2	184673379	186217716	19
chr2	186217716	186458661	37
chr2	186458661	187629616	54
chr2	187629616	189806307	37
chr2	189806307	189965565	37
chr2	189965565	190309384	37
chr2	190309384	191016476	37
chr2	191016476	191360716	37
chr2	191360716	191564964	37
chr2	191564964	194471488	37
chr2	194471488	194679904	37
chr2	194679904	196643104	16
chr2	196643104	201655561	11
chr2	201655561	204245014	9
chr2	204245014	208999100	8
chr2	208999100	209063487	22
chr2	209063487	216279727	3
chr2	216279727	218852039	0
chr2	218852039	219079263	0
chr2	219079263	227962753	0
chr2	227962753	229948848	0
chr2	229948848	230065224	0
chr2	230065224	234925298	0
chr2	234925298	236317554	0
chr2	236317554	236943609	0
chr2	236943609	237490615	0
chr2	237490615	238577884	0
chr2	238577884	239278666	0
chr2	239278666	239500651	0
chr2	239500651	243199373	0
chr3	0	10243615	0
chr3	10243615	12356103	0
chr3	12356103	16755083	0
chr3	16755083	18919212	1
chr3	18919212	19234215	15
chr3	19234215	23857279	0
chr3	23857279	23904874	11
chr3	23904874	24624899	25
chr3	24624899	24945501	2
chr3	24945501	24982753	0
chr3	24982753	25121418	13
chr3	25121418	27467906	15
chr3	27467906	31958533	1
