Chromosome Region	Start	End	loss
chr1	0	469361	0
chr1	469361	811403	0
chr1	811403	2539595	0
chr1	2539595	9118725	0
chr1	9118725	11854466	0
chr1	11854466	12040015	0
chr1	12040015	16848768	0
chr1	16848768	17016876	0
chr1	17016876	22238957	0
chr1	22238957	27644054	0
chr1	27644054	29495704	0
chr1	29495704	32534952	0
chr1	32534952	33390994	0
chr1	33390994	33452499	0
chr1	33452499	36679946	0
chr1	36679946	45855175	0
chr1	45855175	48160843	0
chr1	48160843	51062508	0
chr1	51062508	51432963	0
chr1	51432963	51595735	0
chr1	51595735	55647444	0
chr1	55647444	72818695	0
chr1	72818695	75738650	0
chr1	75738650	75850493	0
chr1	75850493	84538032	0
chr1	84538032	95388034	0
chr1	95388034	95505579	0
chr1	95505579	117570388	0
chr1	117570388	121185034	0
chr1	121185034	121291080	0
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	149425912	0
chr1	149425912	151993276	0
chr1	151993276	153545516	0
chr1	153545516	155333627	0
chr1	155333627	155585469	0
chr1	155585469	155682741	0
chr1	155682741	155922206	0
chr1	155922206	156597962	0
chr1	156597962	188994230	0
chr1	188994230	196705860	0
chr1	196705860	196731848	0
chr1	196731848	196816261	0
chr1	196816261	227536324	0
chr1	227536324	227850156	0
chr1	227850156	228037701	0
chr1	228037701	228435421	0
chr1	228435421	236440476	0
chr1	236440476	236585194	0
chr1	236585194	237734537	0
chr1	237734537	237820577	0
chr1	237820577	241952051	0
chr1	241952051	242012816	0
chr1	242012816	242837484	0
chr1	242837484	242872260	0
chr1	242872260	243842974	0
chr1	243842974	243963380	0
chr1	243963380	245944223	0
chr1	245944223	245952755	0
chr1	245952755	246779170	0
chr1	246779170	246853177	0
chr1	246853177	248365649	0
chr1	248365649	249250621	0
chr2	0	416444	0
chr2	416444	3044334	0
chr2	3044334	3210894	0
chr2	3210894	4209776	0
chr2	4209776	4223340	0
chr2	4223340	15680997	0
chr2	15680997	15732179	0
chr2	15732179	19105253	0
chr2	19105253	28575274	0
chr2	28575274	29037579	0
chr2	29037579	29421526	0
chr2	29421526	29457191	0
chr2	29457191	33099660	0
chr2	33099660	33215549	0
chr2	33215549	34656404	0
chr2	34656404	34684291	0
chr2	34684291	34737116	0
chr2	34737116	41238339	0
chr2	41238339	41251249	0
chr2	41251249	41257596	0
chr2	41257596	41600920	0
chr2	41600920	45848426	0
chr2	45848426	58306409	0
chr2	58306409	58392501	0
chr2	58392501	87326504	0
chr2	87326504	87352955	0
chr2	87352955	87413976	0
chr2	87413976	87555780	0
chr2	87555780	87850026	0
chr2	87850026	88351344	0
chr2	88351344	90301276	0
chr2	90301276	91627978	0
chr2	91627978	92275027	0
chr2	92275027	93300000	0
chr2	93300000	95341388	0
chr2	95341388	95439958	0
chr2	95439958	107670391	0
chr2	107670391	113860516	0
chr2	113860516	114019590	0
chr2	114019590	114488544	0
chr2	114488544	123489857	0
chr2	123489857	133011000	0
chr2	133011000	146872376	0
chr2	146872376	164947649	0
chr2	164947649	171510997	0
chr2	171510997	171813078	0
chr2	171813078	180408999	0
chr2	180408999	180423890	0
chr2	180423890	186781053	0
chr2	186781053	186872333	0
chr2	186872333	187481423	0
chr2	187481423	187567673	0
chr2	187567673	187988040	0
chr2	187988040	188159389	0
chr2	188159389	199858614	0
chr2	199858614	213183735	0
chr2	213183735	220576527	0
chr2	220576527	231959482	0
chr2	231959482	232111213	0
chr2	232111213	234205549	0
chr2	234205549	239410117	0
chr2	239410117	241462146	6
chr2	241462146	241958042	0
chr2	241958042	243199373	0
chr3	0	416497	0
chr3	416497	4348110	0
chr3	4348110	4381438	4
chr3	4381438	6648836	0
chr3	6648836	6654205	4
chr3	6654205	7832478	0
chr3	7832478	8097987	4
chr3	8097987	19762174	0
chr3	19762174	19846712	0
chr3	19846712	26304146	0
chr3	26304146	40584675	0
chr3	40584675	48152949	0
chr3	48152949	48275962	0
chr3	48275962	49867825	0
chr3	49867825	50215032	0
chr3	50215032	50366111	0
chr3	50366111	52140332	0
chr3	52140332	52152004	0
chr3	52152004	52542610	0
chr3	52542610	62246702	0
chr3	62246702	62470984	0
chr3	62470984	64524527	0
chr3	64524527	64550402	0
chr3	64550402	68728890	0
chr3	68728890	68748866	0
chr3	68748866	84074913	0
chr3	84074913	91000000	0
chr3	91000000	93548479	0
chr3	93548479	95507646	0
chr3	95507646	100517430	0
chr3	100517430	101728793	0
chr3	101728793	104966163	0
chr3	104966163	114794597	0
chr3	114794597	114847336	0
chr3	114847336	116070536	0
chr3	116070536	117652723	0
chr3	117652723	125445136	0
chr3	125445136	125475705	0
chr3	125475705	125539111	0
chr3	125539111	129763279	0
chr3	129763279	129806580	0
chr3	129806580	152962399	0
chr3	152962399	162510463	0
chr3	162510463	162625988	0
chr3	162625988	163284504	0
chr3	163284504	165041326	0
chr3	165041326	165086976	0
chr3	165086976	168884697	0
chr3	168884697	170250689	0
chr3	170250689	170564855	0
chr3	170564855	171219001	0
chr3	171219001	171358096	0
chr3	171358096	171710121	0
chr3	171710121	171862209	0
chr3	171862209	172070534	0
chr3	172070534	172203172	0
chr3	172203172	172374747	0
chr3	172374747	172567439	0
