Chromosome Region	Start	End	loss
chr1	0	767025	34
chr1	767025	6853355	26
chr1	6853355	11009611	0
chr1	11009611	12860827	26
chr1	12860827	13733465	34
chr1	13733465	14454375	26
chr1	14454375	14500584	34
chr1	14500584	15028144	26
chr1	15028144	15114070	0
chr1	15114070	15344250	26
chr1	15344250	16588894	34
chr1	16588894	16697192	20
chr1	16697192	17691321	34
chr1	17691321	17842092	20
chr1	17842092	21515869	34
chr1	21515869	21740246	26
chr1	21740246	25507254	34
chr1	25507254	26576396	8
chr1	26576396	27481096	34
chr1	27481096	27535130	8
chr1	27535130	28596133	0
chr1	28596133	28771659	26
chr1	28771659	31262421	21
chr1	31262421	35091656	10
chr1	35091656	36239842	19
chr1	36239842	37098711	14
chr1	37098711	37955370	0
chr1	37955370	38180037	0
chr1	38180037	39224753	0
chr1	39224753	39454983	0
chr1	39454983	42674616	0
chr1	42674616	44687475	0
chr1	44687475	44820347	0
chr1	44820347	45061581	0
chr1	45061581	46570864	0
chr1	46570864	47223002	0
chr1	47223002	48160843	0
chr1	48160843	48988196	0
chr1	48988196	49308196	0
chr1	49308196	51751304	0
chr1	51751304	60931543	0
chr1	60931543	61011195	11
chr1	61011195	62851904	0
chr1	62851904	63016018	0
chr1	63016018	65299195	0
chr1	65299195	65315050	0
chr1	65315050	65358736	0
chr1	65358736	65369223	0
chr1	65369223	65933145	0
chr1	65933145	71003255	0
chr1	71003255	71537191	4
chr1	71537191	71786677	12
chr1	71786677	72765894	4
chr1	72765894	72816882	18
chr1	72816882	83828881	4
chr1	83828881	83961652	18
chr1	83961652	86071417	4
chr1	86071417	86409792	0
chr1	86409792	87211485	4
chr1	87211485	88020633	0
chr1	88020633	89510891	4
chr1	89510891	89899366	0
chr1	89899366	91954925	4
chr1	91954925	92380027	0
chr1	92380027	92598321	4
chr1	92598321	93275319	0
chr1	93275319	95494745	0
chr1	95494745	98713037	18
chr1	98713037	98750900	0
chr1	98750900	113290397	18
chr1	113290397	113501522	0
chr1	113501522	113678932	0
chr1	113678932	113868367	0
chr1	113868367	114746862	18
chr1	114746862	114801514	0
chr1	114801514	116526920	18
chr1	116526920	118186483	16
chr1	118186483	121185034	0
chr1	121185034	121291080	0
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	144527676	0
chr1	144527676	145386254	0
chr1	145386254	149255799	0
chr1	149255799	149834798	0
chr1	149834798	152856193	0
chr1	152856193	152979258	0
chr1	152979258	153191794	0
chr1	153191794	153250731	0
chr1	153250731	155253522	0
chr1	155253522	158207057	0
chr1	158207057	158313222	0
chr1	158313222	162881278	0
chr1	162881278	162933215	0
chr1	162933215	163809199	0
chr1	163809199	166568705	0
chr1	166568705	167795127	0
chr1	167795127	167918828	0
chr1	167918828	169585047	0
chr1	169585047	171491621	0
chr1	171491621	172153245	0
chr1	172153245	172209427	0
chr1	172209427	173597243	0
chr1	173597243	174472140	0
chr1	174472140	174506579	0
chr1	174506579	174987046	1
chr1	174987046	176051538	0
chr1	176051538	176161380	0
chr1	176161380	176761738	0
chr1	176761738	177744013	0
chr1	177744013	177933068	0
chr1	177933068	179800493	0
chr1	179800493	182935212	0
chr1	182935212	183271207	0
chr1	183271207	183303180	0
chr1	183303180	187520715	0
chr1	187520715	189508302	0
chr1	189508302	192384886	0
chr1	192384886	200789160	0
chr1	200789160	203761823	0
chr1	203761823	203918036	0
chr1	203918036	206508400	0
chr1	206508400	207327196	0
chr1	207327196	209745006	13
chr1	209745006	209839590	0
chr1	209839590	218587072	13
chr1	218587072	218686904	0
chr1	218686904	223481124	13
chr1	223481124	224256093	5
chr1	224256093	224411289	0
chr1	224411289	224588601	0
chr1	224588601	227936992	13
chr1	227936992	230516522	0
chr1	230516522	232594411	13
chr1	232594411	232677503	0
chr1	232677503	236454946	13
chr1	236454946	236536247	0
chr1	236536247	237375389	13
chr1	237375389	247292531	16
chr1	247292531	249250621	0
chr2	0	19089623	5
chr2	19089623	19320223	0
chr2	19320223	19813813	0
chr2	19813813	19997951	25
chr2	19997951	20317602	17
chr2	20317602	21851627	25
chr2	21851627	22174099	0
chr2	22174099	23630998	25
chr2	23630998	23871292	17
chr2	23871292	26060892	25
chr2	26060892	26077186	0
chr2	26077186	30859740	0
chr2	30859740	32163804	21
chr2	32163804	32584312	7
chr2	32584312	35889399	21
chr2	35889399	38040545	13
chr2	38040545	38181431	0
chr2	38181431	39027347	13
chr2	39027347	39246568	21
chr2	39246568	39483431	13
chr2	39483431	42633249	21
chr2	42633249	42828325	7
chr2	42828325	47538695	21
chr2	47538695	47697978	7
chr2	47697978	47889331	21
chr2	47889331	48110791	7
chr2	48110791	49616470	21
chr2	49616470	49698261	0
chr2	49698261	50626114	21
chr2	50626114	60270985	13
chr2	60270985	61666549	0
chr2	61666549	62006204	0
chr2	62006204	62042449	0
chr2	62042449	63031292	13
chr2	63031292	63141799	39
chr2	63141799	65351817	13
chr2	65351817	65465459	0
chr2	65465459	67429190	13
chr2	67429190	67651895	21
chr2	67651895	67851794	13
chr2	67851794	70266797	0
chr2	70266797	70492634	0
chr2	70492634	71036446	0
chr2	71036446	71398812	0
chr2	71398812	75885669	0
chr2	75885669	77973549	0
chr2	77973549	78055193	0
chr2	78055193	80780924	0
chr2	80780924	80831029	0
chr2	80831029	85580057	0
chr2	85580057	85701660	0
chr2	85701660	91627978	0
chr2	91627978	91704724	0
chr2	91704724	92089051	0
chr2	92089051	92193296	0
chr2	92193296	92275027	0
chr2	92275027	93300000	7
chr2	93300000	97624834	0
chr2	97624834	97832353	0
chr2	97832353	98197009	0
chr2	98197009	99742491	0
chr2	99742491	104385099	0
chr2	104385099	104521125	0
chr2	104521125	109073022	0
chr2	109073022	112415706	0
chr2	112415706	113444584	0
chr2	113444584	120383500	0
chr2	120383500	128707938	0
chr2	128707938	128867389	0
chr2	128867389	128960405	0
chr2	128960405	135972182	2
chr2	135972182	139266523	0
chr2	139266523	140884228	0
chr2	140884228	141387789	0
chr2	141387789	141420218	0
chr2	141420218	141421062	0
chr2	141421062	141706582	0
chr2	141706582	142014612	16
chr2	142014612	142068980	8
chr2	142068980	142692934	0
chr2	142692934	143110356	0
chr2	143110356	143320951	0
chr2	143320951	146863238	0
chr2	146863238	146866854	0
chr2	146866854	152397296	0
chr2	152397296	153782144	0
chr2	153782144	153972474	0
chr2	153972474	154276875	0
chr2	154276875	154602651	0
chr2	154602651	157533540	0
chr2	157533540	157534519	0
chr2	157534519	159315782	0
chr2	159315782	164711142	0
chr2	164711142	167543853	0
chr2	167543853	168773435	0
chr2	168773435	170384577	0
chr2	170384577	170472426	0
chr2	170472426	173806966	0
chr2	173806966	174840448	0
chr2	174840448	181738827	0
chr2	181738827	184673379	0
chr2	184673379	185971389	0
chr2	185971389	186217716	0
chr2	186217716	186785832	0
chr2	186785832	189806307	0
chr2	189806307	189848630	0
chr2	189848630	189965565	0
chr2	189965565	190309384	0
chr2	190309384	191016476	0
chr2	191016476	191360716	0
chr2	191360716	191564964	0
chr2	191564964	191722235	0
chr2	191722235	191854453	0
chr2	191854453	194679904	0
chr2	194679904	196637169	0
chr2	196637169	203069398	0
chr2	203069398	204202731	0
chr2	204202731	208999100	0
chr2	208999100	209063487	0
chr2	209063487	217032025	0
chr2	217032025	217257958	0
chr2	217257958	217756983	0
chr2	217756983	218852039	0
chr2	218852039	219079263	0
chr2	219079263	229948848	0
chr2	229948848	230065224	0
chr2	230065224	236317554	0
chr2	236317554	238577884	0
chr2	238577884	239278666	0
chr2	239278666	239500651	0
chr2	239500651	243199373	0
chr3	0	11639931	0
chr3	11639931	11651839	14
chr3	11651839	18919212	0
chr3	18919212	19234215	0
chr3	19234215	19440301	0
chr3	19440301	23904874	0
chr3	23904874	24624899	0
chr3	24624899	24982753	0
chr3	24982753	26612137	0
chr3	26612137	26616020	0
chr3	26616020	27467906	0
chr3	27467906	31958533	0
chr3	31958533	32471102	0
chr3	32471102	32672483	0
chr3	32672483	32687890	0
chr3	32687890	32840816	0
chr3	32840816	33101111	0
chr3	33101111	47721582	0
chr3	47721582	48152949	0
chr3	48152949	50132434	0
chr3	50132434	55557879	8
chr3	55557879	56589233	0
chr3	56589233	57229022	0
chr3	57229022	59019091	0
chr3	59019091	60426234	8
chr3	60426234	60512802	0
chr3	60512802	63356016	8
chr3	63356016	64372507	0
chr3	64372507	64418082	0
chr3	64418082	65625084	0
chr3	65625084	72004310	8
chr3	72004310	73198696	0
chr3	73198696	74943778	0
chr3	74943778	84871422	0
chr3	84871422	85616390	0
chr3	85616390	89420352	0
chr3	89420352	90137970	0
chr3	90137970	91000000	0
chr3	91000000	93543006	0
chr3	93543006	93548479	0
chr3	93548479	93588564	0
chr3	93588564	93705493	0
chr3	93705493	93720625	0
chr3	93720625	93769215	0
chr3	93769215	96925560	0
chr3	96925560	97058062	0
chr3	97058062	101847172	0
chr3	101847172	102029359	0
chr3	102029359	104760858	0
chr3	104760858	105419369	12
chr3	105419369	106778255	0
chr3	106778255	107283509	0
chr3	107283509	107352799	0
chr3	107352799	107591196	0
chr3	107591196	107754354	0
chr3	107754354	107969313	0
chr3	107969313	108944655	0
chr3	108944655	109199781	0
chr3	109199781	110209578	0
chr3	110209578	110374486	0
chr3	110374486	112112749	0
chr3	112112749	114113075	0
chr3	114113075	115874587	0
chr3	115874587	116488267	0
chr3	116488267	117430401	0
chr3	117430401	117635989	21
chr3	117635989	124290949	0
chr3	124290949	125539111	0
chr3	125539111	128311925	0
chr3	128311925	128429016	0
chr3	128429016	128446302	0
chr3	128446302	129791189	0
chr3	129791189	129905844	0
chr3	129905844	138502804	0
chr3	138502804	138625611	0
chr3	138625611	142093058	0
chr3	142093058	142604190	0
chr3	142604190	144294872	0
chr3	144294872	144484510	0
chr3	144484510	145296225	0
chr3	145296225	145458383	0
chr3	145458383	152595809	0
chr3	152595809	152769861	0
chr3	152769861	152864100	0
chr3	152864100	157314131	0
chr3	157314131	162489666	0
chr3	162489666	162510463	0
chr3	162510463	162512698	0
chr3	162512698	162625988	0
chr3	162625988	162626284	0
chr3	162626284	162655246	0
chr3	162655246	163071525	0
chr3	163071525	167279464	0
chr3	167279464	167595919	0
chr3	167595919	168686609	0
chr3	168686609	168786800	0
chr3	168786800	169410466	0
chr3	169410466	169717695	0
chr3	169717695	169802543	0
chr3	169802543	169890262	0
chr3	169890262	169922744	0
chr3	169922744	170064054	0
chr3	170064054	174666554	0
chr3	174666554	174857107	0
chr3	174857107	176367546	0
chr3	176367546	176562841	0
chr3	176562841	176611711	0
chr3	176611711	177742999	0
chr3	177742999	177876532	0
chr3	177876532	179718398	0
chr3	179718398	181564393	0
chr3	181564393	181763784	0
chr3	181763784	183912495	0
chr3	183912495	184091306	0
chr3	184091306	186557329	0
chr3	186557329	186699461	0
chr3	186699461	187510806	0
chr3	187510806	187630613	0
chr3	187630613	188218915	0
chr3	188218915	188261647	0
chr3	188261647	188327003	0
chr3	188327003	189639309	0
chr3	189639309	191715041	0
chr3	191715041	192826538	0
chr3	192826538	192886953	0
chr3	192886953	197679947	0
chr3	197679947	197869551	0
chr3	197869551	198022430	15
chr4	0	69623	81
chr4	69623	79627	73
chr4	79627	646395	61
chr4	646395	3438991	35
chr4	3438991	4391897	9
chr4	4391897	5631650	35
chr4	5631650	6471562	61
chr4	6471562	6528995	9
chr4	6528995	10210348	61
chr4	10210348	10234240	35
chr4	10234240	10988130	61
chr4	10988130	13063824	35
chr4	13063824	25507837	61
chr4	25507837	25623269	47
chr4	25623269	37078696	61
chr4	37078696	44573233	69
chr4	44573233	47002152	61
chr4	47002152	47318212	35
chr4	47318212	47620220	61
chr4	47620220	49115038	42
chr4	49115038	49309867	65
chr4	49309867	50400000	25
chr4	50400000	52696792	1
chr4	52696792	52860746	0
chr4	52860746	52863061	7
chr4	52863061	56505676	21
chr4	56505676	65703649	41
chr4	65703649	66615266	15
chr4	66615266	68784010	41
chr4	68784010	70125577	15
chr4	70125577	70237630	0
chr4	70237630	73126933	15
chr4	73126933	73502195	41
chr4	73502195	73933932	0
chr4	73933932	75507605	41
chr4	75507605	75845604	15
chr4	75845604	77540765	41
chr4	77540765	77555749	43
chr4	77555749	82322908	68
chr4	82322908	85189734	80
chr4	85189734	86292373	53
chr4	86292373	90880464	80
chr4	90880464	91340251	88
chr4	91340251	93800915	80
chr4	93800915	97574665	53
chr4	97574665	106880509	80
chr4	106880509	107068507	61
chr4	107068507	107432736	53
chr4	107432736	108707790	61
chr4	108707790	110492518	35
chr4	110492518	122237622	61
chr4	122237622	123534733	69
chr4	123534733	127377126	49
chr4	127377126	130862520	66
chr4	130862520	131211986	39
chr4	131211986	151932855	66
chr4	151932855	152067118	52
chr4	152067118	155708009	66
chr4	155708009	160976070	39
chr4	160976070	161287633	66
chr4	161287633	161873926	39
chr4	161873926	161884754	23
chr4	161884754	163255327	39
chr4	163255327	164332346	13
chr4	164332346	165945039	39
chr4	165945039	166106749	25
chr4	166106749	166381405	39
chr4	166381405	169785732	66
chr4	169785732	169846698	39
chr4	169846698	181976094	66
chr4	181976094	182273098	66
chr4	182273098	184921150	66
chr4	184921150	185196919	39
chr4	185196919	191154276	66
chr5	0	1522369	0
chr5	1522369	7990909	0
chr5	7990909	8509939	0
chr5	8509939	11720760	0
chr5	11720760	11793201	0
chr5	11793201	17040114	0
chr5	17040114	17145744	0
