Chromosome Region	Start	End	loss
chr1	0	767025	19
chr1	767025	5635070	8
chr1	5635070	5690339	0
chr1	5690339	6853355	8
chr1	6853355	8028342	0
chr1	8028342	8175510	0
chr1	8175510	8275043	0
chr1	8275043	11009611	0
chr1	11009611	12860827	0
chr1	12860827	13733465	0
chr1	13733465	14454375	0
chr1	14454375	14500584	0
chr1	14500584	15028144	0
chr1	15028144	15114070	0
chr1	15114070	15344250	0
chr1	15344250	21466802	0
chr1	21466802	21515869	2
chr1	21515869	21740246	0
chr1	21740246	24093317	2
chr1	24093317	25507254	27
chr1	25507254	26255412	0
chr1	26255412	26576396	0
chr1	26576396	27481096	21
chr1	27481096	27535130	0
chr1	27535130	28045436	0
chr1	28045436	28596133	0
chr1	28596133	30309810	16
chr1	30309810	30629412	0
chr1	30629412	30980817	0
chr1	30980817	32515944	0
chr1	32515944	37098711	0
chr1	37098711	37955370	0
chr1	37955370	38180037	0
chr1	38180037	39224753	0
chr1	39224753	42175095	0
chr1	42175095	42674616	0
chr1	42674616	45061581	0
chr1	45061581	46408640	0
chr1	46408640	46570864	0
chr1	46570864	46933513	0
chr1	46933513	47223002	0
chr1	47223002	48160843	0
chr1	48160843	48720845	0
chr1	48720845	48940713	12
chr1	48940713	49395421	0
chr1	49395421	51000609	7
chr1	51000609	51751304	0
chr1	51751304	62851904	1
chr1	62851904	63016018	0
chr1	63016018	65299195	1
chr1	65299195	65369223	0
chr1	65369223	65933145	1
chr1	65933145	67855248	5
chr1	67855248	71537191	8
chr1	71537191	71786677	20
chr1	71786677	72208817	8
chr1	72208817	74494321	0
chr1	74494321	80214141	0
chr1	80214141	86071417	0
chr1	86071417	86409792	0
chr1	86409792	87211485	0
chr1	87211485	88020633	0
chr1	88020633	89510891	0
chr1	89510891	89899366	0
chr1	89899366	91954925	0
chr1	91954925	92380027	0
chr1	92380027	92598321	0
chr1	92598321	95494745	0
chr1	95494745	97206239	0
chr1	97206239	98713037	0
chr1	98713037	98750900	0
chr1	98750900	99026001	0
chr1	99026001	113290397	0
chr1	113290397	113424761	0
chr1	113424761	113499743	0
chr1	113499743	113868367	0
chr1	113868367	114746862	0
chr1	114746862	114801514	0
chr1	114801514	116526920	0
chr1	116526920	118186483	0
chr1	118186483	120522174	0
chr1	120522174	121291080	0
chr1	121291080	125000000	0
chr1	125000000	143458436	0
chr1	143458436	149732608	0
chr1	149732608	152218704	0
chr1	152218704	152768310	0
chr1	152768310	152856193	0
chr1	152856193	152979258	0
chr1	152979258	158207057	0
chr1	158207057	158313222	0
chr1	158313222	163809199	0
chr1	163809199	166568705	0
chr1	166568705	167795127	0
chr1	167795127	167918828	0
chr1	167918828	171491621	0
chr1	171491621	172153245	0
