Chromosome Region	Start	End	gain
chr1	0	469361	73
chr1	469361	811403	90
chr1	811403	2539595	93
chr1	2539595	9118725	77
chr1	9118725	11854466	93
chr1	11854466	12040015	93
chr1	12040015	16848768	76
chr1	16848768	17016876	33
chr1	17016876	22238957	76
chr1	22238957	27644054	74
chr1	27644054	29495704	91
chr1	29495704	32534952	74
chr1	32534952	33390994	74
chr1	33390994	33452499	57
chr1	33452499	36679946	74
chr1	36679946	45855175	75
chr1	45855175	48160843	91
chr1	48160843	51062508	91
chr1	51062508	51432963	87
chr1	51432963	51595735	71
chr1	51595735	55647444	87
chr1	55647444	72818695	87
chr1	72818695	75738650	86
chr1	75738650	75850493	70
chr1	75850493	84538032	86
chr1	84538032	95388034	91
chr1	95388034	95505579	74
chr1	95505579	117570388	91
chr1	117570388	121185034	91
chr1	121185034	121291080	21
chr1	121291080	125000000	4
chr1	125000000	143458436	18
chr1	143458436	149425912	34
chr1	149425912	151993276	97
chr1	151993276	153545516	81
chr1	153545516	155333627	97
chr1	155333627	155585469	97
chr1	155585469	155682741	97
chr1	155682741	155922206	97
chr1	155922206	156597962	97
chr1	156597962	188994230	97
chr1	188994230	196705860	95
chr1	196705860	196731848	36
chr1	196731848	196816261	36
chr1	196816261	227536324	96
chr1	227536324	227850156	96
chr1	227850156	228037701	96
chr1	228037701	228435421	96
chr1	228435421	236440476	96
chr1	236440476	236585194	96
chr1	236585194	237734537	96
chr1	237734537	237820577	96
chr1	237820577	241952051	96
chr1	241952051	242012816	96
chr1	242012816	242837484	96
chr1	242837484	242872260	96
chr1	242872260	243842974	96
chr1	243842974	243963380	96
chr1	243963380	245944223	96
chr1	245944223	245952755	79
chr1	245952755	246779170	96
chr1	246779170	246853177	96
chr1	246853177	248365649	96
chr1	248365649	249250621	96
chr2	0	416444	39
chr2	416444	3044334	22
chr2	3044334	3210894	39
chr2	3210894	4209776	22
chr2	4209776	4223340	39
chr2	4223340	15680997	22
chr2	15680997	15732179	39
chr2	15732179	19105253	22
chr2	19105253	28575274	22
