Chromosome Region	Start	End	gain
chr1	0	566105	8
chr1	566105	24093317	11
chr1	24093317	25507254	9
chr1	25507254	28596133	43
chr1	28596133	30309810	0
chr1	30309810	37955370	1
chr1	37955370	39454983	57
chr1	39454983	42674616	57
chr1	42674616	43082313	37
chr1	43082313	43112846	28
chr1	43112846	48160843	37
chr1	48160843	48720845	4
chr1	48720845	48940713	2
chr1	48940713	53344941	4
chr1	53344941	56592339	4
chr1	56592339	65933145	11
chr1	65933145	84538032	0
chr1	84538032	84827141	8
chr1	84827141	87211485	9
chr1	87211485	88020633	56
chr1	88020633	91099473	17
chr1	91099473	98750900	17
chr1	98750900	109973521	0
chr1	109973521	113290397	0
chr1	113290397	120553649	10
chr1	120553649	125000000	25
chr1	125000000	149732608	5
chr1	149732608	152856193	5
chr1	152856193	173597243	31
chr1	173597243	174152498	13
chr1	174152498	174484130	0
chr1	174484130	174987046	0
chr1	174987046	176761738	25
chr1	176761738	177744013	25
chr1	177744013	192384886	47
chr1	192384886	206508400	47
chr1	206508400	207327196	46
chr1	207327196	208446313	20
chr1	208446313	218587072	17
chr1	218587072	231912506	17
chr1	231912506	237375389	17
chr1	237375389	249250621	5
chr2	0	26060892	0
chr2	26060892	27422857	61
chr2	27422857	30859740	71
chr2	30859740	42572649	3
chr2	42572649	63031292	5
chr2	63031292	63141799	0
chr2	63141799	70587048	6
chr2	70587048	71120279	0
chr2	71120279	77921869	0
chr2	77921869	77973549	0
chr2	77973549	85701660	0
chr2	85701660	91704724	0
chr2	91704724	92275027	0
chr2	92275027	93300000	6
chr2	93300000	112415706	29
chr2	112415706	135243512	30
chr2	135243512	141795864	30
chr2	141795864	142094872	28
chr2	142094872	142692934	30
chr2	142692934	149835915	52
chr2	149835915	149881107	47
chr2	149881107	164501666	52
chr2	164501666	186190738	52
chr2	186190738	186217716	52
chr2	186217716	192163964	82
chr2	192163964	194679904	82
chr2	194679904	198132690	11
chr2	198132690	219382088	10
chr2	219382088	224586353	6
chr2	224586353	233223117	10
chr2	233223117	243199373	9
chr3	0	14930071	0
chr3	14930071	18919212	0
chr3	18919212	25110460	22
chr3	25110460	32672483	22
chr3	32672483	35058029	2
chr3	35058029	51850776	3
chr3	51850776	53788877	2
chr3	53788877	60258108	28
chr3	60258108	60690540	21
chr3	60690540	63356016	29
chr3	63356016	65625084	73
chr3	65625084	91000000	10
chr3	91000000	99902805	6
chr3	99902805	106778255	6
chr3	106778255	107352799	49
chr3	107352799	107452249	79
chr3	107452249	107969313	79
chr3	107969313	114231668	22
chr3	114231668	129911642	21
chr3	129911642	132831541	80
chr3	132831541	133007052	80
chr3	133007052	138840909	84
chr3	138840909	148519173	86
chr3	148519173	149220043	86
chr3	149220043	162508230	90
chr3	162508230	162628629	14
chr3	162628629	174759514	91
chr3	174759514	174993514	91
chr3	174993514	175172586	89
chr3	175172586	176898343	91
chr3	176898343	186557329	91
chr3	186557329	198022430	87
chr4	0	646395	0
chr4	646395	5631650	2
chr4	5631650	10402732	0
chr4	10402732	50400000	0
chr4	50400000	57640575	0
chr4	57640575	68784010	0
chr4	68784010	75845604	0
chr4	75845604	77813812	0
chr4	77813812	78005252	0
chr4	78005252	85189734	0
chr4	85189734	87633399	0
chr4	87633399	114166798	0
chr4	114166798	127261574	0
chr4	127261574	155708009	0
chr4	155708009	169368025	0
chr4	169368025	169846698	0
chr4	169846698	172372115	0
chr4	172372115	191154276	0
chr5	0	11720760	19
chr5	11720760	46152136	19
chr5	46152136	48400000	22
chr5	48400000	52322442	8
chr5	52322442	64708132	1
chr5	64708132	75256869	0
chr5	75256869	79135669	0
chr5	79135669	82722476	11
chr5	82722476	88875622	3
chr5	88875622	94091449	0
chr5	94091449	94776698	0
chr5	94776698	113532680	0
chr5	113532680	113954052	0
chr5	113954052	118513069	55
chr5	118513069	123477471	0
chr5	123477471	125663727	0
chr5	125663727	125695021	3
chr5	125695021	132092899	0
chr5	132092899	140911052	13
chr5	140911052	152043997	15
chr5	152043997	152982215	16
chr5	152982215	153019188	15
chr5	153019188	160629771	0
chr5	160629771	166560394	0
chr5	166560394	167153968	0
chr5	167153968	177745289	0
chr5	177745289	180915260	0
chr6	0	20509960	55
chr6	20509960	29837158	58
chr6	29837158	29875890	50
chr6	29875890	33997975	57
chr6	33997975	61000000	16
chr6	61000000	69307090	36
chr6	69307090	81508893	28
chr6	81508893	103765576	0
chr6	103765576	109003283	0
chr6	109003283	117018123	0
chr6	117018123	137063476	0
chr6	137063476	148063306	0
chr6	148063306	151366520	0
chr6	151366520	153959078	55
chr6	153959078	156550849	13
chr6	156550849	171115067	0
chr7	0	2436601	3
chr7	2436601	13853681	3
chr7	13853681	17095918	70
chr7	17095918	20956682	72
chr7	20956682	29545701	9
chr7	29545701	42743832	9
chr7	42743832	56716305	11
chr7	56716305	59900000	4
chr7	59900000	70133492	0
chr7	70133492	75431800	28
chr7	75431800	80792506	0
chr7	80792506	82358873	7
chr7	82358873	90945150	76
chr7	90945150	93573473	0
chr7	93573473	97311008	60
chr7	97311008	100537268	25
chr7	100537268	109441885	28
chr7	109441885	109949307	28
chr7	109949307	132537446	19
chr7	132537446	133400682	78
chr7	133400682	135851182	78
chr7	135851182	140658301	79
chr7	140658301	142475488	8
chr7	142475488	145694469	2
chr7	145694469	157842432	0
chr7	157842432	159138663	0
chr8	0	3996604	0
chr8	3996604	24070100	0
chr8	24070100	26351571	53
chr8	26351571	33843807	0
chr8	33843807	45600000	0
chr8	45600000	63339667	25
chr8	63339667	106044900	21
chr8	106044900	108532309	22
chr8	108532309	112172734	93
chr8	112172734	113411564	95
chr8	113411564	116091156	27
chr8	116091156	118265534	77
chr8	118265534	126980137	27
chr8	126980137	129741323	27
chr8	129741323	130644346	41
chr8	130644346	130838080	24
chr8	130838080	134040410	28
chr8	134040410	134196478	27
chr8	134196478	135872980	24
chr8	135872980	139737409	24
chr8	139737409	141988433	87
chr8	141988433	146364022	65
chr9	0	17918102	34
chr9	17918102	19593844	34
chr9	19593844	22343186	12
chr9	22343186	32099984	12
chr9	32099984	32132407	70
