Chromosome Region	Start	End	loss
chr1	0	715604	59
chr1	715604	815952	40
chr1	815952	1161251	23
chr1	1161251	3355869	12
chr1	3355869	3403195	28
chr1	3403195	6127952	40
chr1	6127952	11073414	23
chr1	11073414	13936619	40
chr1	13936619	16222530	57
chr1	16222530	23675595	57
chr1	23675595	23885226	7
chr1	23885226	27822900	31
chr1	27822900	28453334	28
chr1	28453334	31266515	26
chr1	31266515	31465687	10
chr1	31465687	40096785	26
chr1	40096785	41238949	10
chr1	41238949	41281219	0
chr1	41281219	41658368	0
chr1	41658368	41984443	0
chr1	41984443	43082313	0
chr1	43082313	43112846	9
chr1	43112846	44056930	0
chr1	44056930	44345774	0
chr1	44345774	48742095	0
chr1	48742095	52709536	0
chr1	52709536	56571698	0
chr1	56571698	56592339	0
chr1	56592339	64523891	0
chr1	64523891	64703369	0
chr1	64703369	68749410	0
chr1	68749410	72759523	0
chr1	72759523	72765894	0
chr1	72765894	72805230	12
chr1	72805230	72864112	0
chr1	72864112	79374415	0
chr1	79374415	87681211	0
chr1	87681211	90046030	6
chr1	90046030	90119096	22
chr1	90119096	91504266	6
chr1	91504266	101904887	7
chr1	101904887	102297927	0
chr1	102297927	104802382	7
chr1	104802382	104863390	6
chr1	104863390	105235109	7
chr1	105235109	109350926	4
chr1	109350926	109973521	4
chr1	109973521	117490223	18
chr1	117490223	117810519	1
chr1	117810519	117927390	1
chr1	117927390	120553649	17
chr1	120553649	121185034	3
chr1	121185034	125000000	0
chr1	125000000	145114676	0
chr1	145114676	149808817	0
chr1	149808817	149825606	14
chr1	149825606	152249056	0
chr1	152249056	152311634	14
chr1	152311634	152510839	0
chr1	152510839	152767560	0
chr1	152767560	153495862	0
chr1	153495862	153783583	0
chr1	153783583	155903195	0
chr1	155903195	156032504	0
chr1	156032504	157848227	0
chr1	157848227	160550534	0
chr1	160550534	174484130	0
chr1	174484130	184335064	0
chr1	184335064	184408465	0
chr1	184408465	191768815	0
chr1	191768815	191794378	9
chr1	191794378	196482328	0
chr1	196482328	201881074	7
chr1	201881074	201966584	0
chr1	201966584	202080096	0
chr1	202080096	202094062	0
chr1	202094062	202150123	0
chr1	202150123	215919288	8
chr1	215919288	215941341	8
chr1	215941341	220793581	8
chr1	220793581	220917142	0
chr1	220917142	221007749	8
chr1	221007749	235477770	0
chr1	235477770	235679241	0
chr1	235679241	236556063	0
chr1	236556063	237077589	1
chr1	237077589	239653589	0
chr1	239653589	239721950	0
chr1	239721950	239862049	0
chr1	239862049	240137471	0
chr1	240137471	240338063	0
chr1	240338063	249250621	0
chr2	0	10484183	10
chr2	10484183	12281541	10
chr2	12281541	12311156	27
chr2	12311156	21263561	10
chr2	21263561	21813996	4
chr2	21813996	23792313	0
chr2	23792313	25240564	0
chr2	25240564	26382636	0
chr2	26382636	28984582	0
chr2	28984582	29079852	0
chr2	29079852	31334781	0
chr2	31334781	33661050	0
chr2	33661050	33842221	0
chr2	33842221	37179231	12
chr2	37179231	45700822	9
chr2	45700822	46077270	0
chr2	46077270	46365262	9
chr2	46365262	62453489	1
chr2	62453489	65519989	1
chr2	65519989	68950312	1
chr2	68950312	71120279	7
chr2	71120279	74336912	21
chr2	74336912	74448605	7
chr2	74448605	77868964	21
chr2	77868964	78064287	20
chr2	78064287	87397652	22
chr2	87397652	90301276	23
chr2	90301276	91627978	0
chr2	91627978	91704724	13
chr2	91704724	92193296	35
chr2	92193296	92275027	13
chr2	92275027	93300000	0
chr2	93300000	95358799	2
chr2	95358799	102720788	12
chr2	102720788	102747220	29
chr2	102747220	109629322	12
chr2	109629322	109797701	0
chr2	109797701	117797263	12
chr2	117797263	120285763	14
chr2	120285763	125578189	26
chr2	125578189	139314967	26
chr2	139314967	141068258	25
chr2	141068258	141683215	25
chr2	141683215	141760656	25
chr2	141760656	149006552	21
chr2	149006552	149130078	21
chr2	149130078	149611169	15
chr2	149611169	154299163	17
chr2	154299163	154329445	34
chr2	154329445	155674194	17
chr2	155674194	156853319	16
chr2	156853319	160049682	0
chr2	160049682	160090996	16
chr2	160090996	162310462	0
chr2	162310462	170194821	0
chr2	170194821	170983995	0
chr2	170983995	177863273	0
chr2	177863273	180421629	0
chr2	180421629	184571318	0
chr2	184571318	185216642	0
chr2	185216642	185406745	0
chr2	185406745	185565403	0
chr2	185565403	189965565	0
chr2	189965565	189997204	0
chr2	189997204	193163487	0
chr2	193163487	201655561	0
chr2	201655561	203174642	0
chr2	203174642	204427050	0
chr2	204427050	208695766	0
chr2	208695766	208751483	0
chr2	208751483	213425769	0
chr2	213425769	219897043	0
chr2	219897043	220088631	0
chr2	220088631	220991436	0
chr2	220991436	227962753	7
chr2	227962753	228630043	10
chr2	228630043	228845817	0
chr2	228845817	236709549	10
chr2	236709549	237031522	27
chr2	237031522	237804129	10
chr2	237804129	237805859	20
chr2	237805859	241456646	10
chr2	241456646	241558882	0
chr2	241558882	243199373	0
chr3	0	3113387	0
chr3	3113387	3117336	4
chr3	3117336	8781083	0
chr3	8781083	8883123	2
chr3	8883123	9197057	25
chr3	9197057	12631810	2
chr3	12631810	12698937	14
chr3	12698937	14930071	2
chr3	14930071	16906328	1
chr3	16906328	23275295	1
chr3	23275295	23857279	1
chr3	23857279	23973275	0
chr3	23973275	25110460	1
chr3	25110460	25121418	15
chr3	25121418	26611808	1
chr3	26611808	26615959	24
chr3	26615959	33944785	1
chr3	33944785	46500768	0
chr3	46500768	47512458	17
chr3	47512458	50115818	16
chr3	50115818	50242903	17
chr3	50242903	50319861	0
chr3	50319861	52004698	17
chr3	52004698	53417798	14
chr3	53417798	55696846	17
chr3	55696846	60258108	29
chr3	60258108	60554805	43
chr3	60554805	60690540	43
chr3	60690540	62090260	29
chr3	62090260	64996466	28
chr3	64996466	65106279	28
chr3	65106279	67405562	28
chr3	67405562	72287956	28
chr3	72287956	78148149	28
chr3	78148149	84880928	12
chr3	84880928	85029836	11
chr3	85029836	85103108	28
chr3	85103108	88253442	11
chr3	88253442	88404391	22
chr3	88404391	90146077	11
chr3	90146077	91000000	8
chr3	91000000	93543006	0
chr3	93543006	93605126	0
chr3	93605126	93813341	0
chr3	93813341	94938109	0
chr3	94938109	98757737	2
chr3	98757737	99471654	1
chr3	99471654	99902805	1
chr3	99902805	102228482	0
chr3	102228482	102290736	17
