Chromosome Region	Start	End	loss
chr1	0	1161251	0
chr1	1161251	3403195	0
chr1	3403195	8275043	0
chr1	8275043	11073414	0
chr1	11073414	13936619	14
chr1	13936619	21628134	59
chr1	21628134	31266515	59
chr1	31266515	32866884	49
chr1	32866884	40096785	44
chr1	40096785	41681263	0
chr1	41681263	46408640	0
chr1	46408640	90119096	3
chr1	90119096	109392445	1
chr1	109392445	119866850	1
chr1	119866850	125000000	0
chr1	125000000	152311634	0
chr1	152311634	191768815	0
chr1	191768815	191794378	20
chr1	191794378	201966584	0
chr1	201966584	209009769	0
chr1	209009769	249250621	0
chr2	0	34095811	0
chr2	34095811	38004345	0
chr2	38004345	46980721	0
chr2	46980721	61253438	0
chr2	61253438	93300000	0
chr2	93300000	102296423	2
chr2	102296423	102720788	1
chr2	102720788	149130078	17
chr2	149130078	160090996	1
chr2	160090996	189965565	0
chr2	189965565	213425769	0
chr2	213425769	243199373	10
chr3	0	26615959	0
chr3	26615959	44168001	0
chr3	44168001	46500768	0
chr3	46500768	55696846	33
chr3	55696846	65865536	57
chr3	65865536	77238580	27
chr3	77238580	91000000	24
chr3	91000000	113918656	0
chr3	113918656	116931752	2
chr3	116931752	118531791	0
chr3	118531791	156953173	0
chr3	156953173	179888132	0
chr3	179888132	186656279	0
chr3	186656279	198022430	7
chr4	0	847553	27
chr4	847553	8561391	23
chr4	8561391	19875188	26
chr4	19875188	49091580	3
chr4	49091580	50400000	23
chr4	50400000	73427062	0
chr4	73427062	73471586	32
chr4	73471586	81869225	0
chr4	81869225	84518663	18
chr4	84518663	88122950	18
chr4	88122950	130224143	43
chr4	130224143	151876379	40
chr4	151876379	179594661	40
chr4	179594661	191154276	44
chr5	0	2804699	12
chr5	2804699	41385493	0
chr5	41385493	48400000	0
chr5	48400000	98069849	17
chr5	98069849	116488507	17
chr5	116488507	122616582	13
chr5	122616582	132802810	2
chr5	132802810	132966105	52
chr5	132966105	156319195	1
chr5	156319195	165715253	51
chr5	165715253	172085716	55
chr5	172085716	180915260	47
chr6	0	386658	0
chr6	386658	20737965	0
chr6	20737965	24607737	0
chr6	24607737	27886214	0
chr6	27886214	61000000	0
chr6	61000000	62112627	0
chr6	62112627	63138783	4
chr6	63138783	67819064	0
chr6	67819064	87905659	0
chr6	87905659	98363616	33
chr6	98363616	113489051	31
